N	2gram	Losev_Vlad_1	Tvorches
1	и в	31	21
2	в то	8	15
3	в его	12	13
4	то же	6	13
5	времени в	2	13
6	что в	14	12
7	как и	4	12
8	же время	4	12
9	то есть	3	12
10	с его	11	11
11	том что	14	11
12	м м	15	11
13	все это	5	10
14	как в	3	8
15	он не	10	8
16	то что	18	8
17	во многом	2	7
18	у него	15	7
19	в том	11	7
20	тем самым	2	7
21	при этом	2	7
22	не только	24	7
23	и не	17	7
24	в году	30	7
25	и на	3	7
26	но в	12	7
27	он сам	2	6
28	что он	12	6
29	и все	4	6
30	не менее	2	6
31	для него	7	6
32	в котором	6	6
33	а в	9	6
34	и его	7	6
35	в этом	14	6
36	о том	11	6
37	отнюдь не	3	5
38	м с	4	5
39	вовсе не	5	5
40	но это	3	5
41	может быть	6	5
42	в этой	4	5
43	все же	3	5
44	таким образом	3	5
45	хотя бы	2	5
46	в своих	5	5
47	потому что	11	5
48	только в	9	5
49	в своем	4	4
50	и как	4	4
51	в целом	3	4
52	одной из	2	4
53	одним из	2	4
54	один из	4	4
55	в петербурге	8	4
56	в своей	4	4
57	мысли и	4	4
58	не может	6	4
59	в момент	2	4
60	и от	5	4
61	место в	2	3
62	уже в	7	3
63	никогда не	9	3
64	с другой	3	3
65	что все	2	3
66	я не	4	3
67	с ним	5	3
68	не был	5	3
69	это и	2	3
70	в дальнейшем	8	3
71	что я	2	3
72	но не	3	3
73	на его	3	3
74	в самом	2	3
75	той же	2	3
76	просто не	2	3
77	даже в	2	3
78	в нем	4	3
79	и т	2	3
80	жизни и	5	3
81	не по	2	3
82	но и	19	3
83	дело не	2	3
84	уже не	3	3
85	и других	2	3
86	там же	13	3
87	он говорит	2	3
88	того что	2	3
89	и даже	15	3
90	и по	8	3
91	в которой	4	3
92	воли и	2	3
93	и с	14	3
94	хотя и	4	3
95	в виде	3	3
96	в россии	4	3
97	дело в	4	3
98	так как	8	3
99	в россию	5	2
100	в частности	2	2
101	в качестве	6	2
102	т ii	3	2
103	не столько	2	2
104	в жизни	3	2
105	к этому	6	2
106	н г	4	2
107	можно сказать	6	2
108	что и	5	2
109	с которым	2	2
110	в в	3	2
111	а по	2	2
112	что его	4	2
113	об этом	7	2
114	так что	10	2
115	не в	5	2
116	бога и	2	2
117	никуда не	2	2
118	того же	6	2
119	году в	2	2
120	тот же	3	2
121	из них	2	2
122	время он	3	2
123	к тому	3	2
124	только на	3	2
125	к ней	4	2
126	которого он	2	2
127	тем не	2	2
128	не отрицал	2	2
129	еще в	4	2
130	когда он	5	2
131	вместе с	3	2
132	но она	3	2
133	к жизни	2	2
134	так и	6	2
135	но его	2	2
136	говорит что	4	2
137	как к	2	2
138	что для	4	2
139	человека как	3	2
140	что она	2	2
141	вопросы философии	2	2
142	но только	3	2
143	на первом	2	2
144	здесь мы	3	2
145	не мог	3	2
146	и у	4	2
147	и он	3	2
148	и притом	3	2
149	только что	2	2
150	же с	11	2
151	где он	2	2
152	свидетельствует о	3	2
153	сказать что	7	2
154	больше чем	2	2
155	но он	5	2
156	известно что	2	2
157	это время	3	2
158	в себе	4	2
159	о котором	2	2
160	в чем	2	2
