N	2gram	Bakhtin_Pr_5	Komedia
1	и в	35	22
2	и не	27	21
3	том что	3	13
4	в том	5	12
5	таким образом	7	12
6	так как	4	11
7	ни в	2	10
8	потому что	8	10
9	в самом	6	9
10	вместе с	2	9
11	в своем	2	8
12	что он	24	8
13	к ней	2	8
14	в его	21	8
15	что и	3	8
16	в этом	14	8
17	о том	2	8
18	его в	4	8
19	при этом	2	7
20	то же	15	7
21	только что	3	7
22	а в	7	7
23	в конце	5	7
24	во время	5	6
25	тому же	3	6
26	еще не	7	6
27	к тому	6	6
28	может быть	14	6
29	как раз	4	6
30	самом деле	10	6
31	и что	6	6
32	так что	5	6
33	и его	14	6
34	в то	11	6
35	не менее	2	5
36	что в	6	5
37	же время	10	5
38	прежде всего	12	5
39	что его	2	5
40	и сам	7	5
41	хотя и	2	5
42	не только	10	5
43	в своей	4	5
44	отношение к	6	5
45	из них	3	5
46	не хочет	2	5
47	все это	14	5
48	по отношению	6	5
49	он не	13	5
50	iv в	2	5
51	тем что	4	5
52	к нему	13	5
53	в которых	2	5
54	к себе	18	5
55	с ним	7	5
56	но в	19	5
57	он знает	3	4
58	с самого	8	4
59	самого начала	8	4
60	с тем	3	4
61	но все	4	4
62	ипполита и	2	4
63	у него	4	4
64	однако в	2	4
65	с другой	4	4
66	вовсе не	7	4
67	нет и	4	4
68	все же	8	4
69	не в	10	4
70	до конца	4	4
71	в ней	2	4
72	то что	10	4
73	когда он	3	4
74	но и	14	4
75	на него	5	4
76	в отношении	9	4
77	а не	4	4
78	и для	8	4
79	друг друга	2	4
80	так же	7	4
81	точки зрения	7	4
82	в себе	5	4
83	бы в	4	4
84	так и	8	4
85	хотя бы	2	4
86	и с	12	4
87	с его	7	3
88	обращается к	2	3
89	никогда не	4	3
90	в них	4	3
91	в глаза	5	3
92	то ни	3	3
93	на них	7	3
94	с этой	2	3
95	с этим	3	3
96	в нем	16	3
97	и к	12	3
98	в ее	3	3
99	как и	18	3
100	в начале	3	3
101	по своему	4	3
102	было бы	3	3
103	отца не	2	3
104	бы он	2	3
105	конечно не	2	3
106	на этот	2	3
107	как бы	31	3
108	и мысли	3	3
109	отношению к	7	3
110	в целом	3	3
111	приводит к	2	3
112	не может	18	3
113	все равно	2	3
114	что не	4	3
115	с точки	2	3
116	столь же	2	3
117	и даже	5	3
118	их в	2	3
119	одной из	2	3
120	он так	2	3
121	мы можем	2	3
122	во всяком	4	3
123	не о	4	3
124	теперь же	2	3
125	говорить о	3	3
126	не знает	6	3
127	как он	2	3
128	из своего	4	3
129	в которой	2	3
130	ничего не	3	3
131	всяком случае	4	3
132	под влиянием	3	2
133	на вопрос	2	2
134	уже в	3	2
135	правда он	2	2
136	отрывок из	2	2
137	все время	4	2
138	ни было	3	2
139	себя и	8	2
140	и без	4	2
141	не как	3	2
142	как в	5	2
143	к концу	3	2
144	это не	3	2
145	и все	15	2
146	в одном	6	2
147	именно потому	2	2
148	это в	2	2
149	а как	2	2
150	к своему	5	2
151	мы знаем	2	2
152	без всякого	2	2
153	а затем	2	2
154	отличие от	2	2
155	такое же	2	2
156	из его	2	2
157	за ним	2	2
158	что они	6	2
159	бы то	3	2
160	что с	2	2
161	в пределах	11	2
162	тот же	4	2
163	не мог	3	2
164	на его	4	2
165	в сущности	14	2
166	с уже	2	2
167	за пределы	3	2
168	которым он	4	2
169	в произведениях	2	2
170	конце концов	3	2
171	и он	2	2
172	в котором	3	2
173	и со	3	2
174	я ведь	4	2
175	раз в	2	2
176	во всех	3	2
177	как мы	8	2
178	другой стороны	3	2
179	бы не	2	2
180	время как	2	2
181	в мире	4	2
182	да что	2	2
183	с другими	2	2
184	можно было	2	2
185	и на	6	2
186	тому что	2	2
187	между тем	4	2
188	и во	3	2
189	нуждается в	3	2
190	он и	5	2
191	нет ни	2	2
192	в другом	12	2
193	и это	5	2
194	из этого	2	2
195	что ты	4	2
196	этот раз	2	2
197	в виду	3	2
