N	2gram	Tiupa_Lite_3	Narrotol
1	не только	14	32
2	может быть	12	25
3	но и	14	23
4	в качестве	5	21
5	и не	22	20
6	и в	16	19
7	то есть	5	19
8	в том	12	18
9	в этом	14	17
10	в тексте	4	16
11	в частности	11	14
12	том что	8	14
13	не в	10	14
14	состоит в	6	13
15	в рамках	4	12
16	а не	12	12
17	своего рода	10	12
18	тогда как	17	12
19	коммуникативного события	5	12
20	представляет собой	2	12
21	то что	12	11
22	а в	5	11
23	не может	8	10
24	точки зрения	7	10
25	при этом	15	9
26	со стороны	7	9
27	так и	9	9
28	в его	6	9
29	в мире	16	9
30	с другой	6	8
31	и т.п	6	8
32	в себе	6	8
33	в случае	2	7
34	как и	5	7
35	еще не	6	7
36	к тому	6	7
37	такого рода	10	7
38	а также	4	7
39	все же	2	7
40	как в	5	7
41	по отношению	4	7
42	с одной	4	7
43	одной стороны	4	7
44	том числе	3	6
45	с его	6	6
46	что он	5	6
47	отношению к	4	6
48	то в	3	6
49	но не	4	6
50	именно в	5	6
51	тем самым	7	6
52	как это	3	6
53	о том	6	6
54	но в	3	6
55	и как	3	5
56	отнюдь не	3	5
57	по себе	2	5
58	или иной	2	5
59	можно сказать	2	5
60	тому же	5	5
61	себя в	7	5
62	уже не	3	5
63	и его	6	5
64	в данном	4	5
65	в основе	5	5
66	в отличие	5	5
67	к себе	8	5
68	отличие от	5	5
69	в этой	8	5
70	далеко не	2	5
71	мира в	3	5
72	во втором	2	4
73	прежде всего	3	4
74	одного из	2	4
75	в нем	2	4
76	что не	2	4
77	то же	9	4
78	же в	2	4
79	в противовес	7	4
80	если не	2	4
81	же время	7	4
82	было бы	2	4
83	связи с	2	4
84	вслед за	3	4
85	той или	2	4
86	как бы	8	4
87	о нем	2	4
88	и тем	3	4
89	данном случае	4	4
90	другой стороны	2	4
91	теперь как	2	4
92	в принципе	2	4
93	числе и	2	4
94	только в	7	4
95	здесь не	2	4
96	и с	2	4
97	не менее	2	3
98	по мысли	6	3
99	жизни в	4	3
100	ни было	2	3
101	что в	2	3
102	никогда не	4	3
103	в третьем	3	3
104	в свою	2	3
105	в присутствии	2	3
106	хотя и	4	3
107	и даже	2	3
108	один из	2	3
109	не с	2	3
110	с ее	3	3
111	бы то	2	3
112	в первом	2	3
113	из них	4	3
114	жизни и	3	3
115	когда он	2	3
116	коммуникативное событие	4	3
117	в ее	5	3
118	бытия в	2	3
119	а именно	5	3
120	то ни	2	3
121	этом отношении	5	3
122	как мы	2	3
123	жизни как	2	3
124	или иначе	2	3
125	и на	2	3
126	между тем	3	3
127	тем что	2	3
128	на себя	2	3
129	по своей	3	3
130	в то	9	3
131	как будто	4	3
132	присутствия в	6	3
133	то она	2	2
134	себя и	2	2
135	в полном	2	2
136	что у	2	2
137	в противоположность	2	2
138	оно не	2	2
139	не как	2	2
140	быть может	2	2
141	личности в	3	2
142	не всегда	2	2
143	а по	2	2
144	субъекта и	5	2
145	по существу	4	2
146	для него	2	2
147	несмотря на	2	2
148	например в	3	2
149	вплоть до	2	2
150	наконец в	3	2
151	и потому	2	2
152	так или	2	2
153	даже в	4	2
154	говоря словами	3	2
155	во второй	2	2
156	жизни а	2	2
157	время в	2	2
158	отношение к	2	2
159	во всей	2	2
160	так же	2	2
161	как раз	2	2
162	и только	2	2
163	отношения к	3	2
164	складывается из	2	2
165	человека в	2	2
166	совершенно не	3	2
167	самом деле	3	2
168	одним из	4	2
169	и для	4	2
170	с точки	3	2
171	это не	5	2
172	но без	2	2
173	тому как	3	2
174	не случайно	3	2
175	однако в	4	2
176	одно из	4	2
177	следует признать	2	2
178	подобно тому	2	2
179	и ее	2	2
180	его в	2	2
181	всего лишь	5	2
182	мира и	2	2
183	о чем	3	2
184	и одновременно	2	2
