N	2gram	Bakhtin_fo_1	Komedia
1	и в	50	22
2	и не	14	21
3	в дом	2	14
4	том что	4	13
5	в том	9	12
6	таким образом	11	12
7	так как	6	11
8	ни в	8	10
9	потому что	4	10
10	до сих	3	9
11	в самом	8	9
12	вместе с	3	9
13	сих пор	3	9
14	если бы	5	8
15	в своем	4	8
16	к ней	2	8
17	в его	13	8
18	что и	3	8
19	в этом	25	8
20	его в	3	8
21	об этом	2	7
22	при этом	3	7
23	в свою	2	7
24	то же	11	7
25	а в	3	7
26	в конце	9	7
27	к этому	3	6
28	ясно что	2	6
29	тому же	2	6
30	того же	8	6
31	еще не	5	6
32	для того	5	6
33	к тому	3	6
34	может быть	11	6
35	как раз	13	6
36	того чтобы	5	6
37	и его	16	6
38	в то	9	6
39	связи с	6	5
40	что в	5	5
41	же время	9	5
42	прежде всего	15	5
43	хотя и	3	5
44	не только	9	5
45	в своей	2	5
46	отношение к	2	5
47	все это	4	5
48	по отношению	3	5
49	он не	5	5
50	тем что	2	5
51	в которых	2	5
52	к себе	4	5
53	с ним	2	5
54	но в	10	5
55	с самого	2	4
56	самого начала	2	4
57	с тем	3	4
58	но все	5	4
59	у него	6	4
60	отнюдь не	5	4
61	между собой	4	4
62	с другой	2	4
63	вовсе не	13	4
64	нет и	2	4
65	все же	6	4
66	не в	5	4
67	до конца	4	4
68	в ней	4	4
69	здесь нет	3	4
70	и т	8	4
71	то что	6	4
72	но и	8	4
73	и речи	5	4
74	т п	8	4
75	в отношении	3	4
76	до нас	5	4
77	с помощью	2	4
78	а не	3	4
79	и для	4	4
80	друг друга	3	4
81	так же	6	4
82	точки зрения	5	4
83	само собой	2	4
84	на себя	2	4
85	в себе	3	4
86	в связи	5	4
87	так и	12	4
88	не является	2	4
89	хотя бы	2	4
90	и с	4	4
91	с его	9	3
92	в частности	6	3
93	никогда не	2	3
94	в них	4	3
95	в глаза	2	3
96	на них	2	3
97	с этим	6	3
98	в нем	24	3
99	далеко не	2	3
100	и к	2	3
101	и еще	2	3
102	в ее	6	3
103	как и	8	3
104	в начале	3	3
105	чем в	2	3
106	одной стороны	2	3
107	было бы	2	3
108	конечно не	4	3
109	к ним	2	3
110	как бы	2	3
111	один из	3	3
112	отношению к	5	3
113	в целом	2	3
114	даже не	2	3
115	не может	6	3
116	с одной	3	3
117	в течение	2	3
118	что не	3	3
119	с точки	2	3
120	и даже	2	3
121	не имеет	4	3
122	в других	9	3
123	их в	3	3
124	одной из	3	3
125	во всяком	3	3
126	не о	2	3
127	не знает	3	3
128	как он	2	3
129	в которой	2	3
130	ничего не	9	3
131	не зная	2	3
132	в основе	5	2
133	уже в	2	2
134	чувствует себя	2	2
135	себя и	3	2
136	в качестве	3	2
137	сравнению с	2	2
138	не как	2	2
139	как в	6	2
140	к концу	3	2
141	это не	6	2
142	равно как	2	2
143	и все	6	2
144	в одном	3	2
145	человека и	11	2
146	в образе	5	2
147	не могут	3	2
148	разумеется что	2	2
149	стороны и	2	2
150	а как	3	2
151	если мы	2	2
152	к своему	2	2
153	его от	2	2
154	отличие от	2	2
155	по существу	12	2
156	в присутствии	4	2
157	то время	4	2
158	в пределах	5	2
159	античной литературы	4	2
160	совершенно не	2	2
161	в сущности	3	2
162	на своей	2	2
163	а также	2	2
164	между ними	3	2
165	в котором	4	2
166	был бы	3	2
167	раз в	4	2
168	по сравнению	2	2
169	во всех	6	2
170	наряду с	5	2
171	могло быть	4	2
172	в их	6	2
173	как мы	14	2
174	отношения к	3	2
175	не было	7	2
176	этом отношении	3	2
177	человека в	17	2
178	время как	5	2
179	мы не	3	2
180	роль в	9	2
181	с другими	3	2
182	в таком	3	2
183	собой разумеется	2	2
184	и на	8	2
185	здесь и	2	2
186	начиная от	2	2
187	в результате	6	2
188	и во	7	2
189	и ее	3	2
190	что мы	2	2
191	его на	2	2
192	и это	4	2
193	нет ничего	4	2
194	здесь не	4	2
195	в виду	3	2
