N	2gram	Tiupa_Hudo_1	Formalny
1	и в	19	24
2	художественного произведения	3	23
3	в его	9	23
4	прежде всего	4	22
5	и не	15	20
6	так и	11	18
7	не может	7	16
8	точки зрения	10	16
9	в этом	11	15
10	в нем	5	14
11	может быть	14	14
12	на почве	3	13
13	с точки	3	13
14	таким образом	3	13
15	истории литературы	2	12
16	в своем	2	11
17	не менее	3	11
18	как и	2	11
19	в своей	5	11
20	в их	5	11
21	вовсе не	2	10
22	и ее	3	10
23	то же	10	10
24	а не	9	10
25	и его	12	10
26	и потому	2	9
27	все это	2	9
28	в то	6	9
29	в ее	5	8
30	же время	5	8
31	именно в	2	8
32	в свою	3	8
33	то что	4	8
34	как в	2	8
35	лишь в	4	8
36	и на	2	8
37	не в	7	8
38	место в	4	7
39	не только	16	7
40	с ее	5	7
41	но и	10	7
42	отнюдь не	2	6
43	в том	18	6
44	в этой	2	6
45	более или	5	6
46	свою очередь	2	6
47	в пределах	3	6
48	еще не	3	6
49	как бы	9	6
50	в целом	3	6
51	о литературе	3	6
52	или менее	5	6
53	входит в	4	6
54	а в	12	6
55	отношения к	2	6
56	все эти	2	6
57	на основе	2	6
58	как это	5	6
59	по себе	2	5
60	в искусстве	7	5
61	при этом	13	5
62	и др	2	5
63	не могло	2	5
64	во всех	3	5
65	в самом	5	5
66	со стороны	2	5
67	того что	4	5
68	с другой	7	5
69	но в	7	5
70	с его	6	4
71	искусства в	4	4
72	в частности	13	4
73	никогда не	2	4
74	не как	2	4
75	с другими	4	4
76	и к	3	4
77	в мире	21	4
78	одной стороны	2	4
79	литературного произведения	10	4
80	если бы	3	4
81	отношению к	9	4
82	быть и	2	4
83	так же	2	4
84	по отношению	9	4
85	в формах	2	4
86	что в	6	4
87	с одной	2	4
88	в которой	2	4
89	но не	11	3
90	в отношении	3	3
91	в них	2	3
92	он должен	3	3
93	в жизни	2	3
94	или иного	3	3
95	что он	3	3
96	к тому	4	3
97	для него	4	3
98	и как	3	3
99	литературы как	3	3
100	он не	4	3
101	один из	2	3
102	отношение к	5	3
103	отличается от	2	3
104	сводится к	7	3
105	тем самым	4	3
106	между ними	4	3
107	его в	2	3
108	материала в	2	3
109	в основе	4	3
110	литературных произведений	3	3
111	в себе	9	3
112	как к	2	3
113	этого слова	2	3
114	произведения искусства	4	3
115	в художественном	4	3
116	роли в	4	3
117	здесь не	2	3
118	в области	6	3
119	того или	3	2
120	соединении с	2	2
121	сама по	2	2
122	в душе	8	2
123	и более	2	2
124	искусства как	3	2
125	в нашем	2	2
126	жизни в	2	2
127	это не	2	2
128	и особенно	2	2
129	произведение искусства	8	2
130	в одном	2	2
131	в системе	2	2
132	связей с	2	2
133	художественного восприятия	4	2
134	в году	2	2
135	не сводится	5	2
136	а только	4	2
137	ни в	5	2
138	в самой	2	2
139	уже не	4	2
140	из виду	2	2
141	тот или	2	2
142	одна из	2	2
143	если мы	2	2
144	только в	5	2
145	одной из	2	2
146	роман и	2	2
147	на языке	2	2
148	как раз	3	2
149	за пределы	2	2
150	была бы	3	2
151	не с	2	2
152	что и	2	2
153	значения и	2	2
154	художественного целого	3	2
155	во всей	3	2
156	не на	3	2
157	и что	3	2
158	приводит к	5	2
159	или иначе	4	2
160	с художественной	3	2
161	между тем	4	2
162	на наших	2	2
163	к которому	4	2
164	могла бы	2	2
165	отношении к	2	2
166	жизни но	2	2
167	и это	2	2
168	в произведении	3	2
169	к действительности	3	2
170	с ним	2	2
171	мира в	2	2
172	произведения как	3	2
