N	2gram	Tiupa_Hudo_1	Istorich
1	и в	14	28
2	может быть	5	25
3	и т	11	25
4	т д	3	22
5	не может	7	15
6	а не	12	15
7	никогда не	6	14
8	что в	6	12
9	то же	9	12
10	не только	12	12
11	только в	5	11
12	что он	9	10
13	все же	3	10
14	прежде всего	11	10
15	но и	5	10
16	т е	4	10
17	мы не	2	10
18	и что	2	10
19	в том	12	9
20	о том	12	9
21	то что	8	9
22	и не	2	9
23	не в	7	9
24	так и	13	9
25	если бы	3	8
26	в этом	11	8
27	но в	5	8
28	в этих	5	7
29	это не	7	7
30	том что	16	7
31	еще не	7	7
32	было бы	6	7
33	в ней	4	7
34	а в	7	7
35	не менее	5	6
36	к тому	7	6
37	тем не	4	6
38	видно что	2	6
39	в этой	8	6
40	его в	3	6
41	представляют собой	2	6
42	не знает	2	5
43	вопрос о	2	5
44	но не	3	5
45	до сих	2	5
46	например в	2	5
47	в качестве	9	5
48	что она	4	5
49	сих пор	2	5
50	в своем	4	5
51	можно было	5	5
52	на основе	2	5
53	героя в	2	5
54	в его	8	5
55	все это	2	4
56	связи с	4	4
57	превращается в	3	4
58	в пределах	3	4
59	на то	4	4
60	об этом	5	4
61	так что	2	4
62	даже в	3	4
63	один из	4	4
64	на него	2	4
65	так в	2	4
66	в связи	3	4
67	с этим	3	4
68	как и	9	4
69	это так	2	4
70	того что	4	4
71	и даже	3	4
72	и для	3	4
73	и с	4	4
74	и на	3	4
75	потому что	5	4
76	они не	2	4
77	как будто	4	4
78	как правило	6	4
79	все эти	3	4
80	здесь не	2	4
81	мы знаем	2	4
82	перед нами	5	3
83	по себе	2	3
84	именно в	7	3
85	в начале	2	3
86	на этом	3	3
87	при этом	12	3
88	и по	3	3
89	отношению к	8	3
90	из них	4	3
91	в форме	2	3
92	в их	2	3
93	что же	2	3
94	уже не	7	3
95	и его	5	3
96	ключ к	2	3
97	как мы	3	3
98	и он	5	3
99	по отношению	8	3
100	тем что	3	3
101	в другом	2	3
102	в то	8	3
103	с того	2	3
104	будто бы	3	3
105	начинается с	2	3
106	на вопрос	2	2
107	только для	2	2
108	а с	2	2
109	в рамках	2	2
110	в частности	5	2
111	не означает	2	2
112	столь же	4	2
113	и от	4	2
114	и потому	2	2
115	ясно что	2	2
116	в такой	2	2
117	к своему	2	2
118	в ее	3	2
119	живет в	2	2
120	этот момент	2	2
121	по своей	4	2
122	одна из	2	2
123	для него	10	2
124	в действительности	4	2
125	в данной	2	2
126	что не	2	2
127	одной из	2	2
128	с ним	4	2
129	же как	2	2
130	и когда	3	2
131	как бы	7	2
132	о нем	3	2
133	еще в	3	2
134	в нем	3	2
135	момент когда	2	2
136	с той	2	2
137	себя в	4	2
138	в целом	2	2
139	не знаем	2	2
140	в русской	4	2
141	со стороны	3	2
142	как в	8	2
143	у себя	2	2
144	как раз	4	2
145	то и	3	2
146	он не	4	2
147	там же	2	2
148	приводит к	3	2
149	и другое	2	2
150	а только	4	2
151	должно быть	2	2
152	ничего не	8	2
153	ни к	2	2
154	отказ от	2	2
155	между тем	8	2
156	однако в	2	2
157	в себе	11	2
158	в конечном	2	2
159	как он	2	2
160	том как	3	2
