N	2gram	Voloshinov_1	Narrotol
1	не только	8	31
2	но и	8	27
3	и не	26	23
4	при этом	8	19
5	может быть	26	15
6	в частности	2	14
7	в качестве	2	14
8	как и	12	13
9	а не	7	13
10	а в	4	13
11	только в	9	12
12	в этом	16	12
13	и в	19	11
14	в данном	4	11
15	и его	19	10
16	то что	8	9
17	то же	7	8
18	в том	6	8
19	и т.п	10	8
20	не может	24	8
21	если бы	2	7
22	том что	3	7
23	но в	7	7
24	и т.д	2	6
25	одного из	3	6
26	к тому	2	6
27	не в	5	6
28	и он	2	6
29	в самом	10	6
30	как бы	15	6
31	жизни и	2	6
32	как раз	2	6
33	во втором	2	6
34	или в	2	6
35	в себе	2	6
36	в его	6	6
37	можно сказать	3	5
38	точка зрения	7	5
39	в своей	3	5
40	так и	11	5
41	и на	4	5
42	между двумя	3	5
43	точки зрения	34	5
44	никогда не	2	4
45	из этих	2	4
46	в литературе	2	4
47	или иной	3	4
48	все же	8	4
49	для него	9	4
50	то в	2	4
51	же время	3	4
52	прежде всего	13	4
53	еще не	4	4
54	имеет место	2	4
55	в ней	4	4
56	в нем	10	4
57	в первом	3	4
58	из них	3	4
59	по себе	4	4
60	как в	4	4
61	того что	3	4
62	того чтобы	5	4
63	в то	3	4
64	о том	2	4
65	одна из	2	4
66	в сознании	2	4
67	не существует	3	3
68	не менее	4	3
69	что в	4	3
70	в нашем	2	3
71	в своем	2	3
72	первом случае	3	3
73	что он	2	3
74	сводится к	3	3
75	тем не	2	3
76	у нас	2	3
77	и как	3	3
78	в начале	5	3
79	самом деле	10	3
80	но именно	3	3
81	для того	4	3
82	но для	2	3
83	он не	3	3
84	не является	4	3
85	отношению к	2	3
86	по отношению	3	3
87	не было	3	3
88	этом отношении	3	3
89	именно в	5	3
90	лишь в	9	3
91	но при	2	3
92	в слове	10	3
93	мы не	6	3
94	и с	2	3
95	и ее	3	3
96	в русской	2	3
97	и все	5	3
98	между тем	3	3
99	зависит от	2	2
100	по мере	2	2
101	для них	2	2
102	отнюдь не	6	2
103	между собой	2	2
104	установкой на	2	2
105	не могло	2	2
106	в конце	5	2
107	язык как	7	2
108	в сущности	3	2
109	в свою	2	2
110	так называемая	4	2
111	глава первая	2	2
112	к его	2	2
113	как мы	13	2
114	как если	2	2
115	она может	3	2
116	в романе	2	2
117	с ее	2	2
118	и того	6	2
119	зависимости от	2	2
120	для одного	2	2
121	свою очередь	2	2
122	они и	2	2
123	переход от	4	2
124	между ними	4	2
125	до конца	5	2
126	до сих	8	2
127	в пределах	6	2
128	она не	2	2
129	в первой	2	2
130	ни о	2	2
131	и является	2	2
132	всяком случае	2	2
133	не имеет	3	2
134	хотя бы	5	2
135	ситуации и	2	2
136	не будет	4	2
137	быть и	3	2
138	сих пор	8	2
139	только на	4	2
140	где они	2	2
141	другой стороны	6	2
142	жизни в	4	2
143	в отличие	5	2
144	в связи	7	2
145	входит в	5	2
146	и только	2	2
147	и сама	2	2
148	с установкой	2	2
149	человека в	2	2
150	что не	2	2
151	и даже	2	2
152	с другой	5	2
153	и для	11	2
154	и иных	2	2
155	друг друга	8	2
156	отличие от	5	2
157	в таком	2	2
158	ничего не	6	2
159	в результате	9	2
160	сказать что	4	2
161	во всяком	5	2
162	мы можем	2	2
163	и от	3	2
164	связи с	11	2
165	же самое	3	2
166	один и	3	2
167	жизни но	2	2
168	глава вторая	2	2
169	так сказать	6	2
170	в чем	2	2
171	в области	3	2
172	как она	2	2
173	за пределами	2	2
