N	2gram	Vinokur_St_2	Psycholo
1	и в	29	38
2	то что	11	35
3	в том	27	25
4	в самом	7	25
5	самом деле	3	21
6	что в	19	20
7	может быть	2	19
8	и что	6	18
9	на то	2	16
10	точки зрения	5	16
11	в ней	7	15
12	если бы	2	14
13	том что	27	14
14	как бы	5	14
15	и т	9	14
16	потому что	9	14
17	в этой	2	13
18	в этом	21	13
19	было бы	5	12
20	не только	19	12
21	таким образом	10	12
22	не в	4	12
23	что он	13	11
24	что это	3	10
25	то же	2	10
26	и не	9	10
27	о которых	2	9
28	с точки	2	9
29	того чтобы	6	9
30	все же	6	8
31	с тем	7	8
32	с этим	3	8
33	в одном	6	8
34	вовсе не	6	8
35	как и	2	8
36	так что	3	8
37	и как	2	8
38	как раз	8	8
39	для того	7	8
40	и это	2	8
41	с другой	4	7
42	в ее	2	7
43	а не	5	7
44	никак не	2	7
45	не может	2	7
46	что у	4	7
47	между тем	5	7
48	из них	3	6
49	с и	2	6
50	и здесь	3	6
51	к тому	10	6
52	с самого	3	6
53	до сих	6	6
54	в котором	7	6
55	не имеет	2	6
56	тому что	7	6
57	он не	9	6
58	так как	2	6
59	как это	2	6
60	и его	6	6
61	и на	6	6
62	самого начала	3	6
63	о том	17	6
64	там где	2	6
65	я не	7	5
66	в своем	9	5
67	в какой	2	5
68	несмотря на	2	5
69	совершенно не	2	5
70	в своей	7	5
71	вместе с	7	5
72	но и	19	5
73	сих пор	5	5
74	другой стороны	3	5
75	т п	3	5
76	в той	5	5
77	действующих лиц	4	5
78	в другом	4	5
79	в его	13	5
80	в которой	11	5
81	никогда не	3	4
82	что эта	3	4
83	идет о	3	4
84	в тех	2	4
85	что они	2	4
86	по своему	2	4
87	при этом	2	4
88	что с	2	4
89	речь идет	4	4
90	не мог	3	4
91	не могли	2	4
92	в нем	4	4
93	что и	2	4
94	ее в	2	4
95	раз в	2	4
96	с той	2	4
97	как в	3	4
98	т д	6	4
99	в течение	6	4
100	все эти	2	4
101	у всех	2	4
102	при помощи	4	4
103	того что	5	4
104	и даже	3	4
105	что этот	2	4
106	сказать что	2	4
107	только в	2	4
108	в себе	2	4
109	не то	3	4
110	в виду	7	4
111	действительно не	2	3
112	как на	9	3
113	в них	2	3
114	оба эти	3	3
115	в речи	4	3
116	к этому	4	3
117	и к	4	3
118	ни в	3	3
119	он был	2	3
120	конечно в	2	3
121	но это	3	3
122	интересно что	3	3
123	того же	2	3
124	в один	2	3
125	и о	4	3
126	не к	2	3
127	все это	11	3
128	смысл этого	2	3
129	такое же	2	3
130	по его	3	3
131	где он	2	3
132	того как	7	3
133	тем что	3	3
134	в то	2	3
135	на это	2	3
136	его в	2	3
137	в поэме	3	3
138	но в	8	3
139	в общем	3	2
140	это был	2	2
141	в данном	2	2
142	но они	2	2
143	и более	2	2
144	к своему	2	2
145	и другие	2	2
146	была бы	5	2
147	в этих	3	2
148	нет никакого	2	2
149	из нее	3	2
150	хотя бы	3	2
151	так например	7	2
152	с этой	2	2
153	на самом	3	2
154	в полном	3	2
155	и я	2	2
156	во всяком	3	2
157	утверждать что	2	2
158	что именно	2	2
159	о мире	2	2
160	только что	2	2
161	до конца	3	2
162	у нас	3	2
163	по существу	2	2
164	очевидно что	2	2
165	для него	4	2
166	они не	2	2
167	например в	3	2
168	тем в	2	2
169	и который	2	2
170	должен был	4	2
171	но он	3	2
172	в которую	2	2
173	всяком случае	3	2
174	дело не	2	2
175	со стороны	2	2
176	говорит о	2	2
177	внимание на	4	2
178	так же	3	2
179	в одной	2	2
180	том смысле	2	2
181	что за	2	2
182	а с	3	2
183	еще и	3	2
184	и по	3	2
185	и всегда	2	2
186	в качестве	5	2
187	в конце	2	2
188	эти слова	2	2
189	нельзя не	3	2
190	в истории	2	2
191	в русской	5	2
192	ничего не	4	2
193	поэзии и	2	2
194	в эту	3	2
