N	2gram	Vinokur_St_2	Vladivir
1	и в	29	30
2	в году	3	24
3	то что	11	20
4	в этом	21	20
5	в том	27	18
6	и не	9	18
7	и с	4	14
8	что он	13	13
9	в конце	2	13
10	том что	27	12
11	что в	19	12
12	не только	19	12
13	в его	13	11
14	сказать что	2	11
15	а также	2	10
16	и вообще	2	10
17	и даже	3	10
18	не было	3	10
19	не в	4	9
20	для него	4	9
21	кроме того	4	9
22	было бы	5	9
23	все же	6	9
24	потому что	9	9
25	не может	2	9
26	в то	2	9
27	связи с	4	8
28	в своем	9	8
29	вместе с	7	8
30	но и	19	8
31	не мог	3	8
32	в письме	5	8
33	но в	8	8
34	не менее	3	7
35	никогда не	3	7
36	точки зрения	5	7
37	ни в	3	7
38	до конца	3	7
39	может быть	2	7
40	между прочим	12	7
41	которую он	2	7
42	а не	5	7
43	как это	2	7
44	еще и	3	6
45	хотя и	4	6
46	к этому	4	6
47	прежде всего	5	6
48	и к	4	6
49	об этом	6	6
50	тем не	2	6
51	он был	2	6
52	у нас	3	6
53	только в	2	6
54	всяком случае	3	6
55	во всяком	3	6
56	года в	3	6
57	в себе	2	6
58	и его	6	6
59	также и	2	6
60	в москве	2	6
61	о чем	5	6
62	и я	2	5
63	по себе	3	5
64	как и	2	5
65	так что	3	5
66	при этом	2	5
67	того же	2	5
68	в своей	7	5
69	как бы	5	5
70	в котором	7	5
71	так и	9	5
72	все это	11	5
73	с этим	3	5
74	в течение	6	5
75	и что	6	5
76	того что	5	5
77	в результате	2	5
78	все эти	2	5
79	так как	2	5
80	с его	2	4
81	вот что	3	4
82	именно в	4	4
83	с этой	2	4
84	в это	2	4
85	я не	7	4
86	вовсе не	6	4
87	его в	2	4
88	судить по	2	4
89	в этой	2	4
90	письма к	2	4
91	что это	3	4
92	на его	2	4
93	несмотря на	2	4
94	и о	4	4
95	в ней	7	4
96	он не	9	4
97	это время	2	4
98	в нем	4	4
99	в этих	3	4
100	со стороны	2	4
101	то же	2	4
102	на этот	2	4
103	и он	3	4
104	так же	3	4
105	по поводу	8	4
106	и на	6	4
107	но это	3	4
108	в начале	3	4
109	письме к	8	4
110	о том	17	4
111	в которой	11	4
112	это было	2	4
113	французском языке	2	3
114	должен был	4	3
115	в них	2	3
116	в отношении	2	3
117	хотя бы	3	3
118	что и	2	3
119	по существу	2	3
120	и как	2	3
121	что я	2	3
122	более или	2	3
123	но не	3	3
124	в данном	2	3
125	том же	2	3
126	никак не	2	3
127	еще более	4	3
128	с точки	2	3
129	или менее	2	3
130	как в	3	3
131	в отличие	2	3
132	таким образом	10	3
133	наконец в	3	3
134	отличие от	2	3
135	где он	2	3
136	не столько	7	3
137	но он	3	3
138	и это	2	3
139	дело в	4	3
140	в россии	3	3
141	в области	2	3
142	не могли	2	3
143	не то	3	3
144	как у	3	2
145	еще в	2	2
146	отрывок из	2	2
147	с тем	7	2
148	борьба с	2	2
149	если не	2	2
150	не был	3	2
151	на меня	2	2
152	меня в	2	2
153	разумеется что	4	2
154	к тому	10	2
155	в общем	3	2
156	на первом	2	2
157	а к	2	2
158	из его	2	2
159	по своему	2	2
160	после того	4	2
161	и сам	2	2
162	кажется что	3	2
163	такого рода	2	2
164	в самом	7	2
165	в статье	2	2
166	в частности	4	2
167	ни с	2	2
168	на то	2	2
169	и потому	2	2
170	для того	7	2
171	в виду	7	2
172	даже в	2	2
173	не имеет	2	2
174	в их	3	2
175	в печати	4	2
176	не на	2	2
177	того как	7	2
178	в рукописи	2	2
179	но все	7	2
180	письмо к	2	2
181	в той	5	2
182	того чтобы	6	2
183	и по	3	2
184	его не	3	2
185	г в	5	2
186	с и	2	2
187	было для	2	2
188	как он	2	2
189	в чисто	2	2
190	ничего не	4	2
