N	2gram	Voloshinov_1	Komedia
1	и в	12	22
2	том что	5	12
3	в том	6	11
4	но и	3	11
5	не только	4	10
6	в то	2	10
7	как и	5	9
8	может быть	14	9
9	таким образом	12	8
10	и не	10	8
11	и его	13	8
12	о том	3	8
13	едва ли	2	7
14	что в	2	6
15	в отношении	2	6
16	ни в	3	6
17	тому же	2	6
18	и по	3	6
19	то же	5	6
20	не в	4	6
21	уже в	2	5
22	с другой	4	5
23	прежде всего	8	5
24	при этом	6	5
25	в его	2	5
26	так и	4	5
27	как в	5	5
28	все это	3	5
29	другой стороны	2	5
30	между тем	3	5
31	к этому	2	4
32	ясно что	3	4
33	в котором	3	4
34	в нем	6	4
35	что и	2	4
36	на него	2	4
37	точки зрения	14	4
38	так как	9	4
39	но в	5	4
40	мы можем	2	4
41	место в	2	3
42	не менее	3	3
43	в них	3	3
44	одной стороны	2	3
45	да и	3	3
46	он не	2	3
47	все же	4	3
48	отношению к	11	3
49	отношение к	4	3
50	так же	3	3
51	по отношению	11	3
52	с одной	2	3
53	мы не	3	3
54	и на	4	3
55	в этом	4	3
56	и с	3	3
57	могут быть	2	3
58	и ее	3	3
59	только в	6	3
60	и все	2	3
61	его в	4	3
62	в чем	2	3
63	как это	2	3
64	ничего не	2	3
65	и здесь	2	2
66	ни было	4	2
67	независимо от	2	2
68	за пределы	4	2
69	то ни	3	2
70	на все	2	2
71	точек зрения	3	2
72	тем не	3	2
73	а к	2	2
74	такой же	2	2
75	но не	2	2
76	в себя	2	2
77	до конца	2	2
78	до сих	3	2
79	еще не	3	2
80	в самом	4	2
81	относится к	2	2
82	то что	5	2
83	бы то	3	2
84	не к	3	2
85	вместе с	2	2
86	не может	16	2
87	в форме	2	2
88	и притом	2	2
89	к нему	4	2
90	но это	2	2
91	тем как	2	2
92	в себе	3	2
93	же самое	2	2
94	сих пор	3	2
