N	3gram	Vinokur_Ku_3	Myshleni
1	в том что	8	31
2	с точки зрения	16	11
3	с одной стороны	4	9
4	с другой стороны	3	8
5	смысле этого слова	2	7
6	и тот же	2	7
7	один и тот	2	7
8	в самом деле	11	6
9	и того же	2	5
10	можно было бы	10	5
11	одного и того	2	5
12	для того чтобы	11	5
13	в первую очередь	3	4
14	о том что	3	3
15	бы сказать что	3	3
16	в этом случае	4	3
17	одним и тем	2	3
18	в связи с	4	3
19	и тем же	2	3
20	то обстоятельство что	3	3
21	в том числе	2	2
22	в данном случае	4	2
23	в свое время	2	2
24	а с другой	3	2
25	не могут быть	2	2
26	только в том	2	2
27	в отличие от	2	2
28	как мы видели	2	2
29	в том чтобы	3	2
