N	2gram	Voloshinov_1	slovoVRo
1	и в	15	39
2	может быть	13	37
3	и его	15	33
4	не только	5	24
5	и не	16	22
6	но и	4	21
7	не может	13	20
8	в нем	4	19
9	до конца	5	17
10	все это	5	16
11	в этом	13	16
12	так и	10	15
13	а не	2	14
14	как в	3	13
15	в процессе	4	13
16	во всех	8	12
17	в истории	3	11
18	вовсе не	2	10
19	не в	4	9
20	и с	7	9
21	прежде всего	11	8
22	себя в	2	8
23	оно не	2	8
24	слова и	2	8
25	таким образом	21	8
26	точки зрения	13	8
27	с его	8	7
28	при этом	7	7
29	для него	5	7
30	еще не	7	7
31	в его	9	7
32	как бы	11	7
33	никогда не	7	7
34	в этих	2	7
35	и потому	8	7
36	и даже	2	7
37	как мы	10	7
38	могут быть	6	7
39	с ним	12	7
40	в него	2	7
41	и к	7	6
42	все же	5	6
43	как и	6	6
44	в своем	2	6
45	но не	5	6
46	в большинстве	4	6
47	она не	2	6
48	жизни и	5	6
49	все эти	9	6
50	так сказать	3	6
51	но в	9	6
52	не могут	3	5
53	это не	2	5
54	и для	2	5
55	и все	4	5
56	по себе	2	5
57	том что	5	5
58	но все	2	5
59	только в	6	5
60	в том	4	5
61	один из	4	5
62	человека в	3	5
63	уже не	5	5
64	и наконец	10	5
65	с ними	4	5
66	конечно не	3	5
67	большинстве случаев	5	5
68	не менее	3	4
69	всех этих	5	4
70	борьба с	3	4
71	и др	8	4
72	себя и	3	4
73	ни в	6	4
74	художественный образ	2	4
75	узком смысле	2	4
76	отношению к	9	4
77	же время	5	4
78	зависимости от	2	4
79	одна из	3	4
80	связанные с	2	4
81	в узком	2	4
82	в основном	2	4
83	на почве	2	4
84	в зависимости	2	4
85	в отношении	2	4
86	по отношению	11	4
87	для этого	4	4
88	отношения к	2	4
89	то же	7	4
90	что оно	2	4
91	с помощью	9	4
92	для всех	2	4
93	в таком	3	4
94	а в	6	4
95	с другими	5	4
96	и на	3	4
97	в основе	3	4
98	в то	6	4
99	отношение к	7	4
100	его в	8	4
101	так как	9	4
102	или как	3	4
103	борьбы с	4	3
104	что в	6	3
105	точку зрения	4	3
106	хотя бы	7	3
107	отметить что	2	3
108	человека и	6	3
109	в собственном	2	3
110	в свою	2	3
111	что и	2	3
112	но это	2	3
113	на этом	5	3
114	единство и	3	3
115	у него	3	3
116	с их	3	3
117	и часто	2	3
118	с различными	2	3
119	в ней	5	3
120	со всею	3	3
121	к нему	7	3
122	быть и	2	3
123	бы и	2	3
124	этом отношении	2	3
125	с точки	10	3
126	той же	2	3
127	рядом с	2	3
128	сказать что	6	3
129	между тем	2	3
130	и социальной	2	3
131	сознание и	4	3
132	в чем	4	3
133	во всяком	4	3
134	в данном	3	2
135	не было	4	2
136	и другие	2	2
137	в нашем	3	2
138	его и	2	2
139	жизни в	3	2
140	не всегда	4	2
141	конечно в	2	2
142	материал для	2	2
143	в себе	4	2
144	что он	8	2
145	с ее	3	2
146	в дальнейшем	2	2
147	более того	2	2
148	и оно	3	2
149	на протяжении	5	2
150	из важнейших	2	2
151	нашего сознания	3	2
152	все что	9	2
153	мы увидим	4	2
154	со всеми	3	2
155	мы уже	5	2
156	за пределы	2	2
157	к ней	2	2
158	значение в	3	2
159	всяком случае	3	2
160	должен быть	2	2
161	но мы	2	2
162	сих пор	3	2
163	мы видели	5	2
164	то что	10	2
165	дело в	2	2
166	в свой	2	2
167	вместе с	4	2
168	те же	4	2
169	все они	2	2
170	на него	4	2
171	в различных	2	2
172	с этим	6	2
173	именно в	3	2
174	еще более	2	2
175	чем не	2	2
176	в себя	5	2
177	мы не	4	2
178	они не	2	2
179	и т.п	2	2
180	того чтобы	2	2
181	разложения и	2	2
182	одним из	3	2
183	роль в	6	2
184	конечно и	3	2
185	и при	3	2
186	в более	3	2
187	он не	4	2
188	нуждается в	2	2
189	далеко не	4	2
190	ведь и	2	2
191	не знает	3	2
192	может стать	3	2
193	в области	3	2
194	оно может	3	2
195	в одном	3	2
196	из него	2	2
197	цели и	2	2
198	до сих	3	2
