N	2gram	Bakhtin_Fr_4	Mirosoze
1	может быть	2	30
2	не только	10	29
3	и в	29	28
4	не может	2	28
5	но и	9	25
6	он не	3	24
7	в этом	11	20
8	у него	5	17
9	в ней	3	15
10	в своей	5	15
11	и есть	4	14
12	никогда не	2	14
13	он был	2	14
14	до конца	5	14
15	в нем	5	13
16	и это	2	12
17	и не	16	11
18	в своем	3	10
19	прежде всего	8	10
20	и все	13	10
21	что он	4	10
22	но он	6	9
23	в его	8	9
24	и его	8	9
25	но не	2	8
26	в котором	2	8
27	быть может	2	7
28	того что	3	7
29	в конце	9	7
30	но в	12	7
31	нет ничего	2	7
32	к нему	3	7
33	в себе	3	7
34	в том	7	6
35	в этой	13	6
36	все это	4	6
37	и на	11	6
38	все в	2	6
39	только в	2	6
40	в которой	4	6
41	это не	5	5
42	мира и	4	5
43	как и	12	5
44	то что	4	5
45	уже в	2	4
46	в этих	2	4
47	ни с	2	4
48	в их	2	4
49	и по	5	4
50	точки зрения	4	4
51	в них	7	4
52	он знал	2	4
53	один из	4	4
54	которых он	2	4
55	это и	5	4
56	был еще	2	4
57	уже не	2	4
58	тем что	4	4
59	и вот	3	3
60	к тому	2	3
61	не мог	2	3
62	и их	3	3
63	этот процесс	6	3
64	особенно в	3	3
65	мир в	2	3
66	его в	9	3
67	так как	7	3
68	то есть	21	3
69	и с	9	3
70	на этом	2	3
71	с его	4	3
72	в жизни	2	3
73	в ее	3	3
74	том что	3	3
75	есть и	4	3
76	мы увидим	2	3
77	конечно не	4	3
78	себя в	2	3
79	место в	2	2
80	связана с	4	2
81	по своему	4	2
82	ни того	2	2
83	о своей	2	2
84	о чем	2	2
85	для того	3	2
86	и мы	2	2
87	этом он	2	2
88	в виду	2	2
89	жизни и	4	2
90	все эти	9	2
91	о мире	2	2
92	также и	4	2
93	сказать что	5	2
94	которую он	4	2
95	даже и	2	2
96	он и	5	2
97	по своей	3	2
98	как бы	8	2
99	о том	2	2
100	как он	2	2
101	с ним	2	2
102	в основе	2	2
103	а как	2	2
104	жизни в	2	2
105	к этому	2	2
106	мы видим	3	2
107	через все	2	2
108	в то	10	2
109	то время	2	2
110	ведь это	3	2
111	как будто	2	2
112	и к	2	2
113	все же	3	2
114	как в	2	2
115	бы не	2	2
116	в той	2	2
117	того чтобы	3	2
118	и у	2	2
119	и как	3	2
120	и для	2	2
121	конце концов	4	2
