N	2gram	Losev_Dial_3	Analitik
1	в этом	8	18
2	в частности	2	16
3	и в	24	16
4	не только	23	16
5	так и	5	15
6	как и	7	14
7	в том	5	12
8	но и	9	12
9	и не	27	12
10	том что	8	12
11	могут быть	2	10
12	как бы	3	10
13	при этом	2	10
14	а не	26	10
15	и даже	13	9
16	ничего не	17	9
17	в данном	2	8
18	отнюдь не	10	8
19	к тому	4	7
20	в себе	2	7
21	то что	14	7
22	о том	6	7
23	с другой	4	6
24	в самом	7	6
25	и на	3	6
26	говорить о	4	6
27	может быть	13	6
28	как это	5	6
29	но в	2	6
30	говорит о	4	5
31	и к	5	5
32	с одной	3	5
33	на себя	3	5
34	не менее	11	4
35	только не	10	4
36	в своем	3	4
37	у него	2	4
38	уже не	5	4
39	тому же	2	4
40	не в	3	4
41	за пределы	3	4
42	но не	2	4
43	тем самым	3	4
44	для него	4	4
45	одной стороны	3	4
46	в сущности	10	4
47	и является	2	4
48	и тем	2	4
49	все это	6	4
50	как раз	7	4
51	не может	19	4
52	на этом	2	4
53	и его	5	4
54	то же	6	4
55	хотя и	5	4
56	точки зрения	25	4
57	только в	5	4
58	никогда не	7	3
59	как о	4	3
60	по крайней	5	3
61	прежде всего	8	3
62	или иного	2	3
63	или иной	4	3
64	тем не	10	3
65	так что	8	3
66	есть в	3	3
67	было бы	5	3
68	крайней мере	5	3
69	несмотря на	2	3
70	и если	2	3
71	ни о	3	3
72	или в	2	3
73	той или	2	3
74	что и	6	3
75	из них	3	3
76	со стороны	2	3
77	в их	2	3
78	только на	7	3
79	если бы	6	3
80	не знает	3	3
81	именно в	2	3
82	того или	3	3
83	а в	2	3
84	как мы	2	3
85	тому как	4	3
86	и то	4	3
87	тем что	3	3
88	подобно тому	4	3
89	бы в	2	3
90	я и	2	3
91	и все	6	3
92	своего собственного	2	2
93	того что	12	2
94	уже и	3	2
95	была бы	3	2
96	вообще не	2	2
97	может ли	3	2
98	что все	14	2
99	вовсе не	13	2
100	и я	3	2
101	по себе	20	2
102	на то	3	2
103	его как	3	2
104	и смерть	2	2
105	по существу	2	2
106	все что	3	2
107	превращается в	6	2
108	же время	3	2
109	ведь это	2	2
110	что в	7	2
111	от своего	2	2
112	она не	3	2
113	еще не	2	2
114	миф и	3	2
115	нас к	2	2
116	не о	2	2
117	это было	3	2
118	не есть	54	2
119	себя в	2	2
120	что она	9	2
121	другой стороны	2	2
122	собственно говоря	4	2
123	таким образом	13	2
124	той же	3	2
125	на котором	2	2
126	т е	48	2
127	того и	2	2
128	тех или	2	2
129	и он	2	2
130	не имеет	11	2
131	и для	2	2
132	с точки	14	2
133	так же	4	2
134	в таком	14	2
135	никак не	2	2
136	и во	2	2
137	личности и	5	2
138	одно из	5	2
139	он не	5	2
140	он и	3	2
141	о себе	2	2
142	в то	5	2
143	в его	2	2
144	таком случае	10	2
145	сказать что	4	2
146	особого рода	3	2
147	грань между	2	2
148	стало быть	9	2
