N	2gram	Vinokur_St_2	KulturaY
1	и т	9	54
2	т п	3	41
3	т е	10	32
4	и в	29	23
5	точки зрения	5	23
6	в том	27	22
7	не только	19	17
8	было бы	5	16
9	в этом	21	16
10	с точки	2	16
11	в области	2	14
12	может быть	2	14
13	самом деле	3	14
14	что в	19	13
15	в самом	7	13
16	не менее	3	12
17	для того	7	12
18	потому что	9	12
19	вопрос о	6	11
20	том что	27	11
21	а не	5	11
22	того что	5	11
23	в его	13	11
24	того чтобы	6	11
25	у нас	3	10
26	и не	9	10
27	прежде всего	5	9
28	тем не	2	9
29	хотя бы	3	9
30	таким образом	10	9
31	так как	2	9
32	если бы	2	8
33	до сих	6	8
34	между прочим	12	8
35	сих пор	5	8
36	т д	6	8
37	как на	9	8
38	в виду	7	8
39	с другой	4	7
40	в языке	5	7
41	и что	6	7
42	русского языка	3	7
43	в данном	2	7
44	сказать что	2	7
45	все эти	2	7
46	как это	2	7
47	того как	7	7
48	с тем	7	6
49	языка в	2	6
50	по себе	3	6
51	что и	2	6
52	что он	13	6
53	после того	4	6
54	при этом	2	6
55	так и	9	6
56	в их	3	6
57	не может	2	6
58	то же	2	6
59	в общем	3	6
60	связи с	4	6
61	только в	2	6
62	о том	17	6
63	ничего не	4	6
64	я не	7	5
65	но также	4	5
66	вовсе не	6	5
67	как и	2	5
68	не в	4	5
69	совершенно не	2	5
70	хотя и	4	5
71	как бы	5	5
72	все же	6	5
73	во внимание	2	5
74	но это	3	5
75	также и	2	5
76	тем что	3	5
77	тому что	7	4
78	а также	2	4
79	того же	2	4
80	в своей	7	4
81	и о	4	4
82	в ее	2	4
83	то что	11	4
84	как в	3	4
85	как раз	8	4
86	в своем	9	4
87	не было	3	4
88	в той	5	4
89	что такое	2	4
90	не столько	7	4
91	между тем	5	4
92	в числе	2	4
93	на вопрос	3	3
94	и более	2	3
95	что это	3	3
96	на самом	3	3
97	именно в	4	3
98	xix века	3	3
99	к тому	10	3
100	и к	4	3
101	что на	3	3
102	в отношении	2	3
103	ни в	3	3
104	с этой	2	3
105	по существу	2	3
106	что именно	2	3
107	но не	3	3
108	очевидно что	2	3
109	по поводу	8	3
110	в какой	2	3
111	он не	9	3
112	речь идет	4	3
113	литературного языка	2	3
114	и именно	3	3
115	в процессе	2	3
116	но и	19	3
117	другой стороны	3	3
118	тому же	3	3
119	а с	3	3
120	то обстоятельство	4	3
121	они не	2	3
122	не по	2	3
123	в ней	7	3
124	и пр	8	3
125	разве лишь	2	3
126	не имеет	2	3
127	не потому	2	3
128	и с	4	3
129	этот вопрос	2	3
130	в результате	2	3
131	в каком	2	3
132	обстоятельство что	4	3
133	в то	2	3
134	там где	2	3
135	отметить что	2	3
136	образом не	2	2
137	из собеседников	2	2
138	все это	11	2
139	в известном	3	2
140	французском языке	2	2
141	но все	7	2
142	о чем	5	2
143	в частности	4	2
144	нельзя не	3	2
145	в одном	6	2
146	как например	2	2
147	и я	2	2
148	не дает	2	2
149	в тех	2	2
150	эту сторону	2	2
151	материал для	3	2
152	и здесь	3	2
153	и как	2	2
154	что они	2	2
155	более или	2	2
156	по своему	2	2
157	это еще	2	2
158	кроме того	4	2
159	в качестве	5	2
160	в статье	2	2
161	никак не	2	2
162	в значении	4	2
163	в котором	7	2
164	его в	2	2
165	в печати	4	2
166	себя внимание	2	2
167	своего рода	5	2
168	в некоторых	2	2
169	вместе с	7	2
170	подчеркнуть что	3	2
171	дело не	2	2
172	или менее	2	2
173	отношений между	3	2
174	внимание на	4	2
175	и самый	2	2
176	в отличие	2	2
177	в особенности	2	2
178	только что	2	2
179	еще более	4	2
180	на этот	2	2
181	тем же	2	2
182	принять во	2	2
183	ни одного	3	2
184	так же	3	2
185	по адресу	2	2
186	на себя	3	2
187	во всяком	3	2
188	эти слова	2	2
189	только о	2	2
190	еще и	3	2
191	как он	2	2
192	в этих	3	2
193	в россии	3	2
194	не то	3	2
195	само собою	2	2
196	отличие от	2	2
197	но в	8	2
