N	2gram	Losev_Prob_2	Istorich
1	и в	35	28
2	может быть	18	25
3	и т	6	25
4	т д	6	22
5	не может	13	15
6	а не	10	15
7	для нас	9	13
8	мы должны	3	13
9	что в	11	12
10	то же	5	12
11	не только	24	12
12	только в	14	11
13	что он	4	10
14	все же	8	10
15	прежде всего	11	10
16	но и	16	10
17	мы не	7	10
18	и что	13	10
19	в том	12	9
20	о том	18	9
21	то что	38	9
22	и не	37	9
23	не в	2	9
24	так и	7	9
25	если бы	4	8
26	таким образом	4	8
27	в этом	17	8
28	но в	6	8
29	в этих	4	7
30	том что	19	7
31	здесь мы	3	7
32	еще не	10	7
33	было бы	8	7
34	в ней	2	7
35	и др	2	7
36	а в	4	7
37	так же	5	7
38	и здесь	4	7
39	что мы	14	7
40	с другой	6	6
41	не менее	13	6
42	к тому	3	6
43	тем не	12	6
44	это тоже	3	6
45	что и	2	6
46	в этой	9	6
47	его в	3	6
48	так как	7	6
49	вместе с	2	6
50	не знает	3	5
51	вопрос о	3	5
52	что они	3	5
53	более или	4	5
54	но не	4	5
55	до сих	4	5
56	в качестве	2	5
57	не будем	4	5
58	что она	4	5
59	сих пор	4	5
60	или менее	4	5
61	другой стороны	5	5
62	в своем	4	5
63	можно было	5	5
64	или в	2	5
65	их в	4	5
66	сказать что	24	5
67	в его	7	5
68	все это	4	4
69	с тем	3	4
70	связи с	5	4
71	между собой	5	4
72	на то	6	4
73	об этом	2	4
74	так что	11	4
75	но все	2	4
76	но это	6	4
77	представляет собой	2	4
78	одной стороны	5	4
79	даже в	2	4
80	один из	3	4
81	другими словами	6	4
82	на него	2	4
83	а именно	6	4
84	в связи	5	4
85	с этим	5	4
86	с одной	5	4
87	как и	5	4
88	того что	12	4
89	и даже	11	4
90	хотя бы	12	4
91	и для	6	4
92	и с	10	4
93	и на	5	4
94	потому что	13	4
95	в основе	3	4
96	как будто	6	4
97	все эти	7	4
98	здесь не	2	4
99	не все	4	4
100	не то	2	4
101	мы еще	3	3
102	точно так	3	3
103	перед нами	2	3
104	по себе	8	3
105	утверждать что	2	3
106	для этого	3	3
107	при этом	3	3
108	не можем	4	3
109	к сожалению	6	3
110	и их	3	3
111	и по	3	3
112	то это	3	3
113	ли он	3	3
114	в их	3	3
115	нас не	3	3
116	что же	9	3
117	уже не	8	3
118	не просто	11	3
119	если мы	9	3
120	чтобы не	2	3
121	как мы	5	3
122	мы здесь	3	3
123	из которых	2	3
124	есть только	8	3
125	же самое	6	3
126	или даже	3	3
127	также и	12	3
128	тем что	4	3
129	в то	6	3
130	на эту	2	3
131	могли бы	3	3
132	будто бы	5	3
133	раз и	5	3
134	это за	2	3
135	однако это	2	3
136	не существует	6	2
137	не могут	4	2
138	самого начала	2	2
139	всех этих	4	2
140	в частности	5	2
141	бы мы	2	2
142	были бы	2	2
143	что их	2	2
144	и от	3	2
145	вовсе не	37	2
146	ясно что	8	2
147	в такой	2	2
148	значение и	8	2
149	но мы	3	2
150	в тех	2	2
151	то ни	3	2
152	с самого	3	2
153	в зависимости	2	2
154	и как	4	2
155	зависимости от	2	2
156	одна из	3	2
157	как о	3	2
158	само по	2	2
159	тот же	4	2
160	и тот	3	2
161	мысль о	2	2
162	в действительности	2	2
163	и мы	2	2
164	и если	3	2
165	что не	5	2
166	мы в	3	2
167	никто не	3	2
168	на первый	4	2
169	что такое	18	2
170	большей частью	3	2
171	но если	4	2
172	как бы	4	2
173	по этому	3	2
174	о нем	2	2
175	относится к	6	2
176	не вполне	4	2
177	в таких	3	2
178	еще в	2	2
179	а пока	2	2
180	был бы	6	2
181	чистом виде	3	2
182	и тем	4	2
183	это было	2	2
184	не есть	33	2
185	но уже	5	2
186	бы то	2	2
187	в целом	3	2
188	не знаем	3	2
189	пока не	3	2
190	во всех	2	2
191	конечно не	2	2
192	указывает на	5	2
193	большую роль	2	2
194	даже не	3	2
195	как раз	8	2
196	то и	4	2
197	этому поводу	2	2
198	и только	4	2
199	он не	2	2
200	в виде	6	2
201	в чистом	3	2
202	должны были	3	2
203	еще и	5	2
204	для всех	2	2
205	а только	6	2
206	не так	2	2
207	должно быть	2	2
208	во многих	2	2
209	ничего не	10	2
210	нас в	3	2
211	в себе	5	2
212	бы в	3	2
213	один и	2	2
214	на это	2	2
215	что если	4	2
216	при помощи	8	2
217	которые в	2	2
218	из этого	2	2
219	в свете	3	2
220	пор мы	2	2
221	тут и	2	2
222	всякого рода	4	2
223	когда мы	6	2
224	только с	2	2
225	связаны между	2	2
226	в области	6	2
227	тогда когда	3	2
228	тоже не	7	2
