N	2gram	Bakhtin_sl_1	FransuaR
1	и в	41	29
2	то есть	26	21
3	таким образом	9	20
4	и не	16	16
5	у рабле	3	16
6	и все	4	13
7	как и	4	12
8	но в	8	12
9	так и	11	11
10	и на	14	11
11	в этом	12	11
12	то же	14	10
13	как мы	8	10
14	в романе	21	10
15	мы уже	2	10
16	в то	14	10
17	не только	16	10
18	вовсе не	7	9
19	но и	16	9
20	все эти	9	9
21	и с	4	9
22	его в	3	9
23	же время	12	8
24	прежде всего	8	8
25	в его	13	8
26	и его	14	8
27	как бы	12	8
28	в них	6	7
29	так же	2	7
30	в том	3	7
31	так как	3	7
32	из них	3	6
33	в большинстве	10	6
34	здесь в	4	6
35	в сущности	13	6
36	в атмосфере	2	6
37	но он	2	6
38	поэтому и	3	5
39	у него	3	5
40	все они	7	5
41	это не	6	5
42	того же	6	5
43	до конца	12	5
44	и о	2	5
45	далеко не	5	5
46	в нем	30	5
47	в своей	7	5
48	большинстве случаев	6	5
49	и по	2	5
50	рядом с	4	5
51	сказать что	2	5
52	перед нами	4	4
53	с его	4	4
54	по своему	2	4
55	связанные с	3	4
56	еще не	4	4
57	и др	14	4
58	один из	4	4
59	конечно не	3	4
60	все это	5	4
61	и одновременно	2	4
62	на самом	2	4
63	с другой	5	4
64	связана с	2	4
65	также и	3	4
66	в результате	3	4
67	точки зрения	16	4
68	в которой	4	4
69	в плане	6	4
70	в узком	10	3
71	все время	3	3
72	всех этих	4	3
73	они были	2	3
74	в частности	2	3
75	в качестве	3	3
76	в своем	3	3
77	с ее	4	3
78	и здесь	3	3
79	в ее	2	3
80	все же	7	3
81	том что	2	3
82	мы видим	2	3
83	то в	2	3
84	более или	3	3
85	и сам	3	3
86	слов и	2	3
87	того что	3	3
88	той же	2	3
89	по преимуществу	4	3
90	он не	3	3
91	к нему	5	3
92	здесь не	2	3
93	или менее	3	3
94	другой стороны	4	3
95	как к	2	3
96	в известной	2	3
97	в разных	3	3
98	одновременно и	2	3
99	при этом	6	3
100	и других	3	3
101	у них	2	3
102	образом в	3	3
103	для того	2	3
104	и даже	6	3
105	роль в	2	3
106	с ними	3	3
107	конечно и	2	3
108	в ней	4	3
109	же и	2	3
110	в себе	3	3
111	там где	4	3
112	в эту	2	3
113	не видят	2	3
114	связи с	2	2
115	время и	2	2
116	связанных с	4	2
117	в другой	2	2
118	к этому	2	2
119	в этих	2	2
120	форм и	3	2
121	формы и	3	2
122	но здесь	3	2
123	а как	2	2
124	к тому	3	2
125	и к	5	2
126	одной из	3	2
127	одному из	2	2
128	из этого	3	2
129	что они	2	2
130	именно в	3	2
131	на этом	2	2
132	но не	2	2
133	то время	2	2
134	кроме того	4	2
135	одной стороны	4	2
136	не может	14	2
137	на его	8	2
138	может быть	14	2
139	но оно	3	2
140	том же	4	2
141	хотя и	2	2
142	никогда не	3	2
143	уже не	2	2
144	а также	2	2
145	в котором	2	2
146	и для	4	2
147	себя в	9	2
148	но эти	3	2
149	его и	3	2
150	как в	8	2
151	в их	4	2
152	где они	2	2
153	как раз	2	2
154	не на	5	2
155	узком смысле	10	2
156	в особенности	8	2
157	в других	3	2
158	с одной	4	2
159	в той	10	2
160	и у	2	2
161	и эта	2	2
162	и наконец	4	2
163	с точки	8	2
164	между ними	2	2
165	друг друга	3	2
166	в слове	7	2
167	или в	8	2
168	и то	2	2
169	в основе	5	2
170	только в	6	2
171	мы сказали	4	2
172	о том	3	2
173	так сказать	5	2
174	и этим	3	2
175	с ним	7	2
