N	2gram	Potebnia_M_2	Istorich
1	и в	24	24
2	что он	4	21
3	не только	15	21
4	и т	6	17
5	т д	3	16
6	может быть	23	14
7	не может	12	14
8	в этих	3	13
9	что в	16	13
10	как в	10	12
11	в этом	8	12
12	и здесь	2	12
13	но и	9	11
14	это не	3	10
15	у него	2	10
16	том что	8	10
17	а в	8	10
18	и что	4	10
19	мы видим	2	10
20	с другой	6	9
21	не в	13	9
22	все же	5	9
23	о том	5	9
24	потому что	49	9
25	еще не	4	8
26	что и	11	8
27	все это	2	8
28	другой стороны	2	8
29	то же	12	8
30	а не	18	8
31	или в	2	8
32	так как	10	8
33	один из	2	7
34	в том	18	7
35	одна из	4	7
36	во всех	7	7
37	то что	20	7
38	вместе с	11	7
39	таким образом	11	7
40	тем что	7	6
41	всех этих	2	6
42	для нас	31	6
43	как и	7	6
44	так же	2	6
45	но не	12	6
46	в нем	9	6
47	и все	3	6
48	того что	7	6
49	во время	4	6
50	только в	11	6
51	как он	4	6
52	что это	3	6
53	не менее	5	5
54	одной стороны	3	5
55	то это	3	5
56	так и	5	5
57	с одной	4	5
58	что она	3	5
59	в чем	7	5
60	с ним	5	5
61	там где	4	5
62	но в	4	5
63	на вопрос	3	4
64	никогда не	4	4
65	что у	2	4
66	в состоянии	6	4
67	вовсе не	9	4
68	тем не	6	4
69	но все	2	4
70	при этом	13	4
71	после того	2	4
72	как бы	9	4
73	то и	9	4
74	если не	4	4
75	и не	19	4
76	не имеет	6	4
77	в других	4	4
78	мы не	11	4
79	так в	4	4
80	мы должны	2	4
81	то не	3	4
82	мы можем	12	4
83	уже в	5	3
84	с его	2	3
85	не столько	2	3
86	в них	5	3
87	превращается в	2	3
88	тогда когда	10	3
89	вопрос о	2	3
90	на то	5	3
91	так что	10	3
92	что они	5	3
93	кажется что	3	3
94	и если	4	3
95	например в	3	3
96	между прочим	4	3
97	его в	3	3
98	не все	2	3
99	связано с	2	3
100	сих пор	4	3
101	что за	2	3
102	на ней	3	3
103	должны быть	4	3
104	и по	2	3
105	и его	2	3
106	но это	3	3
107	хотя и	3	3
108	из этих	4	3
109	от него	4	3
110	связи с	6	3
111	что мы	11	3
112	тогда как	10	3
113	того как	7	3
114	случаи когда	2	2
115	для нее	2	2
116	что во	2	2
117	тому что	2	2
118	думать что	3	2
119	того же	14	2
120	того кто	3	2
121	и от	3	2
122	же что	3	2
123	этого не	2	2
124	только после	2	2
125	к этому	2	2
126	прежде всего	7	2
127	не могут	7	2
128	не можем	6	2
129	вместе со	2	2
130	в то	6	2
131	мы знаем	2	2
132	что его	3	2
133	такое же	2	2
134	но тем	3	2
135	связанные с	2	2
136	то время	4	2
137	так например	3	2
138	тот же	5	2
139	было бы	13	2
140	и тот	2	2
141	в действительности	2	2
142	не от	5	2
143	в самом	4	2
144	не имеют	2	2
145	не совсем	3	2
146	ни с	2	2
147	к ней	2	2
148	в котором	4	2
149	если в	3	2
150	и тем	3	2
151	где оно	2	2
152	на него	3	2
153	со стороны	3	2
154	вытекает из	2	2
155	точно так	9	2
156	в связи	2	2
157	уже не	4	2
158	образом мы	2	2
159	во многих	3	2
160	что не	5	2
161	и у	3	2
162	что такое	2	2
163	не так	3	2
164	в которой	5	2
165	друг друга	2	2
166	как это	2	2
167	его не	3	2
168	нам по	2	2
169	время как	4	2
170	которые не	3	2
171	сказать что	2	2
172	ничем не	2	2
173	из них	5	2
174	с этим	7	2
175	но он	2	2
176	и на	8	2
177	они не	4	2
178	во всем	2	2
179	и другое	4	2
180	его на	2	2
181	все эти	2	2
182	и это	2	2
183	если это	2	2
184	до сих	4	2
