N	2gram	Losev_Prob_5	Komedia
1	iv в	4	34
2	и в	30	26
3	v в	5	14
4	и не	12	14
5	едва ли	4	14
6	к тому	2	12
7	так и	7	12
8	и его	6	12
9	в том	12	11
10	может быть	7	11
11	но и	13	10
12	в этом	17	10
13	что в	5	9
14	том что	17	9
15	вместе с	7	9
16	ясно что	4	8
17	было бы	4	8
18	и на	6	7
19	из них	2	7
20	н э	18	7
21	не только	18	7
22	что и	6	7
23	ли не	2	7
24	в своем	11	6
25	то что	18	6
26	еще не	3	6
27	наряду с	2	6
28	в нем	6	6
29	iii в	4	6
30	того чтобы	2	6
31	потому что	13	6
32	в то	4	6
33	о том	12	6
34	таким образом	13	6
35	с тем	5	5
36	в которой	5	5
37	к этому	2	5
38	что он	7	5
39	в качестве	4	5
40	один из	2	5
41	ни в	4	5
42	для того	3	5
43	так что	11	5
44	в н	12	5
45	и с	5	5
46	больше чем	2	5
47	уже в	2	4
48	не менее	5	4
49	в частности	4	4
50	у него	11	4
51	в них	2	4
52	что у	5	4
53	прежде всего	6	4
54	как мы	2	4
55	же в	3	4
56	как и	7	4
57	как будто	3	4
58	хотя и	8	4
59	в его	12	4
60	еще в	5	4
61	ii в	2	4
62	мира в	3	4
63	все же	9	4
64	в самом	5	4
65	до нас	7	4
66	в середине	2	4
67	и для	6	4
68	за то	2	4
69	можно было	2	4
70	точки зрения	10	4
71	в начале	3	4
72	только в	9	4
73	так как	6	4
74	его в	6	4
75	между тем	2	4
76	том числе	2	3
77	с этой	2	3
78	по всему	2	3
79	то время	3	3
80	в период	4	3
81	жизни и	2	3
82	что его	3	3
83	отношению к	2	3
84	но все	4	3
85	связи с	7	3
86	но не	7	3
87	того же	4	3
88	здесь в	2	3
89	для нас	10	3
90	и сам	4	3
91	по поводу	2	3
92	да и	2	3
93	в ней	3	3
94	в котором	2	3
95	в своей	22	3
96	и их	5	3
97	при всем	2	3
98	по отношению	2	3
99	в связи	7	3
100	того как	5	3
101	то же	2	3
102	как в	2	3
103	в самой	3	3
104	к нему	3	3
105	а в	6	3
106	или в	4	3
107	тем что	2	3
108	не может	5	3
109	что касается	3	3
110	это время	2	3
111	в этой	10	3
112	но в	9	3
113	мы можем	5	3
114	все время	3	2
115	и другие	3	2
116	отнюдь не	4	2
117	однако в	3	2
118	не всегда	3	2
119	то ни	2	2
120	в какой	2	2
121	с другой	6	2
122	это не	2	2
123	нового времени	4	2
124	в одной	2	2
125	в конце	8	2
126	в одном	3	2
127	представление о	2	2
128	в духе	3	2
129	этом смысле	3	2
130	и был	2	2
131	вовсе не	8	2
132	что именно	2	2
133	и к	4	2
134	об этом	4	2
135	он был	2	2
136	в ее	3	2
137	не в	7	2
138	не столь	3	2
139	до сих	2	2
140	в силу	5	2
141	тот же	3	2
142	бы то	2	2
143	после того	3	2
144	одной стороны	3	2
145	в это	2	2
146	вслед за	2	2
147	он не	3	2
148	как бы	6	2
149	всяком случае	2	2
150	время как	3	2
151	в античной	2	2
152	хотя бы	2	2
153	отношение к	2	2
154	и за	2	2
155	сих пор	2	2
156	в до	3	2
157	если не	4	2
158	с одной	3	2
159	еще более	3	2
160	мы находим	7	2
161	и что	6	2
162	и у	5	2
163	в других	3	2
164	мы не	2	2
165	тут же	6	2
166	во всяком	2	2
167	от этого	3	2
168	под названием	4	2
169	и все	9	2
170	из этого	4	2
171	мы имеем	2	2
172	в виду	3	2
173	же не	4	2
174	и после	3	2
