N	2gram	Voloshinov_1	Morfolog
1	может быть	13	52
2	и пр	4	40
3	таким образом	7	20
4	представляет собой	2	17
5	не может	12	17
6	в этих	2	16
7	с этим	2	14
8	и в	38	13
9	в этом	10	13
10	так как	7	12
11	перед нами	3	11
12	чаще всего	3	11
13	мы видим	3	11
14	связи с	3	11
15	видим что	2	10
16	заметить что	2	10
17	прежде всего	21	9
18	не всегда	2	9
19	этом случае	3	9
20	так и	6	9
21	в связи	2	9
22	то же	14	9
23	и не	14	9
24	а не	6	9
25	мы имеем	2	9
26	что и	3	8
27	вопрос о	2	7
28	в тех	3	7
29	в качестве	4	7
30	все же	7	7
31	это не	3	6
32	и здесь	3	6
33	в том	2	6
34	но не	2	6
35	в форме	6	6
36	а в	5	6
37	если мы	4	5
38	мы увидим	5	5
39	во всех	6	5
40	как бы	28	5
41	один из	4	5
42	то что	8	5
43	или в	2	5
44	потому что	5	5
45	мы не	9	5
46	и как	9	4
47	вовсе не	2	4
48	об этом	3	4
49	было бы	7	4
50	на его	5	4
51	несмотря на	2	4
52	не только	27	4
53	как в	2	4
54	как мы	9	4
55	так же	4	4
56	как и	10	4
57	то мы	3	4
58	хотя и	3	4
59	тем что	2	4
60	точки зрения	10	4
61	с точки	5	4
62	также и	2	4
63	его в	4	4
64	ничего не	8	4
65	прежде чем	2	3
66	независимо от	5	3
67	если бы	4	3
68	в нашем	5	3
69	между собой	2	3
70	с собой	2	3
71	в начале	3	3
72	в какой	2	3
73	он должен	3	3
74	том что	3	3
75	но все	4	3
76	но это	2	3
77	в целом	4	3
78	кроме того	2	3
79	того чтобы	7	3
80	как таковое	2	3
81	он не	2	3
82	не является	5	3
83	но и	13	3
84	на него	4	3
85	от того	3	3
86	целый ряд	3	3
87	на самом	3	3
88	самом деле	4	3
89	из которых	3	3
90	к чему	2	3
91	к нему	2	3
92	и для	3	3
93	друг друга	2	3
94	мы можем	7	3
95	из них	3	3
96	в то	9	3
97	мы должны	10	3
98	но в	5	3
99	ни к	2	2
100	не сумеем	2	2
101	с тем	8	2
102	в частности	3	2
103	однако в	2	2
104	его и	3	2
105	хотя бы	18	2
106	та же	3	2
107	к этому	2	2
108	как уже	2	2
109	что он	2	2
110	можно сказать	4	2
111	и к	4	2
112	чему не	2	2
113	не с	3	2
114	и при	2	2
115	которое может	3	2
116	только в	6	2
117	а на	2	2
118	тем и	2	2
119	для него	3	2
120	тех случаях	2	2
121	одной из	2	2
122	мы уже	10	2
123	но для	3	2
124	из двух	2	2
125	не существует	4	2
126	себя в	4	2
127	вопроса о	4	2
128	для наших	2	2
129	и тогда	2	2
130	как например	2	2
131	случаях когда	2	2
132	а с	5	2
133	все эти	2	2
134	перейти к	2	2
135	того что	4	2
136	для того	9	2
137	что такое	4	2
138	уже не	4	2
139	тем же	3	2
140	и его	7	2
141	можно было	4	2
142	в каком	2	2
143	этот вопрос	2	2
144	не знает	3	2
145	что мы	11	2
146	но вот	3	2
147	о том	4	2
148	что эти	2	2
149	ясно что	2	2
150	здесь не	2	2
151	сказать что	3	2
152	как это	5	2
