N	2gram	Vygotskiy__3	FransuaR
1	и в	25	29
2	таким образом	17	20
3	и не	10	16
4	и все	4	13
5	в этой	5	13
6	как и	15	12
7	так и	5	11
8	и на	6	11
9	в этом	14	11
10	то же	2	10
11	как мы	8	10
12	мы уже	5	10
13	в то	4	10
14	не только	6	10
15	но и	4	9
16	все эти	7	9
17	его в	3	9
18	прежде всего	4	8
19	в его	15	8
20	и его	2	8
21	как бы	10	8
22	в них	2	7
23	мы видели	6	7
24	так же	17	7
25	в том	23	7
26	так как	12	7
27	из них	4	6
28	этот процесс	3	6
29	что это	5	5
30	все они	2	5
31	того же	6	5
32	в нем	2	5
33	уже говорили	5	5
34	в своей	2	5
35	и по	5	5
36	сказать что	4	5
37	перед нами	10	4
38	но они	2	4
39	с его	2	4
40	что он	6	4
41	но это	5	4
42	по своему	11	4
43	есть и	2	4
44	связанные с	2	4
45	еще не	4	4
46	один из	6	4
47	то что	15	4
48	все это	6	4
49	и одновременно	2	4
50	с помощью	42	4
51	с другой	6	4
52	связан с	2	4
53	в результате	3	4
54	тем что	8	4
55	точки зрения	6	4
56	в плане	2	4
57	тому как	2	3
58	все время	2	3
59	всех этих	2	3
60	в частности	4	3
61	в качестве	12	3
62	в своем	4	3
63	с ее	5	3
64	самого начала	6	3
65	и здесь	2	3
66	все же	6	3
67	но как	3	3
68	с самого	6	3
69	том что	20	3
70	и как	5	3
71	мы видим	3	3
72	то в	3	3
73	мы можем	7	3
74	и сам	3	3
75	животных и	2	3
76	слов и	5	3
77	тот же	2	3
78	того что	10	3
79	той же	4	3
80	и их	3	3
81	он не	4	3
82	или менее	3	3
83	другой стороны	3	3
84	при этом	5	3
85	и других	2	3
86	того чтобы	8	3
87	для того	7	3
88	все остальные	2	3
89	с ними	3	3
90	в себе	2	3
91	по своей	7	3
92	там где	4	3
93	в чем	2	3
94	в эту	2	3
95	место в	2	2
96	уже в	7	2
97	в основу	4	2
98	их с	3	2
99	связи с	9	2
100	к этому	3	2
101	в этих	2	2
102	поэтому в	2	2
103	в жизни	3	2
104	его к	3	2
105	а как	2	2
106	к тому	4	2
107	и к	5	2
108	на первый	2	2
109	им в	3	2
110	но только	3	2
111	ни в	9	2
112	что они	10	2
113	связаны с	3	2
114	именно в	5	2
115	мы увидим	4	2
116	на этом	3	2
117	но не	6	2
118	в себя	3	2
119	как известно	3	2
120	то время	4	2
121	одной стороны	5	2
122	не может	6	2
123	на его	2	2
124	может быть	13	2
125	в ряде	4	2
126	хотя и	2	2
127	никогда не	4	2
128	уже не	2	2
129	а также	2	2
130	в котором	3	2
131	если в	3	2
132	связи и	3	2
133	на котором	2	2
134	и для	2	2
135	на этой	5	2
136	как в	9	2
137	где они	2	2
138	которых он	2	2
139	с одной	5	2
140	от всех	2	2
141	и у	6	2
142	и эта	2	2
143	между ними	3	2
144	не столько	4	2
145	друг друга	4	2
146	как на	2	2
147	или в	2	2
148	не мог	4	2
149	в своих	2	2
150	и то	2	2
151	их в	3	2
152	в основе	16	2
153	только в	10	2
154	в один	2	2
155	о том	5	2
156	как он	3	2
157	и это	4	2
158	с ним	4	2
159	к которому	3	2
