N	2gram	Tiupa_Narr_1	Istorich
1	и в	11	26
2	то что	9	16
3	не только	31	15
4	что в	3	14
5	может быть	15	14
6	но и	27	12
7	между двумя	5	12
8	что он	3	10
9	так и	5	10
10	и его	10	10
11	все же	4	9
12	и не	23	9
13	то же	8	8
14	а в	13	8
15	в этих	2	7
16	об этом	6	7
17	как и	13	7
18	в качестве	14	7
19	героя в	3	7
20	он не	3	7
21	как в	4	7
22	их в	3	7
23	в этом	12	7
24	мы имеем	3	7
25	не всегда	3	6
26	еще не	4	6
27	вместе с	2	6
28	не может	8	6
29	а не	13	6
30	к нему	4	6
31	и то	3	6
32	потому что	5	6
33	мы можем	2	6
34	у него	7	5
35	и как	3	5
36	это не	3	5
37	в одном	4	5
38	но не	4	5
39	и только	2	5
40	ничего не	2	5
41	в его	6	5
42	до сих	2	5
43	сих пор	2	5
44	как мы	2	5
45	уже не	8	5
46	не в	6	5
47	с ними	2	5
48	и с	3	5
49	но в	7	5
50	с другой	2	4
51	на себя	4	4
52	а по	2	4
53	а на	2	4
54	все что	2	4
55	в своей	5	4
56	другой стороны	2	4
57	с появлением	2	4
58	так в	4	4
59	здесь не	2	4
60	тогда как	10	4
61	и даже	2	4
62	о том	4	4
63	представляют собой	3	4
64	только что	2	3
65	перед нами	5	3
66	что у	4	3
67	из этих	4	3
68	к себе	4	3
69	же в	2	3
70	в том	8	3
71	том что	7	3
72	при этом	19	3
73	она не	2	3
74	как бы	6	3
75	а также	6	3
76	и он	6	3
77	на то	2	3
78	данном случае	8	3
79	как это	3	3
80	не мог	6	3
81	между ними	2	3
82	не имеет	2	3
83	или в	6	3
84	в данном	11	3
85	связи с	2	3
86	что мы	2	3
87	только в	12	3
88	в русской	3	3
89	о чем	4	3
90	не менее	3	2
91	это уже	3	2
92	никогда не	4	2
93	однако в	3	2
94	его и	2	2
95	в своем	3	2
96	и все	3	2
97	этого не	2	2
98	по себе	4	2
99	не говорит	3	2
100	и тем	4	2
101	своей матери	2	2
102	тем не	3	2
103	представляет собой	8	2
104	одна из	4	2
105	у нее	4	2
106	если бы	7	2
107	такого рода	10	2
108	у нас	3	2
109	ему в	2	2
110	в частности	14	2
111	к ним	2	2
112	он уже	2	2
113	но для	3	2
114	в современной	3	2
115	хотя и	4	2
116	в роли	2	2
117	что на	4	2
118	не могло	2	2
119	хотя бы	2	2
120	в нем	4	2
121	или просто	2	2
122	себя в	2	2
123	в целом	3	2
124	из них	4	2
125	не по	4	2
126	дело не	2	2
127	в тексте	13	2
128	в форме	2	2
129	в связи	2	2
130	и вот	2	2
131	лишь в	3	2
132	того что	4	2
133	и на	5	2
134	сказать что	2	2
135	в себе	6	2
136	же самое	2	2
137	в этой	6	2
138	в особенности	2	2
139	в области	2	2
140	могло бы	3	2
