N	2gram	Vinokur_Ku_2	Istorich
1	и в	23	25
2	что он	5	22
3	вместе с	5	22
4	и т	39	20
5	т д	14	18
6	может быть	15	17
7	т е	22	16
8	мы имеем	5	14
9	не только	20	13
10	но и	7	13
11	в его	5	12
12	и не	16	11
13	уже не	8	11
14	так как	15	11
15	все же	7	10
16	в этом	18	10
17	тем что	3	10
18	с другой	8	9
19	и его	3	9
20	таким образом	5	9
21	с тем	2	8
22	связи с	3	8
23	что в	10	8
24	мы знаем	4	8
25	том что	11	8
26	еще не	5	8
27	другой стороны	7	8
28	все эти	12	8
29	и что	8	8
30	и на	6	8
31	в частности	2	7
32	в качестве	8	7
33	мы видели	2	7
34	как и	2	7
35	но это	3	7
36	то что	9	7
37	этом случае	2	7
38	в нем	4	7
39	с одной	2	7
40	превращается в	2	7
41	потому что	25	7
42	и здесь	5	7
43	только в	5	7
44	знаем что	3	6
45	это не	6	6
46	прежде всего	8	6
47	что и	3	6
48	как в	3	6
49	не может	9	6
50	не в	8	6
51	или в	4	6
52	могут быть	4	6
53	в том	19	6
54	там где	5	6
55	что это	7	5
56	ясно что	5	5
57	с этим	3	5
58	как мы	3	5
59	для нас	4	5
60	но все	4	5
61	здесь мы	2	5
62	но не	6	5
63	в ней	3	5
64	так же	4	5
65	не менее	7	4
66	что у	2	4
67	не как	2	4
68	что все	5	4
69	не всегда	2	4
70	и тем	5	4
71	тем не	6	4
72	в пределах	4	4
73	же как	2	4
74	на этой	4	4
75	а именно	2	4
76	все это	5	4
77	в связи	4	4
78	то же	6	4
79	от этого	2	4
80	он не	3	4
81	мы должны	2	4
82	и это	3	4
83	того как	2	4
84	никогда не	2	3
85	и все	2	3
86	в свою	2	3
87	в целях	2	3
88	после того	2	3
89	в этой	6	3
90	в то	4	3
91	также что	2	3
92	того чтобы	11	3
93	и пр	8	3
94	но оно	2	3
95	на том	2	3
96	но уже	2	3
97	в форме	3	3
98	сюда же	2	3
99	на этом	3	3
100	в особенности	4	3
101	для того	9	3
102	к нему	2	3
103	а в	3	3
104	его к	2	3
105	в которых	2	3
106	в данном	4	3
107	и с	7	3
108	и вообще	2	3
109	в таких	3	3
110	или же	2	3
111	перед нами	4	2
112	уже в	3	2
113	строится на	2	2
114	у него	3	2
115	связанные с	2	2
116	но так	2	2
117	к этому	4	2
118	вовсе не	9	2
119	вопрос о	9	2
120	по себе	10	2
121	на то	4	2
122	таких случаях	2	2
123	можно сказать	4	2
124	об этом	5	2
125	о которых	3	2
126	же в	3	2
127	с этой	2	2
128	по существу	5	2
129	как у	2	2
130	очевидно что	2	2
131	а на	2	2
132	того же	3	2
133	она не	2	2
134	но есть	2	2
135	несмотря на	5	2
136	е на	2	2
137	если бы	12	2
138	из которых	3	2
139	таким же	2	2
140	но для	3	2
141	как бы	4	2
142	и потому	2	2
143	один из	5	2
144	должен быть	5	2
145	как можно	2	2
146	в своей	2	2
147	данном случае	2	2
148	со стороны	4	2
149	совершенно не	3	2
150	в наше	2	2
151	язык и	2	2
152	и для	2	2
153	что за	2	2
154	самом деле	9	2
155	а не	10	2
156	того что	3	2
157	и по	3	2
158	роль в	2	2
159	так в	3	2
160	сказать что	4	2
161	образом в	2	2
162	точки зрения	14	2
163	ту же	6	2
164	что мы	6	2
165	в свое	2	2
166	тех же	2	2
167	а если	2	2
168	ничего не	4	2
