N	2gram	Propp_Isto_3	Analitik
1	в качестве	2	31
2	может быть	11	29
3	в том	9	27
4	не может	4	22
5	и не	12	21
6	в частности	5	19
7	и в	22	18
8	а не	6	17
9	но и	12	17
10	представляет собой	3	16
11	не только	14	15
12	не в	4	14
13	как и	3	13
14	в его	3	13
15	в этом	17	13
16	том что	8	12
17	при этом	2	12
18	состоит в	3	11
19	но не	7	10
20	то же	6	9
21	а в	6	9
22	в то	2	9
23	но в	10	8
24	к тому	3	7
25	особого рода	3	7
26	это не	6	6
27	прежде всего	3	6
28	далеко не	3	6
29	то что	7	6
30	по отношению	2	6
31	точки зрения	2	6
32	только в	4	6
33	мы имеем	19	6
34	и как	3	5
35	в этой	5	5
36	что в	15	5
37	отношению к	2	5
38	в целом	3	5
39	и его	4	5
40	между тем	2	5
41	и на	4	5
42	что иное	3	5
43	о том	3	5
44	иное как	3	5
45	того что	5	4
46	и более	2	4
47	могут быть	5	4
48	с другой	7	4
49	не всегда	4	4
50	не что	3	4
51	ни в	2	4
52	тому же	2	4
53	не с	2	4
54	все же	5	4
55	вместе с	9	4
56	так и	2	4
57	дело с	2	4
58	из того	2	4
59	уже не	7	4
60	в другом	2	4
61	как правило	2	4
62	вступает в	3	3
63	и есть	2	3
64	и все	3	3
65	в нем	9	3
66	и к	3	3
67	что он	9	3
68	и т	16	3
69	в силу	2	3
70	еще не	10	3
71	одной стороны	2	3
72	что не	2	3
73	никто не	2	3
74	одним из	4	3
75	он не	5	3
76	в котором	2	3
77	даже в	2	3
78	что и	9	3
79	а именно	4	3
80	таким образом	10	3
81	с одной	2	3
82	к нему	5	3
83	как будто	2	3
84	а также	2	3
85	если бы	6	3
86	и то	2	2
87	только не	2	2
88	на все	2	2
89	никогда не	3	2
90	все эти	4	2
91	его и	4	2
92	из этих	3	2
93	говорит и	2	2
94	вовсе не	2	2
95	вопрос о	2	2
96	не исключают	2	2
97	можно сказать	2	2
98	и потому	2	2
99	такой же	2	2
100	отношение к	4	2
101	в пределах	4	2
102	или не	2	2
103	было бы	3	2
104	себе в	2	2
105	на его	3	2
106	и о	2	2
107	одного из	2	2
108	не все	6	2
109	один из	5	2
110	представляют собой	4	2
111	из них	7	2
112	данном случае	3	2
113	со стороны	3	2
114	другой стороны	7	2
115	здесь не	3	2
116	на этом	4	2
117	той же	2	2
118	на самом	2	2
119	роль в	2	2
120	как мы	8	2
121	на себя	2	2
122	в данном	4	2
123	при помощи	3	2
124	нет ничего	2	2
125	так как	7	2
126	потому что	3	2
127	и с	4	2
