N	2gram	Vygotskiy__4	Analitik
1	тогда как	2	19
2	в этом	24	18
3	в частности	5	16
4	и в	20	16
5	не только	15	16
6	так и	5	15
7	как и	9	14
8	в том	42	12
9	но и	9	12
10	и не	8	12
11	том что	35	12
12	в качестве	21	11
13	могут быть	7	10
14	как бы	7	10
15	при этом	12	10
16	а не	7	10
17	в этой	3	9
18	в данном	2	8
19	отнюдь не	3	8
20	состоит в	4	8
21	в целом	11	8
22	и т.п	2	8
23	представляет собой	3	8
24	к тому	6	7
25	в себе	10	7
26	то что	15	7
27	о том	5	7
28	а также	2	7
29	с другой	12	6
30	в самом	6	6
31	и на	6	6
32	может быть	12	6
33	как это	9	6
34	но в	3	6
35	и к	5	5
36	данном случае	2	5
37	с одной	9	5
38	не менее	3	4
39	только не	5	4
40	в своем	4	4
41	столь же	3	4
42	у него	2	4
43	в ходе	4	4
44	этом случае	3	4
45	тому же	6	4
46	не в	4	4
47	но не	3	4
48	того же	9	4
49	тем самым	7	4
50	для него	2	4
51	одной стороны	9	4
52	в сущности	4	4
53	в один	3	4
54	и является	3	4
55	и тем	8	4
56	как в	5	4
57	не может	6	4
58	на этом	3	4
59	и его	5	4
60	то же	16	4
61	между двумя	2	4
62	точки зрения	24	4
63	только в	10	4
64	в сознании	4	4
65	содержит в	2	3
66	место в	2	3
67	никогда не	5	3
68	в нашем	4	3
69	прежде всего	2	3
70	как уже	4	3
71	этого слова	11	3
72	что на	2	3
73	одной из	3	3
74	так что	3	3
75	было бы	8	3
76	в действительности	5	3
77	мы имеем	2	3
78	на его	3	3
79	в речи	4	3
80	что и	9	3
81	из них	4	3
82	со стороны	3	3
83	в их	12	3
84	приводит к	3	3
85	только на	2	3
86	если бы	5	3
87	этом отношении	7	3
88	не знает	2	3
89	именно в	3	3
90	можно было	6	3
91	а в	2	3
92	как мы	13	3
93	тому как	2	3
94	и то	10	3
95	в результате	8	3
96	тем что	7	3
97	ключ к	4	3
98	подобно тому	2	3
99	и т.д	2	3
100	бы в	3	3
101	едва ли	2	3
102	того что	10	2
103	речь идет	5	2
104	уже и	2	2
105	обоих случаях	3	2
106	вообще не	2	2
107	что все	3	2
108	этом смысле	8	2
109	к этому	4	2
110	на то	5	2
111	а затем	2	2
112	отличие от	2	2
113	по существу	3	2
114	что в	19	2
115	что с	4	2
116	мы узнаем	2	2
117	еще не	2	2
118	такого рода	6	2
119	в своей	7	2
120	нас к	3	2
121	в обоих	3	2
122	и второй	2	2
123	даже в	2	2
124	один из	3	2
125	не есть	2	2
126	с той	2	2
127	себя в	3	2
128	как говорит	2	2
129	в отличие	2	2
130	вместе с	8	2
131	вслед за	2	2
132	ли не	2	2
133	по выражению	4	2
134	другой стороны	9	2
135	внимание на	3	2
136	таким образом	25	2
137	той же	6	2
138	на котором	2	2
139	те же	6	2
140	на этот	3	2
141	и он	2	2
142	не имеет	2	2
143	и для	4	2
144	с точки	11	2
145	так же	11	2
146	роль в	4	2
147	на основе	10	2
148	в таком	2	2
149	никак не	2	2
150	между тем	9	2
151	и во	3	2
152	в его	11	2
153	его в	6	2
154	в этих	3	2
155	сказать что	6	2
156	же не	2	2
