N	2gram	Bakhtin_fo_2	Hudozhes
1	в мире	4	23
2	в качестве	3	19
3	то есть	10	18
4	и не	9	16
5	в том	10	15
6	и в	46	15
7	не только	11	15
8	в частности	5	13
9	может быть	7	13
10	при этом	6	12
11	а в	3	12
12	и его	12	12
13	но не	5	11
14	в этом	22	11
15	в себе	4	11
16	как бы	10	10
17	но и	9	10
18	так и	7	10
19	то же	8	10
20	а не	4	10
21	в его	8	9
22	точки зрения	10	9
23	с другой	2	7
24	или иной	2	7
25	в то	5	7
26	но в	10	7
27	в основе	6	6
28	что в	5	6
29	том что	4	6
30	не в	9	6
31	же время	4	6
32	отношение к	3	6
33	не может	2	6
34	могут быть	2	5
35	можно сказать	2	5
36	а также	3	5
37	только в	11	5
38	того что	3	5
39	в нем	5	5
40	то что	7	5
41	между ними	2	5
42	и т.п	2	5
43	в их	3	5
44	уже не	3	5
45	картина мира	2	5
46	место в	4	4
47	а на	2	4
48	в этих	3	4
49	прежде всего	14	4
50	к тому	3	4
51	и как	3	4
52	в другом	3	4
53	для него	3	4
54	еще не	6	4
55	хотя и	3	4
56	он не	5	4
57	жизни как	2	4
58	в форме	3	4
59	во времени	3	4
60	отношения к	4	4
61	мы имеем	2	4
62	говорить о	2	4
63	не знает	2	4
64	как это	2	4
65	в отношении	2	3
66	это не	2	3
67	как уже	3	3
68	что он	3	3
69	и к	2	3
70	в пределах	5	3
71	по своему	2	3
72	того же	3	3
73	о чем	3	3
74	имеет место	3	3
75	человеческой жизни	4	3
76	далеко не	2	3
77	картины мира	2	3
78	не на	3	3
79	таким образом	3	3
80	как и	8	3
81	в той	2	3
82	лишь в	2	3
83	с точки	8	3
84	и для	9	3
85	их в	4	3
86	потому что	8	3
87	автора и	2	3
88	но он	2	3
89	в данном	2	3
90	его в	6	3
91	в виду	3	3
92	на этом	2	2
93	том числе	3	2
94	и более	2	2
95	себя и	3	2
96	числе и	2	2
97	жизни в	4	2
98	в своем	5	2
99	в них	7	2
100	в пространстве	5	2
101	в одном	7	2
102	человека и	4	2
103	вовсе не	13	2
104	по себе	2	2
105	в литературе	2	2
106	роль в	3	2
107	о его	2	2
108	тем более	3	2
109	в аспекте	2	2
110	мира в	3	2
111	во всех	11	2
112	и о	2	2
113	ни для	2	2
114	и потому	2	2
115	не является	3	2
116	и др	5	2
117	принадлежит к	2	2
118	как в	4	2
119	и прежде	3	2
120	здесь не	2	2
121	в романе	13	2
122	с одной	2	2
123	именно в	2	2
124	все эти	5	2
125	в себя	2	2
126	этом мире	6	2
127	того чтобы	8	2
128	для того	8	2
129	времени в	7	2
130	и по	3	2
131	так же	2	2
132	с ним	4	2
133	в иной	2	2
134	и на	7	2
135	у него	9	2
136	самим собою	2	2
137	в этой	2	2
138	о том	4	2
139	жизни но	2	2
140	и это	2	2
141	мира и	9	2
142	мире и	2	2
