N	2gram	Bakhtin_sl_2	Problema
1	и не	22	28
2	то есть	26	27
3	не только	24	24
4	только в	5	23
5	в виде	2	22
6	вовсе не	10	21
7	в том	5	20
8	и в	39	20
9	ни в	4	17
10	все эти	6	16
11	то что	2	15
12	той или	5	14
13	но и	21	14
14	точки зрения	8	14
15	перед нами	3	13
16	или иной	5	13
17	не в	9	13
18	также и	2	13
19	даже и	4	13
20	в нашем	2	12
21	в себе	2	12
22	том что	5	12
23	прежде всего	8	11
24	по себе	5	11
25	с точки	3	11
26	не менее	4	10
27	так и	15	10
28	и его	33	10
29	может быть	37	9
30	все это	16	9
31	и даже	7	9
32	в этом	16	9
33	что он	2	8
34	таким образом	8	8
35	в той	4	8
36	в результате	2	8
37	во всяком	3	8
38	и все	5	8
39	но в	6	8
40	с другой	5	7
41	это не	5	7
42	еще не	7	7
43	мы не	2	7
44	и потому	7	7
45	то же	4	7
46	именно в	2	7
47	а не	14	7
48	сказать что	3	7
49	и с	9	7
50	в ней	3	7
51	здесь не	4	7
52	хотя бы	3	7
53	всех этих	4	6
54	и от	3	6
55	а также	3	6
56	для нас	5	6
57	художественный образ	4	6
58	как и	6	6
59	но это	3	6
60	при этом	7	6
61	в одно	2	6
62	в таком	4	6
63	в данном	2	6
64	но не	6	5
65	хотя и	2	5
66	в нем	19	5
67	здесь в	3	5
68	в смысле	4	5
69	жизни и	6	5
70	вместе с	2	5
71	как в	13	5
72	не может	20	5
73	в них	6	5
74	только и	2	5
75	так как	4	5
76	уже не	5	5
77	или в	2	5
78	в этих	7	5
79	о том	2	5
80	и ни	2	5
81	уже в	2	4
82	в отношении	4	4
83	или даже	3	4
84	и для	5	4
85	в одном	2	4
86	это и	2	4
87	кроме того	2	4
88	как бы	7	4
89	всяком случае	2	4
90	и т	35	4
91	и образ	2	4
92	во всех	12	4
93	без всякого	2	4
94	отличается от	2	4
95	с этим	2	4
96	а в	4	4
97	и наконец	5	4
98	в то	4	4
99	здесь как	2	4
100	с ним	7	4
101	в связи	2	3
102	человека в	5	3
103	и более	2	3
104	независимо от	2	3
105	для всех	4	3
106	все они	2	3
107	и к	6	3
108	как мы	7	3
109	для него	7	3
110	и как	3	3
111	но все	5	3
112	связи с	3	3
113	в истории	11	3
114	глубоко и	3	3
115	конечно не	5	3
116	же и	2	3
117	в его	7	3
118	но она	2	3
119	что и	3	3
120	в зависимости	4	3
121	что в	3	3
122	в новое	4	3
123	бы и	3	3
124	в своем	6	3
125	т д	2	3
126	не было	2	3
127	для того	2	3
128	к нему	3	3
129	с другими	4	3
130	и на	4	3
131	к его	2	3
132	но как	2	3
133	в другом	2	3
134	зависимости от	4	3
135	как это	3	3
136	в области	2	3
137	как о	2	3
138	в смысловом	2	2
139	от нас	2	2
140	из себя	3	2
141	и непосредственно	2	2
142	однако в	2	2
143	для этого	4	2
144	стороны и	3	2
145	с его	7	2
146	сама по	3	2
147	речь о	2	2
148	в пределах	13	2
149	со всеми	2	2
150	на его	2	2
151	за пределы	2	2
152	как предмет	4	2
153	он не	2	2
154	к ней	2	2
155	все же	6	2
156	с ее	2	2
157	себя в	8	2
158	если оно	2	2
159	или менее	2	2
160	а именно	2	2
161	здесь уже	2	2
162	дело с	4	2
163	жизни в	2	2
164	но эта	2	2
165	того чтобы	2	2
166	ни к	2	2
167	с ними	5	2
168	в значительной	6	2
169	xix века	4	2
170	говорить о	3	2
171	во всем	4	2
172	далеко не	2	2
173	его в	4	2
174	дело в	2	2
175	к своему	9	2
176	в чем	3	2
177	более или	2	2
178	художественном образе	2	2
179	еще более	2	2
180	в романах	3	2
