N	2gram	Vygotskiy__2	Psycholo
1	то что	20	44
2	и в	15	33
3	в этом	19	28
4	как бы	7	25
5	и что	8	25
6	все время	3	24
7	потому что	7	24
8	для того	10	23
9	может быть	9	22
10	том что	27	22
11	того чтобы	12	22
12	что в	14	21
13	в том	33	21
14	о том	9	20
15	что он	12	20
16	и мы	2	15
17	только что	3	15
18	как это	6	14
19	что это	6	13
20	таким образом	14	13
21	и не	7	13
22	так же	4	13
23	сказать что	6	13
24	все это	4	13
25	к тому	7	12
26	в самом	11	12
27	и все	3	12
28	так как	4	12
29	было бы	10	12
30	если мы	6	12
31	самом деле	6	12
32	что все	4	11
33	он не	7	11
34	на то	6	10
35	говорит что	5	10
36	что она	3	10
37	не может	9	10
38	в его	2	10
39	если бы	8	10
40	в этой	6	9
41	по себе	7	9
42	как раз	4	9
43	то же	5	9
44	для этого	3	8
45	вместе с	6	8
46	в своем	9	7
47	для нас	4	7
48	и только	3	7
49	раз в	2	7
50	не только	15	7
51	когда он	3	7
52	показать что	5	7
53	перед нами	2	6
54	это не	5	6
55	в самой	3	6
56	что они	3	6
57	после этого	2	6
58	все эти	3	6
59	точки зрения	26	6
60	что мы	9	6
61	же самое	2	6
62	во время	3	6
63	у него	2	6
64	мы видим	4	6
65	мы должны	6	6
66	в сущности	9	6
67	на самом	3	6
68	а не	3	6
69	всякий раз	2	6
70	в себе	2	6
71	что эта	6	6
72	мы будем	3	5
73	казалось бы	8	5
74	никогда не	8	5
75	нисколько не	2	5
76	и как	2	5
77	в целом	10	5
78	целый ряд	2	5
79	мы не	10	5
80	что для	3	5
81	вовсе не	6	5
82	как он	6	5
83	полагает что	5	5
84	с ним	3	5
85	мы можем	10	5
86	с этим	3	5
87	связь с	2	5
88	как и	6	5
89	мы уже	6	5
90	и его	4	5
91	все же	4	5
92	заключается в	8	5
93	и это	3	5
94	и есть	2	4
95	в частности	6	4
96	что у	3	4
97	друг с	2	4
98	том чтобы	4	4
99	из них	3	4
100	а в	4	4
101	и других	2	4
102	того что	17	4
103	с этой	2	4
104	при помощи	4	4
105	к этому	4	4
106	об этом	3	4
107	утверждает что	3	4
108	в своей	4	4
109	ее в	2	4
110	как мы	6	4
111	с точки	18	4
112	той же	2	4
113	можно было	5	4
114	по поводу	4	4
115	этот вопрос	5	4
116	с другом	2	4
117	только в	4	4
118	в которой	4	4
119	не то	2	4
120	сама по	2	3
121	же как	2	3
122	что если	2	3
123	с одной	7	3
124	что оно	4	3
125	больше того	3	3
126	что именно	3	3
127	ни в	2	3
128	что его	4	3
129	которой мы	2	3
130	тот же	7	3
131	должно быть	2	3
132	не можем	3	3
133	одной стороны	7	3
134	но если	2	3
135	всяком случае	6	3
136	с ее	2	3
137	но и	10	3
138	и до	3	3
139	понятно что	2	3
140	тому чтобы	2	3
141	увидим что	2	3
142	в которых	3	3
143	их в	4	3
144	в первый	2	3
145	с но	8	3
146	во все	2	3
147	видит в	2	3
148	в основе	3	3
149	смысле этого	3	3
150	бы мы	2	3
151	в одном	2	3
152	идет о	3	3
153	говорить о	2	3
154	иметь случай	2	3
155	но не	3	3
156	от действительности	5	3
157	указывает на	2	3
158	и из	2	3
159	он говорит	3	3
160	речь идет	2	3
161	что и	2	3
162	так и	8	3
163	как в	4	3
164	во всей	5	3
165	тем самым	3	3
166	из которых	3	3
167	за то	2	3
168	к этой	3	3
169	и для	2	3
170	во всяком	7	3
171	от этого	2	3
172	тем что	2	3
173	этого слова	3	3
174	на этот	6	3
175	как только	2	2
176	уже в	5	2
177	бы и	3	2
178	самое что	2	2
179	столь же	2	2
180	с другой	6	2
181	из этих	4	2
182	на все	2	2
183	прежде всего	4	2
184	вопрос о	5	2
185	в такой	2	2
186	совершенно в	2	2
187	со всей	4	2
188	мы могли	4	2
189	исследований и	2	2
190	мы знаем	7	2
191	без всякого	2	2
192	но все	2	2
193	и другое	2	2
194	с такой	2	2
195	при этом	3	2
196	и той	2	2
197	в виду	6	2
198	все те	2	2
199	в котором	2	2
200	не является	9	2
201	точка зрения	3	2
202	но мы	3	2
203	в их	2	2
204	действия и	3	2
205	именно в	2	2
206	на одной	2	2
207	те же	3	2
208	ни малейшего	3	2
209	не имеет	4	2
210	в результате	3	2
211	больше чем	2	2
212	и с	4	2
213	во всем	2	2
214	могли бы	4	2
215	также и	2	2
216	не в	8	2
217	мы имеем	3	2
218	но в	6	2
219	с его	4	2
220	нас с	2	2
221	в них	4	2
222	лежит в	3	2
223	и к	6	2
224	о которых	3	2
225	по существу	5	2
226	представляет собой	2	2
227	что при	3	2
228	можно сказать	2	2
229	мы увидим	2	2
230	во всех	2	2
231	иначе говоря	2	2
232	самое важное	2	2
233	даже в	4	2
234	с таким	6	2
235	как говорит	2	2
236	принадлежит к	2	2
237	со стороны	3	2
238	с совершенной	2	2
239	будем иметь	2	2
240	а с	4	2
241	и эта	2	2
242	хотя бы	4	2
243	тому как	2	2
244	не надо	3	2
245	ничем не	3	2
246	думаем что	2	2
247	и ее	3	2
248	связи с	9	2
249	много раз	2	2
250	едва ли	7	2
251	не потому	2	2
252	ничего не	3	2
