N	2gram	Trubetskoy_1	Myslijsy
1	потому что	5	33
2	то что	13	29
3	может быть	9	26
4	таким образом	11	24
5	в том	17	23
6	и в	14	23
7	в этом	17	23
8	и не	19	18
9	что в	4	17
10	при этом	5	15
11	только в	5	15
12	для нас	2	14
13	как и	4	14
14	в себе	9	14
15	то же	11	14
16	того что	3	14
17	так как	4	14
18	если бы	6	13
19	том что	9	12
20	не было	3	12
21	а не	2	12
22	по себе	2	11
23	но и	10	11
24	не в	4	11
25	не может	22	11
26	и потому	3	10
27	по отношению	2	10
28	не только	9	10
29	тем что	3	10
30	мы можем	2	10
31	не есть	3	9
32	между тем	5	9
33	в своем	6	8
34	было бы	5	8
35	тогда когда	4	8
36	то это	3	8
37	о том	7	8
38	но в	2	8
39	с тем	6	7
40	что это	3	7
41	на то	5	7
42	в нем	5	7
43	что и	3	7
44	в силу	2	7
45	и что	2	7
46	и т	3	7
47	с этим	2	7
48	что такое	2	7
49	и к	6	6
50	для того	6	6
51	вместе с	4	6
52	так что	2	5
53	не можем	2	5
54	для него	6	5
55	таким же	3	5
56	в его	4	5
57	как бы	4	5
58	к нему	2	5
59	этом случае	3	5
60	что же	4	5
61	все это	6	5
62	должно быть	3	5
63	а в	5	5
64	с ним	2	5
65	во всяком	9	5
66	говорить о	3	5
67	и то	4	5
68	и более	2	4
69	что все	3	4
70	что он	6	4
71	тогда как	2	4
72	до сих	5	4
73	и о	2	4
74	от того	4	4
75	в котором	2	4
76	и тем	2	4
77	сих пор	5	4
78	на основании	2	4
79	да и	3	4
80	только на	2	4
81	тем самым	2	4
82	того чтобы	8	4
83	хотя бы	5	4
84	так же	2	4
85	в таком	2	4
86	точки зрения	11	4
87	в данном	7	4
88	в сознании	3	4
89	в то	10	4
90	если же	2	4
91	его в	4	4
92	а между	5	4
93	и с	7	4
94	том случае	4	3
95	и есть	2	3
96	никогда не	5	3
97	связи с	3	3
98	в этих	2	3
99	и состоит	2	3
100	с нею	3	3
101	и вместе	2	3
102	именно в	3	3
103	но это	2	3
104	не будет	7	3
105	же время	10	3
106	еще не	3	3
107	и если	7	3
108	мы уже	2	3
109	к тому	7	3
110	в самом	3	3
111	всяком случае	6	3
112	со стороны	4	3
113	и только	5	3
114	все эти	2	3
115	на самом	6	3
116	уже не	2	3
117	лишь в	3	3
118	самом деле	7	3
119	ко всем	3	3
120	и по	3	3
121	и на	5	3
122	это есть	2	3
123	этот вопрос	2	3
124	то в	3	3
125	их в	2	3
126	или от	2	3
127	даже и	2	3
128	с точки	9	3
129	и тот	2	3
130	только для	2	2
131	признать что	6	2
132	во время	2	2
133	не могут	4	2
134	состоит в	2	2
135	том же	2	2
136	и как	3	2
137	но даже	2	2
138	тому что	2	2
139	все что	4	2
140	из этих	3	2
141	точно так	2	2
142	представить себе	2	2
143	вопрос о	5	2
144	что может	3	2
145	том и	2	2
146	чтобы понять	2	2
147	из этого	3	2
148	от него	2	2
149	в большинстве	3	2
150	есть и	2	2
151	она не	2	2
152	в ней	2	2
153	он не	5	2
154	в мире	4	2
155	проявляется в	2	2
156	на том	3	2
157	конечно не	5	2
158	данном случае	3	2
159	указывает на	2	2
160	даже не	2	2
161	и для	6	2
162	в течение	2	2
163	именно на	2	2
164	из которых	5	2
165	и даже	2	2
166	не так	2	2
167	друг друга	3	2
168	в других	2	2
169	во многих	2	2
170	можно было	4	2
171	в глазах	2	2
172	в своих	6	2
173	бы ни	2	2
174	что только	2	2
175	в виде	3	2
176	время когда	2	2
177	и при	6	2
178	мы должны	7	2
179	но мы	3	2
180	это потому	2	2
181	в таких	2	2
182	большинстве случаев	2	2
183	быть и	2	2
184	в области	2	2
185	ни к	7	2
