N	2gram	Vinokur_Ku_2	FransuaR
1	и в	23	40
2	и его	3	17
3	прежде всего	8	16
4	в этом	18	15
5	не только	20	13
6	и не	16	13
7	в его	5	13
8	что в	10	12
9	вовсе не	9	12
10	как и	2	11
11	но и	7	11
12	таким образом	5	10
13	как мы	3	10
14	в них	4	9
15	и все	2	9
16	в сущности	9	9
17	может быть	15	9
18	он не	3	9
19	в том	19	8
20	и до	2	8
21	у него	3	8
22	все эти	12	8
23	и с	7	8
24	той же	2	8
25	и на	6	8
26	но в	11	8
27	в своем	2	7
28	то же	6	7
29	он и	2	7
30	в виду	3	7
31	к этому	4	6
32	же время	3	6
33	в самом	12	6
34	в своей	2	6
35	в той	2	6
36	связи с	3	6
37	в то	4	6
38	до конца	3	6
39	в году	2	5
40	как раз	3	5
41	в нем	4	5
42	то что	9	5
43	в связи	4	5
44	не было	4	5
45	те же	3	5
46	а не	10	5
47	и для	2	5
48	в своих	2	5
49	в особенности	4	5
50	в нашем	7	4
51	у нас	12	4
52	том что	11	4
53	смысле слова	2	4
54	было бы	15	4
55	в ней	3	4
56	и потому	2	4
57	а также	3	4
58	ни в	4	4
59	один из	5	4
60	в их	2	4
61	все это	5	4
62	так в	3	4
63	роль в	2	4
64	и о	4	4
65	в данном	4	4
66	того чтобы	11	4
67	и даже	2	4
68	также и	5	4
69	и здесь	5	4
70	за этим	2	4
71	так как	15	4
72	в области	11	4
73	только для	2	3
74	всех этих	3	3
75	если бы	12	3
76	в частности	2	3
77	и от	2	3
78	об этом	5	3
79	мы видели	2	3
80	но это	3	3
81	в этой	6	3
82	для этого	3	3
83	большей или	3	3
84	еще не	5	3
85	и есть	2	3
86	никак не	3	3
87	и следовательно	2	3
88	как бы	4	3
89	в таких	3	3
90	что и	3	3
91	вместе с	5	3
92	дело не	2	3
93	так и	4	3
94	как в	3	3
95	не может	9	3
96	а в	3	3
97	на самом	2	3
98	там где	5	3
99	самом деле	9	3
100	для того	9	3
101	к этой	3	3
102	для этой	2	3
103	но все	4	3
104	можно было	9	3
105	или меньшей	3	3
106	сказать что	4	3
107	между тем	6	3
108	тем что	3	3
109	при этом	2	3
110	же и	2	3
111	нуждается в	2	3
112	в отличие	2	3
113	в другом	2	3
114	только в	5	3
115	связанные с	2	3
116	в конце	4	3
117	здесь не	3	3
118	отличие от	2	3
119	слова в	6	2
120	не менее	7	2
121	уже в	3	2
122	еще и	2	2
123	хотя бы	9	2
124	с другой	8	2
125	это не	6	2
126	но здесь	2	2
127	одного из	2	2
128	это в	2	2
129	образом в	2	2
130	что он	5	2
131	и вот	5	2
132	можно сказать	4	2
133	мы знаем	4	2
134	все же	7	2
135	следовательно и	2	2
136	это и	3	2
137	в обычном	2	2
138	на этом	3	2
139	но не	6	2
140	очень часто	2	2
141	конечно не	2	2
142	в большей	3	2
143	и если	2	2
144	к нему	2	2
145	меньшей степени	3	2
146	по преимуществу	2	2
147	слова и	5	2
148	своего рода	4	2
149	в корне	2	2
150	данном случае	2	2
151	в форме	3	2
152	в нашей	4	2
153	в языке	10	2
154	и далее	2	2
155	или же	2	2
156	этом отношении	3	2
157	именно в	3	2
158	с помощью	7	2
159	здесь мы	2	2
160	лишь в	5	2
161	должны быть	2	2
162	и у	2	2
163	тем же	2	2
164	что для	2	2
165	рядом с	2	2
166	устной и	2	2
167	характер и	2	2
168	потому что	25	2
169	с этим	3	2
170	даже и	2	2
171	точки зрения	14	2
172	выражение в	3	2
173	и еще	2	2
174	по сравнению	2	2
175	его к	2	2
176	этого слова	5	2
177	и это	3	2
178	язык и	2	2
179	того же	3	2
