N	2gram	Bakhtin_sl_2	Marksizm
1	чужой речи	16	53
2	может быть	37	28
3	передачи чужой	8	24
4	и в	39	19
5	как бы	7	19
6	и не	22	19
7	не может	20	18
8	в процессе	13	18
9	точки зрения	8	17
10	то же	4	16
11	и его	33	16
12	языка и	9	15
13	как мы	7	15
14	в этом	16	15
15	таким образом	8	14
16	лишь в	3	14
17	в сущности	6	14
18	так сказать	6	14
19	чужого слова	40	13
20	не только	24	13
21	с точки	3	13
22	речи и	3	13
23	связи с	3	13
24	чужого высказывания	2	13
25	в нем	19	11
26	вовсе не	10	11
27	не в	9	10
28	в пределах	13	10
29	но и	21	10
30	том что	5	10
31	так и	15	10
32	и т.п	2	10
33	для него	7	9
34	при этом	7	9
35	в основе	4	9
36	языка как	7	9
37	как и	6	9
38	на почве	4	9
39	а не	14	9
40	слова в	13	8
41	же время	4	8
42	по отношению	4	8
43	в то	4	8
44	с его	7	8
45	чужое слово	10	8
46	отношению к	4	8
47	только в	5	8
48	никогда не	7	7
49	в связи	2	7
50	в том	5	7
51	его в	4	7
52	но в	6	7
53	и более	2	7
54	прежде всего	8	7
55	одна из	4	7
56	чужую речь	2	7
57	в языке	2	7
58	и для	5	7
59	в таком	4	7
60	язык как	3	6
61	в смысле	4	6
62	ни в	4	6
63	и как	3	6
64	в свою	3	6
65	того чтобы	2	6
66	форм передачи	4	6
67	с помощью	4	6
68	и все	5	6
69	между тем	3	6
70	более того	2	6
71	мы уже	2	6
72	во всех	12	6
73	слова и	8	6
74	быть и	3	6
75	для того	2	6
76	хотя бы	3	6
77	свою очередь	2	5
78	в большинстве	6	5
79	или иной	5	5
80	в контексте	3	5
81	к нему	3	5
82	в форме	2	5
83	в их	2	5
84	как слово	2	5
85	и на	4	5
86	и здесь	2	5
87	большинстве случаев	5	5
88	в его	7	5
89	все же	6	5
90	в той	4	5
91	в данном	2	5
92	отношении к	4	5
93	должна быть	3	4
94	в отношении	4	4
95	это не	5	4
96	слова о	2	4
97	о слове	7	4
98	той или	5	4
99	то что	2	4
100	мы видели	2	4
101	и их	5	4
102	значение в	2	4
103	влияние на	2	4
104	с ними	5	4
105	сказать что	3	4
106	чужого языка	6	4
107	что он	2	4
108	конечно не	5	4
109	точном смысле	2	4
110	в основном	4	4
111	в точном	2	4
112	в слове	6	4
113	в себе	2	4
114	языкового сознания	7	3
115	перед нами	3	3
116	громадное значение	2	3
117	в этих	7	3
118	язык не	4	3
119	с другой	5	3
120	и от	3	3
121	одной стороны	5	3
122	в ней	3	3
123	слове и	2	3
124	за пределы	2	3
125	со всею	3	3
126	его и	2	3
127	а в	4	3
128	с этим	2	3
129	с одной	5	3
130	что оно	4	3
131	все эти	6	3
132	в другом	2	3
133	языка в	6	3
134	не было	2	3
135	в истории	11	3
136	в языковом	2	3
137	о том	2	3
138	так как	4	3
139	оно может	2	3
140	слово в	11	3
141	слова на	3	3
142	по себе	5	3
143	конечно в	2	3
144	в различных	2	3
145	мы сказали	2	3
146	связано с	3	3
147	слов и	3	3
148	до сих	2	3
149	еще не	7	3
150	он не	2	3
151	слово для	3	3
152	что и	3	3
153	в отличие	12	3
154	на материале	2	3
155	слово и	5	3
156	менее всего	2	3
157	той же	3	3
158	с другими	4	3
159	языка не	4	3
160	во всяком	3	3
161	могут быть	7	3
162	отличие от	13	3
163	сих пор	2	3
164	уже в	2	2
165	независимо от	2	2
166	что в	3	2
167	в нашем	2	2
168	точку зрения	3	2
169	данного языка	2	2
170	не знает	2	2
171	в собственном	3	2
172	оно уже	2	2
173	разрыв между	3	2
174	узком смысле	4	2
175	передачи чужого	6	2
176	более или	2	2
177	в узком	4	2
178	лишь при	2	2
179	как о	2	2
180	до конца	17	2
181	из важнейших	2	2
182	значительной степени	6	2
183	идеологического творчества	3	2
184	одним из	2	2
185	всяком случае	2	2
186	и непосредственно	2	2
187	в зависимости	4	2
188	жизни и	6	2
189	слово как	7	2
190	в своем	6	2
191	имеет дело	2	2
192	в особенности	3	2
193	языке как	3	2
194	отношения к	4	2
195	именно в	2	2
196	они не	2	2
197	и даже	7	2
198	рядом с	3	2
199	конечно и	2	2
200	в более	2	2
201	установкой на	3	2
202	и с	9	2
203	даже и	4	2
204	именно как	2	2
205	xix века	4	2
206	прямо сказать	3	2
207	к его	2	2
208	но как	2	2
209	слова при	2	2
210	то есть	26	2
211	иной степени	3	2
212	или как	4	2
213	стремится к	3	2
214	установка на	2	2
215	у него	3	2
216	и чужого	2	2
217	языка а	5	2
218	стороны и	3	2
219	не с	3	2
220	формах передачи	2	2
221	в идеологическом	2	2
222	зависимости от	4	2
223	но не	6	2
224	на границе	2	2
225	здесь в	3	2
226	и идеологически	2	2
227	мы увидим	2	2
228	и потому	7	2
229	и особенно	2	2
230	должен быть	2	2
231	себя в	8	2
232	собственном смысле	3	2
233	или менее	2	2
234	и речи	2	2
235	всем этим	2	2
236	еще более	2	2
237	здесь как	2	2
238	в значительной	6	2
239	к проблеме	3	2
240	мы не	2	2
241	говорящего и	2	2
242	или в	2	2
243	слова как	2	2
244	в виде	2	2
245	на протяжении	2	2
246	может стать	2	2
247	далеко не	2	2
248	там где	6	2
249	только с	2	2
250	от него	5	2
251	из него	2	2
252	вместе с	2	2
