N	2gram	Tiupa_Disk_1	Myshleni
1	в том	23	42
2	том что	19	35
3	в процессе	5	27
4	таким образом	3	25
5	точки зрения	3	24
6	в этом	15	24
7	в качестве	34	21
8	и в	16	20
9	что в	4	19
10	заключается в	3	18
11	в основе	7	17
12	то же	7	16
13	то что	5	15
14	не только	28	15
15	как мы	2	13
16	с другой	10	12
17	при этом	13	12
18	в их	5	12
19	потому что	4	12
20	может быть	17	12
21	в целом	4	11
22	в его	7	11
23	того что	3	10
24	в истории	4	10
25	в себе	7	10
26	только в	7	10
27	слова в	2	9
28	и как	6	9
29	одной стороны	9	9
30	но и	14	9
31	другой стороны	3	9
32	с одной	9	9
33	между тем	4	9
34	как и	16	9
35	того же	3	9
36	что и	3	9
37	и не	11	8
38	и тем	2	8
39	и что	2	8
40	как бы	5	7
41	же самое	2	7
42	в своей	5	7
43	а не	22	7
44	тем что	3	7
45	могут быть	4	7
46	уже в	2	6
47	одного и	2	6
48	к тому	5	6
49	тому же	5	6
50	такого рода	4	6
51	в самом	3	6
52	не может	9	6
53	и на	5	6
54	сказать что	3	6
55	по своей	11	6
56	что он	4	6
57	в силу	5	6
58	перед нами	3	5
59	в частности	9	5
60	никогда не	2	5
61	целый ряд	2	5
62	это не	3	5
63	в действительности	3	5
64	не является	4	5
65	и его	2	5
66	между собой	2	5
67	с этим	3	5
68	и к	4	5
69	все же	3	5
70	и того	3	5
71	о том	8	5
72	так и	8	5
73	как в	10	5
74	в своем	6	4
75	как уже	3	4
76	в ходе	3	4
77	что с	2	4
78	по мере	2	4
79	из них	3	4
80	на том	2	4
81	роль в	7	4
82	состоит в	9	4
83	к этому	2	4
84	по выражению	2	4
85	по своему	3	4
86	в сущности	2	4
87	не в	7	4
88	во всяком	2	4
89	на этом	2	3
90	не менее	2	3
91	в какой	2	3
92	в этой	2	3
93	одной из	4	3
94	в виду	2	3
95	один из	3	3
96	со стороны	7	3
97	именно в	3	3
98	столь же	3	3
99	на его	4	3
100	к которому	2	3
101	но в	8	3
102	отнюдь не	8	3
103	и во	2	3
104	различие между	2	3
105	представляет собой	17	3
106	но не	11	3
107	себя в	2	3
108	когда он	2	3
109	научного мышления	3	3
110	приводит к	2	3
111	внимание на	4	3
112	одновременно с	2	3
113	связи с	4	3
114	в равной	2	3
115	том числе	2	2
116	числе и	2	2
117	в каждом	2	2
118	прежде всего	11	2
119	свою очередь	3	2
120	в свою	3	2
121	для него	4	2
122	том чтобы	2	2
123	одним из	2	2
124	в нем	9	2
125	данном случае	2	2
126	отличается от	2	2
127	в отличие	5	2
128	они не	2	2
129	а в	5	2
130	опирается на	2	2
131	также и	3	2
132	в данном	5	2
133	но как	2	2
134	в начале	2	2
135	понятие о	3	2
136	мы имеем	2	2
137	влияния на	2	2
138	но они	2	2
139	это в	2	2
140	стороны и	2	2
141	в историческом	2	2
142	указывает на	2	2
143	еще не	14	2
144	в данной	3	2
145	как показывает	2	2
146	далеко не	10	2
147	а также	8	2
148	не есть	2	2
149	мысли и	2	2
150	ли не	3	2
151	и т.п	12	2
152	к мысли	2	2
153	тогда как	19	2
154	а с	5	2
155	и он	2	2
156	тому как	3	2
157	подобно тому	2	2
158	и т.д	4	2
159	рассматривать как	2	2
160	едва ли	2	2
161	в значении	2	2
162	отличие от	5	2
