N	2gram	Vinokur_Ku_1	Literetu
1	и не	12	22
2	тогда как	2	17
3	и в	24	16
4	при этом	6	15
5	не только	10	14
6	но и	6	14
7	в этом	14	14
8	а не	8	12
9	то что	9	12
10	может быть	13	12
11	в том	30	12
12	в частности	4	11
13	не в	11	10
14	то же	8	9
15	так и	7	9
16	того что	9	9
17	в то	2	9
18	том что	21	8
19	не может	7	8
20	к себе	4	8
21	в этой	3	8
22	как бы	7	8
23	в противовес	3	7
24	в своей	2	7
25	же время	2	7
26	со стороны	4	7
27	тем самым	4	7
28	точки зрения	14	7
29	только в	11	7
30	с его	4	6
31	состоит в	3	6
32	с другой	7	6
33	к тому	5	6
34	еще не	5	6
35	в его	12	6
36	и его	5	6
37	в себе	3	6
38	о том	9	6
39	в качестве	7	5
40	это не	7	5
41	что он	6	5
42	как и	2	5
43	соответствии с	3	5
44	лишь в	2	5
45	в целом	4	5
46	вместе с	7	5
47	как в	4	5
48	а именно	2	5
49	а в	5	5
50	этом отношении	5	5
51	именно в	6	5
52	что я	2	5
53	но не	5	4
54	в рамках	4	4
55	никогда не	2	4
56	даже в	3	4
57	по существу	4	4
58	до конца	2	4
59	и если	3	4
60	и для	2	4
61	одним из	2	4
62	хотя и	3	4
63	отношению к	9	4
64	из них	4	4
65	не говоря	2	4
66	по отношению	8	4
67	должно быть	3	4
68	в данном	4	4
69	одно из	2	4
70	в одном	3	4
71	прежде всего	9	3
72	в г	3	3
73	в соответствии	3	3
74	и как	2	3
75	разумеется не	4	3
76	о чем	2	3
77	например в	5	3
78	на его	3	3
79	в самом	10	3
80	в сторону	2	3
81	и а	2	3
82	в слове	2	3
83	однако не	6	3
84	и тем	2	3
85	но уже	5	3
86	бы и	2	3
87	уже не	8	3
88	самом деле	9	3
89	с точки	9	3
90	как на	3	3
91	той же	3	3
92	не случайно	6	3
93	потому что	23	3
94	в иных	2	3
95	там где	4	3
96	как это	3	3
97	в области	7	3
98	но в	2	3
99	между тем	5	3
100	что в	17	2
101	не менее	7	2
102	если бы	9	2
103	так или	2	2
104	по большей	2	2
105	как о	2	2
106	оно не	3	2
107	с этой	2	2
108	я не	2	2
109	не всегда	2	2
110	не знаю	2	2
111	вопрос о	2	2
112	по себе	2	2
113	большей части	2	2
114	на то	4	2
115	или иной	3	2
116	в нем	4	2
117	же в	4	2
118	у нас	10	2
119	и при	2	2
120	связи с	7	2
121	а на	2	2
122	того же	4	2
123	во втором	2	2
124	в свою	3	2
125	можно сказать	3	2
126	было бы	15	2
127	что не	5	2
128	несмотря на	3	2
129	от себя	2	2
130	том чтобы	8	2
131	о нем	2	2
132	к жизни	2	2
133	один из	4	2
134	еще один	2	2
135	не с	3	2
136	то это	3	2
137	что и	4	2
138	все же	12	2
139	когда он	3	2
140	но еще	3	2
141	и тогда	4	2
142	внимание на	4	2
143	так же	4	2
144	как раз	8	2
145	как например	2	2
146	если не	3	2
147	еще и	5	2
148	но с	2	2
149	целом и	2	2
150	того чтобы	17	2
151	для того	16	2
152	другой стороны	6	2
153	и даже	3	2
154	или иначе	2	2
155	с ними	4	2
156	и на	4	2
157	и с	5	2
158	тем что	8	2
159	на себя	3	2
160	xix века	5	2
161	могли бы	2	2
162	и вовсе	5	2
163	в первом	3	2
164	и потому	4	2
165	здесь не	3	2
166	здесь как	2	2
167	ее в	2	2
