N	2gram	Potebnia_M_4	Istorich
1	и в	23	28
2	может быть	26	25
3	и т	7	25
4	т д	3	22
5	не может	11	15
6	а не	12	15
7	никогда не	3	14
8	для нас	14	13
9	мы должны	2	13
10	мы имеем	4	13
11	что в	17	12
12	то же	14	12
13	не только	10	12
14	мы видим	2	11
15	только в	15	11
16	что он	4	10
17	но и	11	10
18	мы не	8	10
19	и что	7	10
20	в том	23	9
21	о том	8	9
22	то что	29	9
23	и не	18	9
24	не в	11	9
25	так и	6	9
26	что это	7	8
27	не всегда	3	8
28	в лес	6	8
29	если бы	13	8
30	таким образом	24	8
31	в этом	23	8
32	но в	8	8
33	в этих	3	7
34	это не	7	7
35	том что	12	7
36	здесь мы	2	7
37	еще не	3	7
38	было бы	8	7
39	в ней	2	7
40	и др	2	7
41	а в	5	7
42	этот вопрос	3	7
43	так же	4	7
44	и здесь	2	7
45	что мы	10	7
46	с другой	2	6
47	не менее	5	6
48	к тому	3	6
49	тем не	4	6
50	видно что	4	6
51	что и	7	6
52	его в	4	6
53	так как	14	6
54	вместе с	6	6
55	в одном	4	5
56	вопрос о	2	5
57	в силу	7	5
58	до сих	4	5
59	например в	3	5
60	что она	2	5
61	дело не	2	5
62	сих пор	4	5
63	в своем	8	5
64	можно было	2	5
65	их в	3	5
66	сказать что	8	5
67	в его	5	5
68	все это	5	4
69	с тем	7	4
70	связи с	3	4
71	там где	3	4
72	превращается в	2	4
73	на то	7	4
74	об этом	2	4
75	так что	5	4
76	но это	3	4
77	в большинстве	2	4
78	даже в	2	4
79	один из	2	4
80	другими словами	8	4
81	а именно	4	4
82	так в	3	4
83	с этим	7	4
84	как и	14	4
85	того что	14	4
86	должны быть	3	4
87	и даже	2	4
88	хотя бы	4	4
89	и для	2	4
90	и с	4	4
91	и на	3	4
92	к ним	2	4
93	потому что	33	4
94	то мы	3	4
95	могут быть	7	4
96	находится в	5	4
97	все эти	3	4
98	большинстве случаев	2	4
99	не то	5	4
100	я не	2	3
101	во время	2	3
102	не как	2	3
103	точно так	2	3
104	в образе	2	3
105	по себе	11	3
106	не с	2	3
107	на котором	4	3
108	именно в	3	3
109	при этом	15	3
110	не можем	5	3
111	что например	3	3
112	выше мы	2	3
113	и их	3	3
114	в котором	4	3
115	и по	3	3
116	то это	8	3
117	отношению к	8	3
118	того как	6	3
119	что же	5	3
120	связь между	3	3
121	уже не	3	3
122	и его	2	3
123	если мы	2	3
124	как мы	2	3
125	из которых	2	3
126	есть только	5	3
127	же самое	4	3
128	по отношению	10	3
129	тем что	10	3
130	в то	4	3
131	могли бы	4	3
132	эта мысль	2	3
133	не существует	2	2
134	что от	2	2
135	на вопрос	4	2
136	только для	2	2
137	не могут	2	2
138	самого начала	2	2
139	по мере	7	2
140	столь же	2	2
141	но так	2	2
142	вопрос почему	2	2
143	то он	2	2
144	можно видеть	2	2
145	и потому	10	2
146	между ними	4	2
147	вовсе не	7	2
148	значение и	2	2
149	но мы	2	2
150	это значение	2	2
151	в ее	2	2
152	и как	2	2
153	само по	5	2
154	быть назван	3	2
155	мере того	4	2
156	для него	5	2
157	тот же	2	2
158	и тот	3	2
159	мысль о	6	2
160	в действительности	3	2
161	и мы	5	2
162	и если	3	2
163	что не	6	2
164	мы в	3	2
165	никто не	2	2
166	что такое	7	2
167	с ним	5	2
168	и когда	2	2
169	когда например	2	2
170	как бы	5	2
171	не вполне	2	2
172	в таких	2	2
173	как оно	2	2
174	и тем	4	2
175	в нем	7	2
176	это было	2	2
177	не есть	9	2
178	но уже	3	2
179	не знаем	2	2
180	пока не	2	2
181	в понятие	2	2
182	конечно не	2	2
183	указывает на	2	2
184	со стороны	3	2
185	как в	7	2
186	в ту	2	2
187	мы хотим	2	2
188	даже не	2	2
189	то и	4	2
190	и только	3	2
191	на ступени	2	2
192	он не	2	2
193	образом мы	3	2
194	в виде	2	2
195	там же	3	2
196	и другое	2	2
197	именно на	2	2
198	этих случаях	2	2
199	на этот	2	2
200	не так	2	2
201	должно быть	5	2
202	во многих	2	2
203	нас в	2	2
204	ни к	2	2
205	между тем	9	2
206	можно назвать	2	2
207	в себе	14	2
208	бы в	2	2
209	один и	5	2
210	что если	6	2
211	при помощи	3	2
212	из этого	2	2
213	ведет к	3	2
214	в высокой	2	2
215	на нее	3	2
216	когда мы	6	2
217	в области	2	2
218	тогда когда	8	2
