N	2gram	Trubetskoy_1	Formalny
1	и не	8	30
2	вовсе не	2	28
3	и в	23	27
4	может быть	16	25
5	не может	17	24
6	так и	10	21
7	таким образом	31	18
8	в этом	12	18
9	точки зрения	13	16
10	самом деле	12	16
11	в нем	3	15
12	в процессе	2	15
13	то же	4	15
14	между ними	2	15
15	на самом	7	14
16	как и	9	14
17	с точки	8	14
18	не в	8	12
19	если бы	8	12
20	и от	5	11
21	в самом	8	11
22	в жизни	3	11
23	но и	9	10
24	не могут	4	10
25	лишь в	5	9
26	так как	7	9
27	не только	7	9
28	так же	8	9
29	что в	8	8
30	при этом	9	8
31	как бы	10	8
32	отнюдь не	2	8
33	и все	7	8
34	то что	18	8
35	как мы	2	8
36	только в	6	8
37	не менее	7	7
38	в том	30	7
39	же время	2	7
40	все это	11	7
41	потому что	9	7
42	в то	6	7
43	его в	5	7
44	между тем	12	7
45	с тем	2	7
46	совершенно не	3	7
47	в его	5	7
48	если мы	4	7
49	тем же	2	7
50	с другой	6	6
51	всяком случае	2	6
52	все эти	19	6
53	в своих	2	6
54	бы в	3	6
55	но в	4	6
56	что он	7	6
57	еще не	5	6
58	было бы	3	6
59	все же	13	6
60	хотя бы	4	6
61	и для	6	6
62	в данном	3	6
63	во всяком	2	6
64	и ее	2	6
65	вместе с	6	6
66	независимо от	2	5
67	никогда не	4	5
68	ни было	2	5
69	в дальнейшем	2	5
70	что они	2	5
71	того чтобы	8	5
72	и их	5	5
73	друг друга	2	5
74	другой стороны	5	5
75	в ней	3	5
76	в результате	9	5
77	в истории	3	5
78	но не	2	5
79	и потому	3	5
80	что же	2	5
81	сводится к	2	5
82	связи с	4	5
83	если же	3	5
84	то ни	3	4
85	прежде всего	3	4
86	к тому	8	4
87	мы знаем	10	4
88	для того	8	4
89	мы видели	2	4
90	бы то	2	4
91	в целом	5	4
92	жизни и	2	4
93	данном случае	3	4
94	в связи	3	4
95	они не	2	4
96	и те	2	4
97	о том	7	4
98	мы можем	6	4
99	между собой	4	4
100	следует что	2	4
101	тогда когда	3	4
102	не есть	2	4
103	том что	19	4
104	социальной жизни	4	4
105	она не	2	4
106	конечно не	3	4
107	из этого	6	4
108	же как	3	3
109	что это	5	3
110	в этих	3	3
111	тому что	2	3
112	столь же	5	3
113	это не	3	3
114	в конце	4	3
115	те же	2	3
116	вследствие этого	2	3
117	для нас	3	3
118	мы и	2	3
119	между людьми	2	3
120	должна быть	5	3
121	того что	6	3
122	имеет место	2	3
123	одним из	4	3
124	в виду	2	3
125	только то	2	3
126	этот процесс	2	3
127	по отношению	9	3
128	и что	8	3
129	в которых	2	3
130	и на	6	3
131	их в	2	3
132	и с	5	3
133	в основе	2	3
134	и более	2	3
135	в них	2	3
136	ясно что	8	3
137	у нас	3	3
138	того же	9	3
139	мы уже	4	3
140	во всех	10	3
141	отношению к	9	3
142	а и	8	3
143	всех других	2	3
144	жизнь и	3	3
145	в себе	5	3
146	эти элементы	2	2
147	в сторону	2	2
148	для этого	7	2
149	но так	2	2
150	на все	5	2
151	ее и	3	2
152	исторического развития	2	2
153	всех этих	4	2
154	такой же	2	2
155	в этой	6	2
156	на этом	2	2
157	очевидно что	3	2
158	он считает	2	2
159	в общем	6	2
160	ни для	2	2
161	но для	2	2
162	но если	2	2
163	в котором	2	2
164	только один	2	2
165	об эволюции	4	2
166	из них	5	2
167	от того	3	2
168	отличается от	6	2
169	в своем	10	2
170	и только	2	2
171	в самой	2	2
172	у них	6	2
173	одной и	2	2
174	возможно лишь	2	2
175	знаем что	8	2
176	из этих	8	2
177	конце концов	4	2
178	именно потому	2	2
179	только не	2	2
180	же что	2	2
181	в такой	4	2
182	к этому	5	2
183	из одного	2	2
184	данный момент	4	2
185	с ее	2	2
186	говорить о	2	2
187	а к	2	2
188	то в	2	2
189	так чтобы	2	2
190	одна из	2	2
191	от него	3	2
192	мы должны	4	2
193	и из	2	2
194	в сущности	2	2
195	таким же	3	2
196	этого слова	2	2
197	на почве	3	2
198	даже в	3	2
199	что и	7	2
200	тем не	4	2
201	как не	2	2
202	из элементов	7	2
203	на земле	3	2
204	лишь тогда	2	2
205	в таком	4	2
206	не понимают	2	2
207	ту же	2	2
208	то из	3	2
209	и это	3	2
210	отличие от	3	2
211	в области	4	2
212	в эту	2	2
