N	2gram	Bakhtin_Fr_2	Istorich
1	и в	49	24
2	что он	3	21
3	не только	17	21
4	может быть	5	14
5	не может	7	14
6	в этих	4	13
7	что в	2	13
8	в этом	15	12
9	но и	13	11
10	у него	2	10
11	том что	4	10
12	а в	4	10
13	и другие	2	9
14	с другой	4	9
15	все же	7	9
16	о том	3	9
17	еще не	2	8
18	все это	9	8
19	другой стороны	3	8
20	то же	7	8
21	так как	6	8
22	один из	7	7
23	в том	3	7
24	мы видели	3	7
25	одна из	4	7
26	в первую	2	7
27	во всех	6	7
28	то что	6	7
29	вместе с	2	7
30	к нему	3	7
31	таким образом	7	7
32	тем что	4	6
33	всех этих	3	6
34	как и	11	6
35	так же	2	6
36	но не	5	6
37	в нем	9	6
38	и все	3	6
39	во время	12	6
40	только в	13	6
41	в тех	2	5
42	одной стороны	3	5
43	отношение к	8	5
44	так и	6	5
45	с одной	3	5
46	с ним	4	5
47	ничего не	2	5
48	имеем в	2	5
49	там где	4	5
50	но в	4	5
51	никогда не	5	4
52	вовсе не	10	4
53	по существу	2	4
54	но все	4	4
55	при этом	5	4
56	одной из	2	4
57	мы уже	6	4
58	как бы	11	4
59	в их	2	4
60	и не	15	4
61	так в	3	4
62	точки зрения	6	4
63	мы должны	2	4
64	мы можем	2	4
65	уже в	5	3
66	с его	5	3
67	в качестве	2	3
68	в них	13	3
69	превращается в	3	3
70	но они	3	3
71	на то	2	3
72	в дальнейшем	2	3
73	что они	2	3
74	в обряде	2	3
75	себе и	2	3
76	связано с	2	3
77	сих пор	4	3
78	ее в	2	3
79	как мы	7	3
80	и становится	2	3
81	видеть в	2	3
82	и даже	2	3
83	и его	17	3
84	но это	2	3
85	хотя и	2	3
86	он дает	2	3
87	из этих	5	3
88	связи с	2	3
89	в конце	2	3
90	того как	2	3
91	на земле	3	2
92	думать что	2	2
93	та же	2	2
94	но здесь	3	2
95	прежде всего	19	2
96	в одну	2	2
97	в литературе	6	2
98	в целях	2	2
99	в то	6	2
100	ни в	3	2
101	в ее	3	2
102	без всякого	2	2
103	связаны с	2	2
104	связанные с	2	2
105	так например	2	2
106	в форме	4	2
107	тот же	5	2
108	было бы	3	2
109	на его	2	2
110	в самом	3	2
111	и эта	2	2
112	и о	4	2
113	к ней	2	2
114	в основном	5	2
115	и др	9	2
116	направлен на	3	2
117	другими словами	3	2
118	связь с	3	2
119	вплоть до	2	2
120	здесь не	2	2
121	в связи	2	2
122	в особенности	5	2
123	характерно что	2	2
124	там же	2	2
125	мы здесь	2	2
126	всех других	2	2
127	можно найти	2	2
128	очень много	2	2
129	сказать что	6	2
130	из них	3	2
131	но он	6	2
132	и на	17	2
133	во всем	3	2
134	и после	2	2
135	все эти	7	2
136	и это	3	2
137	должен был	2	2
138	видит в	3	2
139	до сих	4	2
