N	2gram	Bakhtin_sl_1	Komedia
1	и в	41	22
2	том что	2	12
3	в том	3	11
4	но и	16	11
5	не только	16	10
6	из них	3	10
7	в то	14	10
8	как и	4	9
9	и т	28	9
10	может быть	14	9
11	в одном	2	8
12	таким образом	9	8
13	и не	16	8
14	и его	14	8
15	о том	3	8
16	и других	3	7
17	в отношении	6	6
18	одного из	2	6
19	к тому	3	6
20	такого рода	2	6
21	и по	2	6
22	то же	14	6
23	не в	7	6
24	а в	6	6
25	в которой	4	6
26	с другой	5	5
27	прежде всего	8	5
28	при этом	6	5
29	со своим	5	5
30	в его	13	5
31	один из	4	5
32	на его	8	5
33	в истории	3	5
34	так и	11	5
35	как в	8	5
36	все это	5	5
37	другой стороны	4	5
38	то время	2	5
39	и даже	6	5
40	потому что	2	5
41	т п	23	5
42	между тем	2	5
43	именно в	3	4
44	в их	4	4
45	к этому	2	4
46	как мы	8	4
47	в другом	2	4
48	на протяжении	2	4
49	что они	2	4
50	в качестве	3	4
51	же время	12	4
52	а также	2	4
53	в котором	2	4
54	в нем	30	4
55	так в	2	4
56	т д	5	4
57	время как	2	4
58	в результате	3	4
59	точки зрения	16	4
60	так как	3	4
61	но в	8	4
62	же как	2	3
63	и одновременно	2	3
64	в них	6	3
65	на всю	3	3
66	у нас	2	3
67	по своему	2	3
68	здесь в	4	3
69	одной стороны	4	3
70	и сам	3	3
71	одной из	3	3
72	и у	2	3
73	в частности	2	3
74	и о	2	3
75	у него	3	3
76	хотя и	2	3
77	он не	3	3
78	даже в	2	3
79	все же	7	3
80	в целом	2	3
81	отношение к	7	3
82	так же	2	3
83	с одной	4	3
84	мы не	2	3
85	как раз	2	3
86	и на	14	3
87	или вовсе	2	3
88	в этом	12	3
89	и с	4	3
90	в виде	2	3
91	могут быть	19	3
92	и ее	3	3
93	только в	6	3
94	и все	4	3
95	его в	3	3
96	ничего не	4	3
97	в сознании	2	3
98	в известном	2	2
99	и здесь	3	2
100	ни было	2	2
101	одному из	2	2
102	для них	2	2
103	за пределы	4	2
104	связанные с	3	2
105	столь же	2	2
106	и во	3	2
107	и мир	5	2
108	на все	2	2
109	вовсе не	7	2
110	образом в	3	2
111	в свою	3	2
112	точек зрения	5	2
113	мы найдем	3	2
114	одна из	2	2
115	на которые	2	2
116	на этом	2	2
117	но не	2	2
118	того же	6	2
119	время и	2	2
120	до конца	12	2
121	до сих	2	2
122	еще не	4	2
123	было бы	3	2
124	в самом	5	2
125	всяком случае	5	2
126	и тем	2	2
127	с ее	4	2
128	или менее	3	2
129	при всем	3	2
130	в сущности	13	2
131	не может	14	2
132	в других	3	2
133	к нему	5	2
134	почти всегда	3	2
135	или в	8	2
136	нас в	2	2
137	и формы	4	2
138	во всяком	7	2
139	но он	2	2
140	в себе	3	2
141	ту же	4	2
142	сих пор	2	2
