N	2gram	Losev_Prob_4	Myslijsy
1	потому что	15	46
2	то есть	27	34
3	в том	20	32
4	и в	20	30
5	может быть	9	28
6	то же	7	23
7	не только	24	21
8	только в	23	21
9	для нас	6	20
10	но и	14	19
11	том что	12	18
12	то что	15	18
13	что в	3	17
14	не есть	12	17
15	по себе	11	16
16	в себе	12	16
17	в сознании	3	15
18	не в	13	15
19	и не	28	15
20	а не	7	15
21	таким образом	8	14
22	что и	3	13
23	так как	5	13
24	точно так	3	12
25	вместе с	5	12
26	а в	4	12
27	если бы	8	12
28	так и	10	11
29	как и	6	10
30	как в	5	10
31	и что	2	10
32	в этом	9	10
33	в то	4	10
34	для него	3	9
35	было бы	14	9
36	в нем	5	9
37	мы не	7	9
38	в самом	2	8
39	в ней	7	8
40	что не	4	8
41	только что	2	8
42	что мы	3	8
43	и то	2	8
44	и без	6	7
45	с другой	7	7
46	вовсе не	21	7
47	к тому	3	7
48	как мы	3	7
49	так что	6	7
50	с тем	4	7
51	но не	5	7
52	есть не	6	7
53	тем самым	4	7
54	тем что	3	7
55	что он	8	6
56	но это	6	6
57	с этим	4	6
58	из них	3	6
59	между собою	2	6
60	то это	3	6
61	указывает на	4	6
62	то и	5	6
63	не может	5	6
64	там же	2	6
65	уже не	5	6
66	не имеет	4	6
67	образ и	2	6
68	с ним	4	6
69	уже в	4	5
70	независимо от	3	5
71	в них	5	5
72	по крайней	6	5
73	в каком	6	5
74	и как	3	5
75	в своем	3	5
76	еще не	7	5
77	крайней мере	6	5
78	и тем	7	5
79	не менее	10	5
80	есть только	2	5
81	с другими	3	5
82	сказать что	7	5
83	сам по	6	5
84	и т	4	5
85	к ней	2	5
86	до того	2	4
87	что это	2	4
88	перестает быть	2	4
89	столь же	2	4
90	и от	6	4
91	что именно	2	4
92	в смысле	5	4
93	есть ни	2	4
94	все это	9	4
95	то время	2	4
96	в его	3	4
97	относится к	2	4
98	была бы	2	4
99	в котором	2	4
100	тем более	4	4
101	не к	2	4
102	другой стороны	6	4
103	есть нечто	9	4
104	и его	10	4
105	он не	2	4
106	не было	3	4
107	если не	3	4
108	все равно	3	4
109	для того	3	4
110	и по	2	4
111	мы должны	3	4
112	далеко не	2	4
113	и это	2	4
114	и потому	7	4
115	в каждой	3	4
116	не существует	5	3
117	этого не	2	3
118	не говоря	3	3
119	и есть	4	3
120	прежде всего	11	3
121	и все	8	3
122	представить себе	2	3
123	образ который	2	3
124	а только	6	3
125	и понятия	2	3
126	тем не	10	3
127	именно в	7	3
128	есть в	7	3
129	более или	2	3
130	не будет	2	3
131	мы можем	3	3
132	можно сказать	5	3
133	при этом	6	3
134	и может	2	3
135	ни о	4	3
136	действительности и	5	3
137	никак не	4	3
138	что она	4	3
139	как бы	4	3
140	никто не	2	3
141	для себя	2	3
142	каждой из	2	3
143	или менее	2	3
144	только на	2	3
145	человеческой жизни	5	3
146	и тогда	2	3
147	том смысле	2	3
148	т д	3	3
149	от нас	2	3
150	в одно	6	3
151	того чтобы	2	3
152	к другой	2	3
153	к нему	3	3
154	друг друга	2	3
155	так же	5	3
156	в таком	6	3
157	или в	5	3
158	и на	3	3
159	это можно	2	3
160	же и	3	3
161	говорить о	2	3
162	в начале	3	3
163	за ним	2	3
164	и вообще	6	3
165	его в	2	3
166	здесь как	4	3
167	в чем	2	3
168	в которой	2	3
169	не то	2	3
170	это было	2	3
171	том как	2	3
172	только не	4	2
173	перед нами	13	2
174	но все	3	2
175	каждый раз	5	2
176	об этом	6	2
177	из себя	2	2
178	связи с	3	2
179	со своей	2	2
180	в какой	4	2
181	только при	6	2
182	он как	3	2
183	о необходимости	2	2
184	в одном	4	2
185	в понятии	2	2
186	на все	2	2
187	нам кажется	2	2
188	сама по	2	2
189	другой и	2	2
190	слова но	3	2
191	ему в	2	2
192	одной из	4	2
193	все в	3	2
194	художественный образ	6	2
195	в ее	5	2
196	лучше сказать	2	2
197	в этой	4	2
198	что они	2	2
199	можно только	2	2
200	по своему	6	2
201	но как	3	2
202	как о	3	2
203	несмотря на	4	2
204	и если	5	2
205	на его	2	2
206	то для	3	2
207	том чтобы	2	2
208	и о	5	2
209	но этот	2	2
210	за пределы	2	2
211	как знак	4	2
212	только один	2	2
213	все же	2	2
214	же в	4	2
215	жизни и	5	2
216	в своей	4	2
217	бы быть	2	2
218	в других	2	2
219	в виде	22	2
220	в разных	4	2
221	это и	4	2
222	к своему	2	2
223	в буквальном	3	2
224	но только	2	2
225	самом деле	3	2
226	и наконец	4	2
227	и даже	9	2
228	и притом	2	2
229	но никак	2	2
230	тут же	3	2
231	понятия и	3	2
232	ни в	17	2
233	точки зрения	14	2
234	то он	2	2
235	у меня	2	2
236	ничего общего	5	2
237	явлений и	3	2
238	о том	5	2
239	произведения искусства	2	2
240	когда мы	5	2
241	буквальном смысле	2	2
242	которая не	3	2
243	в области	3	2
244	понятие о	2	2
245	нет ни	4	2
246	по содержанию	2	2
247	и с	7	2
