N	2gram	Potebnia_M_4	Vladivir
1	и в	23	30
2	то что	29	20
3	в этом	23	20
4	в том	23	18
5	и не	18	18
6	и с	4	14
7	что он	4	13
8	же с	2	13
9	том что	12	12
10	что в	17	12
11	там же	3	12
12	не только	10	12
13	в его	5	11
14	а в	5	11
15	как мы	2	11
16	сказать что	8	11
17	и вообще	2	10
18	и даже	2	10
19	не было	12	10
20	не в	11	9
21	для него	5	9
22	кроме того	3	9
23	было бы	8	9
24	потому что	33	9
25	не может	11	9
26	в то	4	9
27	связи с	3	8
28	в своем	8	8
29	вместе с	6	8
30	но и	11	8
31	что же	5	8
32	но в	8	8
33	не менее	5	7
34	никогда не	3	7
35	точки зрения	4	7
36	и все	4	7
37	может быть	26	7
38	между прочим	3	7
39	для нас	14	7
40	а не	12	7
41	то есть	34	7
42	хотя и	5	6
43	и к	6	6
44	об этом	2	6
45	тем не	4	6
46	у нас	2	6
47	только в	15	6
48	всяком случае	3	6
49	во всяком	5	6
50	в себе	14	6
51	а именно	4	6
52	и его	2	6
53	и то	5	5
54	и я	2	5
55	по себе	11	5
56	как и	14	5
57	так что	5	5
58	то в	3	5
59	при этом	15	5
60	но что	2	5
61	тот же	2	5
62	как бы	5	5
63	в котором	4	5
64	другими словами	8	5
65	так и	6	5
66	все это	5	5
67	с этим	7	5
68	в течение	2	5
69	и что	7	5
70	того что	14	5
71	все эти	3	5
72	так как	14	5
73	с ним	5	5
74	из этого	2	5
75	именно в	3	4
76	в это	2	4
77	я не	2	4
78	вовсе не	7	4
79	его в	4	4
80	можно сказать	4	4
81	что его	2	4
82	судить по	2	4
83	и если	3	4
84	что это	7	4
85	на его	3	4
86	конечно не	2	4
87	и мы	5	4
88	и о	4	4
89	в ней	2	4
90	он не	2	4
91	в нем	7	4
92	то это	8	4
93	не есть	9	4
94	крайней мере	5	4
95	в этих	3	4
96	со стороны	3	4
97	то же	14	4
98	на этот	2	4
99	так же	4	4
100	той же	3	4
101	по поводу	4	4
102	и на	3	4
103	но это	3	4
104	мы должны	2	4
105	о том	8	4
106	в которой	6	4
107	по крайней	5	4
108	отношение к	2	4
109	это было	2	4
110	для меня	10	4
111	уже в	5	3
112	в них	3	3
113	хотя бы	4	3
114	из этих	2	3
115	точно так	2	3
116	же время	3	3
117	в свою	2	3
118	что и	7	3
119	да и	4	3
120	и как	2	3
121	тем более	5	3
122	что я	11	3
123	в данном	4	3
124	и для	2	3
125	том же	2	3
126	так или	2	3
127	еще более	2	3
128	с точки	3	3
129	нам кажется	2	3
130	как в	7	3
131	таким образом	24	3
132	те же	3	3
133	здесь мы	2	3
134	уже не	3	3
135	и вполне	2	3
136	должно быть	5	3
137	в таком	4	3
138	или иначе	2	3
139	в виде	2	3
140	даже и	3	3
141	к ней	2	3
142	я в	2	3
143	и это	2	3
144	нет ничего	3	3
145	когда мы	6	3
146	в области	2	3
147	не то	5	3
148	к нему	5	2
149	с тем	7	2
150	уже и	2	2
151	и есть	3	2
152	это не	7	2
153	себе в	3	2
154	тогда когда	8	2
155	мы сами	3	2
156	и хотя	3	2
157	человек не	2	2
158	этого последнего	2	2
159	к тому	3	2
160	он все	2	2
161	на котором	4	2
162	есть для	5	2
163	друг друга	2	2
164	только тогда	5	2
165	по своему	2	2
166	есть и	2	2
167	но тем	2	2
168	и может	4	2
169	само по	5	2
170	после того	2	2
171	она не	2	2
172	и из	3	2
173	мы уже	3	2
174	в самом	3	2
175	в сущности	2	2
176	во сне	2	2
177	не могу	2	2
178	нам представляется	2	2
179	на то	7	2
180	и потому	10	2
181	не вполне	2	2
182	для того	6	2
183	в виду	3	2
184	даже в	2	2
185	а что	2	2
186	не имеет	5	2
187	но уже	3	2
188	можно назвать	2	2
189	и до	3	2
190	данном случае	2	2
191	есть нечто	5	2
192	с которым	2	2
193	стремится к	2	2
194	того как	6	2
195	и притом	2	2
196	в двух	2	2
197	в той	4	2
198	а мы	3	2
199	того чтобы	4	2
200	что не	6	2
201	и по	3	2
202	в сравнении	4	2
203	и прежде	2	2
204	во многих	2	2
205	которое в	3	2
206	можно было	2	2
207	нас в	2	2
208	в своих	2	2
209	мысли и	7	2
210	их в	3	2
211	и при	2	2
212	в более	2	2
213	сам по	4	2
214	с и	2	2
215	к его	2	2
216	что если	6	2
217	что эти	3	2
218	говорится о	2	2
219	мы не	8	2
