N	2gram	Bakhtin_Fr_2	Psycholo
1	то что	6	44
2	и в	49	33
3	в этом	15	28
4	как бы	11	25
5	может быть	5	22
6	том что	4	22
7	того чтобы	2	22
8	что в	2	21
9	в том	3	21
10	о том	3	20
11	что он	3	20
12	таким образом	7	13
13	и не	15	13
14	так же	2	13
15	сказать что	6	13
16	то есть	32	13
17	все это	9	13
18	в самом	3	12
19	и все	3	12
20	так как	6	12
21	было бы	3	12
22	на то	2	10
23	не может	7	10
24	в его	18	10
25	в этой	10	9
26	то же	7	9
27	в конце	2	8
28	вместе с	2	8
29	в своем	5	7
30	до конца	2	7
31	в нем	9	7
32	раз в	3	7
33	не только	17	7
34	в самой	2	6
35	что они	2	6
36	в ней	2	6
37	все эти	7	6
38	и вот	3	6
39	но он	6	6
40	точки зрения	6	6
41	во время	12	6
42	как на	4	6
43	у него	2	6
44	мы должны	2	6
45	в сущности	8	6
46	на самом	2	6
47	в себе	4	6
48	никогда не	5	5
49	целый ряд	2	5
50	что для	3	5
51	и на	17	5
52	вовсе не	10	5
53	с ним	4	5
54	мы можем	2	5
55	связь с	3	5
56	это и	2	5
57	как и	11	5
58	мы уже	6	5
59	и его	17	5
60	все же	7	5
61	и это	3	5
62	смысла и	2	4
63	это в	2	4
64	так например	2	4
65	совершенно не	2	4
66	из них	3	4
67	жизни и	7	4
68	смысл и	2	4
69	а в	4	4
70	и других	3	4
71	в жизни	4	4
72	одна из	4	4
73	никто не	2	4
74	и о	4	4
75	в своей	5	4
76	ее в	2	4
77	как мы	7	4
78	с точки	5	4
79	можно было	3	4
80	жизнь и	2	4
81	по поводу	2	4
82	только в	13	4
83	с одной	3	3
84	в мире	2	3
85	ни в	3	3
86	тот же	5	3
87	в пределах	2	3
88	одной стороны	3	3
89	всяком случае	2	3
90	с ее	3	3
91	и за	2	3
92	но и	13	3
93	и до	4	3
94	понятно что	2	3
95	не было	4	3
96	он видит	2	3
97	в своих	4	3
98	их в	3	3
99	в то	6	3
100	во все	2	3
101	та же	2	3
102	видит в	3	3
103	всех этих	3	3
104	должен был	2	3
105	в одном	3	3
106	но не	5	3
107	здесь в	6	3
108	до сих	4	3
109	сих пор	4	3
110	так и	6	3
111	да и	3	3
112	во всяком	2	3
113	тем что	4	3
114	здравого смысла	2	3
115	еще раз	2	3
116	далеко не	3	3
117	место в	3	2
118	уже в	5	2
119	не был	3	2
120	с другой	4	2
121	из этих	5	2
122	на все	3	2
123	прежде всего	19	2
124	для понимания	2	2
125	в тех	2	2
126	без всякого	2	2
127	чем мы	2	2
128	но все	4	2
129	времени и	6	2
130	же время	6	2
131	при этом	5	2
132	мире в	2	2
133	себе и	2	2
134	в виду	3	2
135	точка зрения	3	2
136	один из	7	2
137	в их	2	2
138	другой стороны	3	2
139	именно в	6	2
140	можно найти	2	2
141	и с	6	2
142	во всем	3	2
143	также и	3	2
144	в художественном	2	2
145	и потому	5	2
146	почти все	3	2
147	но в	4	2
148	с его	5	2
149	по словам	2	2
150	в них	13	2
151	что касается	2	2
152	думать что	2	2
153	и к	4	2
154	и эти	2	2
155	в ее	3	2
156	по существу	2	2
157	литературы и	2	2
158	можно сказать	2	2
159	во всех	6	2
160	и смысл	2	2
161	даже в	3	2
162	и эта	2	2
163	тому как	2	2
164	связи с	2	2
165	только с	3	2
166	ничего не	2	2
