N	2gram	Vygotskiy__2	EvropaiE
1	и в	32	37
2	в отношении	3	32
3	точки зрения	17	23
4	что в	20	21
5	не только	12	18
6	с точки	10	17
7	в то	5	16
8	хотя бы	3	15
9	то же	13	15
10	отношении к	3	15
11	же время	2	14
12	но и	10	14
13	и не	10	14
14	но в	3	14
15	в этом	13	12
16	в их	3	11
17	в том	37	11
18	с и	12	10
19	так и	3	10
20	отнюдь не	5	9
21	в смысле	3	9
22	все более	2	9
23	не может	17	9
24	в себе	2	9
25	только в	7	9
26	так же	18	9
27	думать что	3	8
28	к тому	7	8
29	в ее	2	8
30	было бы	11	8
31	в своей	3	8
32	между тем	4	8
33	как и	10	7
34	по своему	3	7
35	того что	8	7
36	с другой	3	7
37	также и	2	7
38	так как	12	7
39	с этой	4	6
40	вовсе не	2	6
41	том что	21	6
42	может быть	18	6
43	вслед за	5	6
44	для того	13	6
45	на то	11	6
46	как бы	6	6
47	то что	21	6
48	во всех	3	6
49	того чтобы	14	6
50	и даже	5	6
51	и на	5	6
52	то есть	21	6
53	же как	4	5
54	в частности	3	5
55	столь же	4	5
56	не в	8	5
57	но не	2	5
58	к которым	3	5
59	и по	4	5
60	этой точки	2	5
61	но даже	2	4
62	то ни	2	4
63	или иного	2	4
64	бы то	2	4
65	само по	3	4
66	несмотря на	4	4
67	в самом	12	4
68	в ней	5	4
69	в процессе	2	4
70	по себе	12	4
71	для нас	2	4
72	не на	2	4
73	мы не	3	4
74	не имеет	4	4
75	сказать что	7	4
76	тем более	2	4
77	в каком	3	4
78	того или	3	4
79	как это	4	4
80	место в	2	3
81	и к	3	3
82	этом отношении	5	3
83	с тем	11	3
84	никогда не	9	3
85	в них	2	3
86	и от	2	3
87	в общем	3	3
88	из всех	2	3
89	ли это	2	3
90	мы можем	3	3
91	в свою	3	3
92	очевидно что	2	3
93	того же	2	3
94	и мы	6	3
95	из них	4	3
96	всяком случае	2	3
97	и тем	4	3
98	что и	17	3
99	говорит о	2	3
100	когда он	10	3
101	бы и	3	3
102	заключает в	2	3
103	как в	9	3
104	и только	2	3
105	и для	4	3
106	как на	5	3
107	в таком	2	3
108	можно было	7	3
109	к ним	2	3
110	в которых	3	3
111	потому что	21	3
112	во всяком	2	3
113	в психологии	7	3
114	тем что	9	3
115	ни на	3	3
116	в данном	4	3
117	о том	6	3
118	там где	2	3
119	что все	9	2
120	не могут	3	2
121	и более	4	2
122	а не	7	2
123	в этих	2	2
124	еще более	3	2
125	сравнению с	2	2
126	в какой	2	2
127	по сравнению	2	2
128	с в	2	2
129	с этим	4	2
130	и все	4	2
131	в одном	2	2
132	на одну	2	2
133	к нему	2	2
134	представление о	3	2
135	именно потому	2	2
136	главным образом	3	2
137	из того	2	2
138	утверждать что	4	2
139	есть не	4	2
140	что на	4	2
141	и как	7	2
142	это значит	3	2
143	такой же	7	2
144	что если	6	2
145	свою очередь	2	2
146	но как	3	2
147	что это	8	2
148	она не	2	2
149	не к	3	2
150	он не	6	2
151	которые они	2	2
152	в его	2	2
153	и этот	2	2
154	если в	2	2
155	точка зрения	2	2
156	при помощи	10	2
157	жизни и	4	2
158	как не	2	2
159	наряду с	4	2
160	вместе с	2	2
161	данном случае	4	2
162	к природе	2	2
163	иначе говоря	4	2
164	целый ряд	6	2
165	что же	3	2
166	и таким	2	2
167	которого мы	3	2
168	а в	4	2
169	таким образом	21	2
170	если бы	6	2
171	и других	3	2
172	и сейчас	3	2
173	заключается в	12	2
174	и что	22	2
175	или иному	2	2
176	на этот	2	2
177	другой стороны	2	2
178	в других	2	2
179	с другими	2	2
180	тому или	2	2
181	мы видим	4	2
182	в своих	9	2
183	этот вопрос	3	2
184	и с	4	2
185	могут быть	4	2
186	к нулю	2	2
187	в этой	6	2
188	и то	3	2
189	как будто	7	2
190	мы должны	3	2
191	далеко не	5	2
192	и поэтому	4	2
193	заметить что	2	2
194	тогда когда	3	2
