N	3gram	Voloshinov_1	Dialekti
1	с точки зрения	20	8
2	сама по себе	2	7
3	в том что	3	6
4	то же время	3	4
5	с другой стороны	5	4
6	в связи с	7	4
7	в самом деле	9	3
8	в таком случае	2	3
9	может быть и	3	3
10	в то же	3	3
11	можно сказать что	3	3
12	не может быть	13	3
13	с самого начала	4	2
14	то же самое	3	2
15	не могут быть	2	2
16	тем не менее	2	2
17	при этом условии	2	2
18	внутреннего и внешнего	3	2
19	до сих пор	8	2
20	во всяком случае	2	2
21	как и все	2	2
22	и прежде всего	2	2
23	от того что	2	2
