N	2gram	Bakhtin_Pr_5	Formalny
1	и не	27	30
2	вовсе не	7	28
3	и в	35	27
4	может быть	14	25
5	не может	18	24
6	так и	8	21
7	и его	14	19
8	таким образом	7	18
9	в этом	14	18
10	а не	4	17
11	точки зрения	7	16
12	самом деле	10	16
13	в нем	16	15
14	то же	15	15
15	на самом	9	14
16	как и	18	14
17	с точки	2	14
18	не в	10	12
19	и от	3	11
20	в самом	6	11
21	в жизни	2	11
22	но и	14	10
23	лишь в	7	9
24	так как	4	9
25	как его	3	9
26	не только	10	9
27	так же	7	9
28	что в	6	8
29	ни в	2	8
30	при этом	2	8
31	в пределах	11	8
32	как бы	31	8
33	и все	15	8
34	то что	10	8
35	как раз	4	8
36	как мы	8	8
37	только в	6	8
38	не менее	2	7
39	в том	5	7
40	же время	10	7
41	все это	14	7
42	потому что	8	7
43	в то	11	7
44	его в	4	7
45	между тем	4	7
46	с тем	3	7
47	в его	21	7
48	там где	7	7
49	все время	4	6
50	с другой	4	6
51	всяком случае	4	6
52	все эти	3	6
53	бы в	4	6
54	но в	19	6
55	что он	24	6
56	еще не	7	6
57	было бы	3	6
58	все же	8	6
59	в своей	4	6
60	хотя бы	2	6
61	и для	8	6
62	во всяком	4	6
63	вместе с	2	6
64	никогда не	4	5
65	в каждом	6	5
66	войти в	2	5
67	ни было	3	5
68	в дальнейшем	2	5
69	что они	6	5
70	совсем не	3	5
71	в реальном	3	5
72	друг друга	2	5
73	другой стороны	3	5
74	в одной	3	5
75	в ней	2	5
76	говорит он	4	5
77	большинстве случаев	2	5
78	но не	6	5
79	что же	7	5
80	сводится к	3	5
81	без исключения	2	5
82	тому как	2	5
83	тем что	4	5
84	так сказать	2	5
85	уже в	3	4
86	в роман	2	4
87	то ни	3	4
88	прежде всего	12	4
89	к тому	6	4
90	мы знаем	2	4
91	да и	5	4
92	и как	2	4
93	в большинстве	2	4
94	до конца	4	4
95	же и	4	4
96	мы видели	2	4
97	бы то	3	4
98	в целом	3	4
99	но ведь	2	4
100	о том	2	4
101	мы можем	2	4
102	по себе	4	4
103	в ее	3	4
104	том что	3	4
105	слов и	3	4
106	конечно не	2	4
107	как в	5	4
108	только на	4	4
109	может войти	3	4
110	в слове	6	4
111	подобно тому	2	4
112	слова и	11	4
113	из этого	2	4
114	бы и	2	3
115	что это	4	3
116	в этих	2	3
117	его и	3	3
118	тому что	2	3
119	столь же	2	3
120	это не	3	3
121	в конце	5	3
122	те же	2	3
123	того что	3	3
124	дело идет	3	3
125	не о	4	3
126	в него	3	3
127	в виду	3	3
128	этот процесс	2	3
129	по отношению	6	3
130	той же	2	3
131	и что	6	3
132	в которых	2	3
133	и на	6	3
134	их в	2	3
135	сказать что	3	3
136	и с	12	3
137	а что	2	3
138	нуждается в	3	3
139	он и	5	3
140	в них	4	3
141	раз и	3	3
142	мы уже	8	3
143	во всех	3	3
144	о нем	2	3
145	еще в	4	3
146	нет и	4	3
147	отношению к	7	3
148	в произведении	2	3
149	в той	4	3
150	уже не	3	3
151	героя в	5	3
152	жизнь и	2	3
153	в себе	5	3
154	в сторону	2	2
155	друг другу	4	2
156	для этого	2	2
157	в отношении	9	2
158	но так	3	2
159	вообще не	2	2
160	и мир	2	2
161	переходит в	2	2
162	и лишь	2	2
163	или иной	4	2
164	всех этих	2	2
165	но это	6	2
166	же слова	2	2
167	такой же	3	2
168	на этом	2	2
169	в последнем	2	2
170	в общем	3	2
171	к другому	16	2
172	увидеть и	2	2
173	внутренняя речь	3	2
174	совпадает с	2	2
175	но для	2	2
176	в котором	3	2
177	из них	3	2
178	в своем	2	2
179	человека как	2	2
180	но эта	2	2
181	пределах одного	5	2
182	и даже	5	2
183	увидим что	2	2
184	в высшей	3	2
185	как он	2	2
186	конце концов	3	2
187	слово в	2	2
188	в кругозор	2	2
189	с его	7	2
190	именно потому	2	2
191	сознания и	4	2
192	этом смысле	3	2
193	смысле этого	2	2
194	однако в	2	2
195	и со	3	2
196	установкой на	3	2
197	не как	3	2
198	и во	3	2
199	в такой	4	2
200	на тему	2	2
201	с ее	3	2
202	говорить о	3	2
203	обойтись без	3	2
204	то в	2	2
205	так чтобы	4	2
206	от него	6	2
207	теперь на	3	2
208	мы увидим	2	2
209	мы должны	3	2
210	кажется что	2	2
211	одной из	2	2
212	в сущности	14	2
213	за пределы	3	2
214	вот как	4	2
215	этого слова	5	2
216	даже в	5	2
217	с таким	2	2
218	что и	3	2
219	но уже	2	2
220	внутренней речи	5	2
221	к самому	5	2
222	так в	2	2
223	в отличие	2	2
224	совсем другое	2	2
225	бы не	2	2
226	это и	3	2
227	чтобы не	2	2
228	высшей степени	3	2
229	на протяжении	5	2
230	и это	5	2
231	героя и	10	2
232	отличие от	2	2
233	ничего не	3	2
234	в эту	4	2
