N	2gram	Vygotskiy__7	Stilisti
1	и в	26	42
2	как бы	6	27
3	не только	24	27
4	прежде всего	7	22
5	внутренней речи	67	18
6	но и	11	15
7	то же	8	15
8	и не	18	14
9	может быть	7	12
10	не может	11	12
11	точки зрения	28	11
12	как и	15	11
13	мы уже	3	11
14	ситуации и	2	10
15	что мы	9	10
16	мы должны	6	10
17	как мы	14	10
18	в этом	29	10
19	в то	3	9
20	то что	24	9
21	для того	18	9
22	мы не	7	9
23	все же	6	8
24	в ней	3	8
25	таким образом	23	8
26	с тем	5	8
27	что же	2	8
28	тем самым	8	8
29	в себе	9	8
30	никогда не	4	7
31	и от	4	7
32	и тем	6	7
33	потому что	16	7
34	так как	14	7
35	слов и	2	7
36	было бы	6	7
37	а не	6	7
38	того чтобы	19	7
39	и его	12	7
40	мы можем	3	7
41	только в	8	7
42	в которой	11	7
43	ничего не	2	7
44	точку зрения	2	6
45	не в	4	6
46	в этой	3	6
47	в свою	2	6
48	на его	2	6
49	в конце	4	6
50	в нем	2	6
51	во всех	6	6
52	в процессе	5	6
53	так и	3	6
54	речи и	30	6
55	в области	4	6
56	слова в	5	5
57	уже в	2	5
58	в нашем	4	5
59	тому что	9	5
60	и той	2	5
61	и следовательно	5	5
62	и является	3	5
63	не является	3	5
64	мы видели	3	5
65	и их	5	5
66	с помощью	13	5
67	а в	2	5
68	и с	5	5
69	и наконец	4	5
70	в живом	3	5
71	же самое	5	5
72	как это	5	5
73	в сознании	6	5
74	одно и	3	5
75	в его	4	5
76	вместе с	12	5
77	в той	4	5
78	с точки	21	5
79	той же	8	5
80	слова и	10	5
81	самого начала	7	4
82	что это	6	4
83	во внутренней	2	4
84	само собой	2	4
85	можно сказать	5	4
86	к тому	7	4
87	с самого	7	4
88	которой мы	2	4
89	свою очередь	2	4
90	в качестве	5	4
91	в самом	9	4
92	один из	2	4
93	все это	3	4
94	того что	14	4
95	речь и	5	4
96	так же	14	4
97	о том	4	4
98	его в	2	4
99	бы в	5	4
100	но в	4	4
101	если бы	5	4
102	внутренняя речь	15	4
103	внешней речи	18	4
104	были бы	3	4
105	и к	7	4
106	у нас	2	4
107	мы видим	3	4
108	всего в	2	4
109	слово не	2	4
110	мы показали	2	4
111	если мы	5	4
112	самом деле	6	4
113	тем же	5	4
114	в слове	11	4
115	можно было	2	4
116	и то	7	4
117	вопроса о	2	4
118	его и	2	3
119	что у	4	3
120	перед нами	2	3
121	это не	3	3
122	этом случае	14	3
123	слова но	3	3
124	словом и	10	3
125	для нас	2	3
126	не мог	2	3
127	но для	2	3
128	в котором	4	3
129	представить себе	3	3
130	в целом	5	3
131	что оно	4	3
132	во второй	5	3
133	лишь в	2	3
134	нуждается в	3	3
135	сказать что	8	3
136	и здесь	2	3
137	в начале	5	3
138	внешняя речь	3	3
139	свое выражение	8	3
140	в виду	5	3
141	что было	2	3
142	этого слова	3	3
143	об этом	3	3
144	зрения как	2	3
145	в ее	6	3
146	том что	17	3
147	еще не	4	3
148	внутренней и	2	3
149	о своем	2	3
150	мы в	3	3
151	внешней речью	3	3
152	должно было	2	3
153	мы ни	2	3
154	нет и	3	3
155	что и	3	3
156	отношения к	2	3
157	только на	3	3
158	слова как	5	3
159	связь между	6	3
160	на самом	3	3
161	деятельности и	3	3
162	и слово	3	3
163	слово и	9	3
164	между ними	3	3
165	и для	5	3
166	выражение в	6	3
167	связи с	4	3
168	внутреннюю речь	12	3
169	ответ на	2	3
170	друг другу	3	2
171	в какой	6	2
172	можем не	2	2
173	и речь	3	2
174	вопрос о	6	2
175	в том	18	2
176	развития в	3	2
177	уяснить себе	3	2
178	но это	3	2
179	больше и	2	2
180	очевидно что	3	2
181	находит свое	3	2
182	для него	3	2
183	до конца	5	2
184	несмотря на	2	2
185	эти три	2	2
186	из двух	3	2
187	но мы	3	2
188	в этих	2	2
189	отношение к	2	2
190	в первой	3	2
191	целый ряд	4	2
192	в отношении	2	2
193	этом отношении	3	2
194	все эти	6	2
195	но эта	2	2
196	и больше	2	2
197	который мы	2	2
198	должно быть	2	2
199	речь есть	6	2
200	в которых	2	2
201	в своих	2	2
202	также и	2	2
203	по своей	10	2
204	что эти	3	2
205	в основе	3	2
206	что то	2	2
207	нашего исследования	5	2
208	речи но	11	2
209	смысле этого	3	2
210	между собой	6	2
211	с этим	2	2
212	себе в	5	2
213	речи то	4	2
214	к этому	2	2
215	с собой	3	2
216	речи это	4	2
217	значение и	2	2
218	что он	8	2
219	есть не	3	2
220	т.е от	2	2
221	только потому	3	2
222	речи не	5	2
223	и при	2	2
224	представляет собой	19	2
225	но не	3	2
226	по своему	9	2
227	одной из	4	2
228	нужно было	4	2
229	мы говорили	2	2
230	и потому	3	2
231	гораздо более	4	2
232	не есть	4	2
233	в своей	3	2
234	с ней	2	2
235	сих пор	3	2
236	как в	4	2
237	все больше	3	2
238	ли не	2	2
239	не смогли	2	2
240	должны были	2	2
241	одной и	2	2
242	перейти к	4	2
243	из которых	2	2
244	и он	2	2
245	к нему	3	2
246	с ним	3	2
247	или в	2	2
248	между двумя	3	2
249	тем что	9	2
250	значений слов	3	2
251	которые в	2	2
252	в середине	2	2
