N	2gram	Potebnia_M_2	Literetu
1	не только	15	24
2	при этом	13	19
3	но и	9	17
4	а не	18	16
5	в том	18	16
6	том что	8	14
7	может быть	23	13
8	тогда как	10	13
9	и не	19	12
10	в этом	8	12
11	состоит в	2	11
12	прежде всего	7	11
13	то что	20	10
14	не в	13	8
15	в целом	3	8
16	и в	24	8
17	только в	11	8
18	как это	2	8
19	не менее	5	7
20	в его	2	7
21	как бы	9	7
22	уже не	4	7
23	в себе	10	7
24	в жизни	2	6
25	как и	7	6
26	связи с	6	6
27	того что	7	6
28	то есть	30	6
29	с его	2	5
30	что он	4	5
31	же в	5	5
32	же время	2	5
33	как в	10	5
34	не может	12	5
35	то же	12	5
36	уже в	5	5
37	тем самым	4	5
38	не столько	2	5
39	в то	6	5
40	перестает быть	2	4
41	столь же	5	4
42	это не	3	4
43	но не	12	4
44	еще не	4	4
45	в формах	2	4
46	и тем	3	4
47	все же	5	4
48	из них	5	4
49	со стороны	3	4
50	так и	5	4
51	никогда не	4	4
52	в связи	2	4
53	друг друга	2	4
54	и его	2	4
55	не как	3	4
56	не было	6	3
57	в душе	23	3
58	что в	16	3
59	в сознание	10	3
60	и есть	2	3
61	с другой	6	3
62	что его	3	3
63	одна из	4	3
64	что ему	2	3
65	например в	3	3
66	в самом	4	3
67	как совокупность	2	3
68	у него	2	3
69	один из	2	3
70	по отношению	2	3
71	бы не	5	3
72	а в	8	3
73	таким образом	11	3
74	тем же	3	3
75	той же	3	3
76	потому что	49	3
77	во всяком	7	3
78	одно из	3	3
79	но в	4	3
80	далеко не	3	3
81	его в	3	3
82	на этом	2	2
83	этого не	2	2
84	с чем	3	2
85	превращается в	2	2
86	из этих	4	2
87	подобно тому	4	2
88	человека и	3	2
89	в себя	2	2
90	а потому	5	2
91	а только	8	2
92	тем не	6	2
93	и того	6	2
94	в другом	2	2
95	в нашей	2	2
96	того же	14	2
97	отношения между	2	2
98	для него	10	2
99	одной стороны	3	2
100	было бы	13	2
101	по поводу	6	2
102	мы в	3	2
103	общего с	2	2
104	за пределы	2	2
105	относится к	3	2
106	всяком случае	7	2
107	для нее	2	2
108	в нем	9	2
109	то это	3	2
110	не есть	6	2
111	то и	9	2
112	не на	2	2
113	и только	6	2
114	с одной	4	2
115	все эти	2	2
116	от себя	2	2
117	самом деле	2	2
118	что не	5	2
119	что такое	2	2
120	хотя бы	2	2
121	что для	3	2
122	во многих	3	2
123	в слове	13	2
124	тому как	4	2
125	и то	3	2
126	между тем	6	2
127	тем что	7	2
128	могут быть	8	2
129	себе в	3	2
130	к общему	4	2
131	о том	5	2
132	как он	4	2
133	от сознания	2	2
134	в сознании	23	2
