N	2gram	Propp_Isto_4	FransuaR
1	и в	26	65
2	и др	5	24
3	как бы	3	22
4	и не	9	22
5	вовсе не	4	18
6	в том	3	16
7	в этом	7	15
8	но в	5	14
9	в нем	2	13
10	мы уже	5	12
11	и на	2	11
12	и его	10	10
13	не только	15	10
14	но и	12	10
15	так и	10	10
16	все эти	3	10
17	в его	5	9
18	все это	2	9
19	в своем	2	8
20	в дальнейшем	6	8
21	и другие	3	8
22	и даже	4	8
23	формы и	2	7
24	его в	9	7
25	в области	2	7
26	только в	3	7
27	главным образом	2	6
28	никогда не	2	6
29	том что	3	6
30	все же	9	6
31	как мы	5	6
32	еще не	6	6
33	при этом	3	6
34	может быть	14	6
35	и у	5	6
36	сказать что	2	6
37	так как	9	6
38	связана с	2	5
39	в одном	5	5
40	в частности	2	5
41	превращается в	7	5
42	потому что	6	5
43	есть в	2	5
44	и пр	11	5
45	земли и	2	5
46	в своей	4	5
47	связь с	12	5
48	как в	7	5
49	как и	7	5
50	и все	2	5
51	в средние	2	4
52	связи с	3	4
53	средние века	2	4
54	это уже	2	4
55	не в	5	4
56	в этой	2	4
57	отношение к	2	4
58	из них	2	4
59	сих пор	5	4
60	до сих	5	4
61	для нас	3	4
62	между ними	3	4
63	во время	7	4
64	не могут	2	3
65	что в	14	3
66	на котором	3	3
67	это не	5	3
68	и во	2	3
69	не просто	4	3
70	в тех	4	3
71	что он	10	3
72	но все	5	3
73	но это	3	3
74	но для	2	3
75	по своей	2	3
76	даже в	4	3
77	к нему	6	3
78	то что	16	3
79	и их	2	3
80	не может	6	3
81	и других	3	3
82	в форме	2	3
83	уже не	5	3
84	с другой	4	3
85	по его	2	3
86	в других	2	3
87	даже и	2	3
88	в себе	2	3
89	связан с	3	3
90	и здесь	5	3
91	ничего не	5	3
92	и с	5	3
93	с миром	3	3
94	но не	5	2
95	представления о	3	2
96	из этих	3	2
97	его к	3	2
98	так например	2	2
99	же в	3	2
100	его от	2	2
101	а затем	3	2
102	мы видим	6	2
103	от него	2	2
104	от своего	3	2
105	и он	3	2
106	здесь на	2	2
107	например в	3	2
108	на его	3	2
109	между прочим	2	2
110	наряду с	3	2
111	знает и	2	2
112	от того	2	2
113	хотя и	2	2
114	он не	7	2
115	его на	4	2
116	в таких	2	2
117	видеть в	2	2
118	в целом	2	2
119	не к	2	2
120	в свой	2	2
121	в некоторых	5	2
122	на него	3	2
123	в свете	3	2
124	же он	4	2
125	и этим	2	2
126	и вот	2	2
127	но эта	4	2
128	мы здесь	2	2
129	того что	2	2
130	что мы	3	2
131	на этот	2	2
132	и по	5	2
133	есть только	3	2
134	или в	3	2
135	к себе	3	2
136	этот вопрос	2	2
137	их в	7	2
138	в этих	7	2
139	на некоторых	2	2
140	могут быть	6	2
141	во всем	3	2
142	о том	4	2
143	в особенности	2	2
