N	2gram	Bakhtin_Pr_4	KulturaY
1	потому что	4	25
2	и в	46	23
3	не только	14	20
4	в том	9	19
5	в этом	16	18
6	и не	27	16
7	было бы	3	15
8	так как	5	15
9	может быть	23	15
10	точки зрения	11	14
11	если бы	3	12
12	у нас	2	12
13	в самом	9	12
14	все эти	4	12
15	том что	4	11
16	но в	6	11
17	что в	4	10
18	по себе	7	10
19	в языке	2	10
20	а не	11	10
21	вовсе не	9	9
22	вопрос о	2	9
23	в сущности	7	9
24	то что	4	9
25	самом деле	4	9
26	хотя бы	2	9
27	можно было	2	9
28	не может	19	9
29	с другой	3	8
30	прежде всего	9	8
31	не в	10	8
32	уже не	4	8
33	и что	3	8
34	и пр	2	8
35	с точки	9	8
36	языка и	2	8
37	не менее	2	7
38	все же	4	7
39	но и	12	7
40	другой стороны	3	7
41	с помощью	3	7
42	и с	7	7
43	слова в	13	6
44	это не	5	6
45	да и	4	6
46	в этой	3	6
47	но не	4	6
48	в речи	3	6
49	то же	6	6
50	этот вопрос	2	6
51	между тем	2	6
52	и на	11	6
53	ту же	2	6
54	что мы	2	6
55	не могут	3	5
56	должна быть	2	5
57	этом смысле	2	5
58	что он	6	5
59	об этом	2	5
60	по существу	3	5
61	еще не	7	5
62	в его	9	5
63	этого слова	2	5
64	и тем	2	5
65	слова и	7	5
66	речь в	2	5
67	вместе с	2	5
68	что же	3	5
69	приводит к	4	5
70	все это	6	5
71	таким образом	4	5
72	там где	2	5
73	лишь в	2	5
74	целый ряд	2	5
75	речи и	5	5
76	во всяком	2	5
77	и здесь	4	5
78	только в	6	5
79	также и	3	5
80	мы имеем	3	5
81	в узком	2	4
82	перед нами	12	4
83	бы и	2	4
84	на то	3	4
85	если мы	5	4
86	можно сказать	4	4
87	к тому	2	4
88	для нас	2	4
89	ни в	6	4
90	но все	2	4
91	что я	6	4
92	должно быть	4	4
93	в пределах	10	4
94	своего рода	4	4
95	или в	8	4
96	хотя и	6	4
97	как бы	19	4
98	в нем	17	4
99	так же	3	4
100	это слово	5	4
101	не было	2	4
102	и о	3	4
103	в данном	2	4
104	в результате	2	4
105	сказать что	2	4
106	широком смысле	2	4
107	могут быть	2	4
108	в то	5	4
109	в конце	3	4
110	ничего не	2	4
111	так и	4	4
112	на этом	3	3
113	уже в	4	3
114	у него	5	3
115	для этого	2	3
116	на фоне	6	3
117	же время	5	3
118	о которых	2	3
119	но это	6	3
120	в которые	2	3
121	большей или	2	3
122	того же	3	3
123	до конца	4	3
124	в большей	2	3
125	совершенно не	4	3
126	меньшей степени	2	3
127	но для	3	3
128	никак не	3	3
129	он не	4	3
130	что и	3	3
131	в процессе	4	3
132	как в	4	3
133	отличается от	3	3
134	как раз	7	3
135	так в	2	3
136	с этим	2	3
137	то и	2	3
138	не знает	4	3
139	те же	2	3
140	как мы	12	3
141	что такое	2	3
142	и по	2	3
143	а в	2	3
144	и его	6	3
145	слов в	2	3
146	слова не	2	3
147	слова как	3	3
148	тем что	3	3
149	языка в	2	3
150	или меньшей	2	3
151	и это	3	3
152	есть в	6	3
153	здесь не	4	3
154	в виду	4	3
155	в атмосфере	2	2
156	в отношении	3	2
157	мы будем	2	2
158	же как	2	2
159	сознания и	2	2
160	никогда не	6	2
161	о котором	2	2
162	не как	3	2
163	и все	9	2
164	но здесь	3	2
165	и до	3	2
166	и речь	2	2
167	а следовательно	2	2
168	на все	2	2
169	его к	2	2
170	очень часто	4	2
171	в самой	5	2
172	узком смысле	2	2
173	следовательно и	2	2
174	в другом	2	2
175	смысле слова	2	2
176	она не	3	2
177	в плоскости	2	2
178	при этом	5	2
179	к слову	2	2
180	конечно не	8	2
181	он уже	2	2
182	же и	4	2
183	в свое	2	2
184	и даже	3	2
185	к нему	5	2
186	превращается в	4	2
187	в своей	3	2
188	на том	2	2
189	не хочет	2	2
190	в их	4	2
191	и следовательно	2	2
192	в своем	3	2
193	в отличие	3	2
194	того как	2	2
195	и для	3	2
196	еще и	4	2
197	все равно	2	2
198	достоевского и	2	2
199	как и	12	2
200	в той	3	2
201	свое время	2	2
202	на этот	2	2
203	тем же	3	2
204	в корне	2	2
205	той же	3	2
206	рядом с	5	2
207	почти всегда	3	2
208	конечно и	3	2
209	в которых	2	2
210	от этого	2	2
211	он и	4	2
212	установка на	3	2
213	большинстве случаев	8	2
214	отличие от	3	2
215	отношения к	2	2
216	слов и	3	2
