N	2gram	Vygotskiy__7	Psycholo
1	то что	24	37
2	и в	26	30
3	в том	18	27
4	что в	12	24
5	и что	6	23
6	потому что	16	23
7	том что	17	21
8	для того	18	20
9	таким образом	23	20
10	того чтобы	19	20
11	как бы	6	19
12	что он	8	17
13	на то	4	17
14	если мы	5	16
15	не только	24	16
16	в самом	9	14
17	в этом	29	14
18	так же	14	13
19	как раз	3	13
20	одной стороны	5	12
21	в сущности	9	12
22	вместе с	12	12
23	показать что	4	12
24	с одной	5	12
25	если бы	5	11
26	может быть	7	11
27	как на	6	11
28	что мы	9	11
29	о том	4	10
30	никогда не	4	9
31	с другой	4	9
32	для этого	3	9
33	не может	11	9
34	и то	7	9
35	сказать что	8	9
36	так как	14	9
37	с тем	5	8
38	что это	6	8
39	тому что	9	8
40	к тому	7	8
41	не в	4	8
42	а не	6	8
43	того что	14	8
44	сущности говоря	2	8
45	заключается в	6	8
46	самом деле	6	8
47	мы видим	3	8
48	могут быть	2	8
49	на деле	2	8
50	этих двух	2	7
51	по себе	3	7
52	в нем	2	7
53	но не	3	7
54	мы можем	3	7
55	все же	6	7
56	то же	8	7
57	точки зрения	28	7
58	как это	5	7
59	в основе	3	7
60	уже в	2	6
61	что она	8	6
62	именно в	6	6
63	как и	15	6
64	что если	2	6
65	что с	5	6
66	же точно	3	6
67	совершенно не	2	6
68	и тем	6	6
69	и для	5	6
70	но и	11	6
71	что все	2	6
72	что оно	4	6
73	и не	18	6
74	говорит что	2	6
75	и его	12	6
76	или в	2	6
77	и здесь	2	6
78	никак не	5	6
79	тем что	9	6
80	мы уже	3	6
81	только не	11	5
82	и есть	2	5
83	по этому	4	5
84	в целом	5	5
85	несмотря на	2	5
86	как мы	14	5
87	и потому	3	5
88	в этой	3	5
89	что они	10	5
90	еще не	4	5
91	до сих	3	5
92	было бы	6	5
93	один из	2	5
94	сих пор	3	5
95	в своих	2	5
96	в себе	9	5
97	но в	4	5
98	только в	8	5
99	же самое	5	5
100	ответ на	2	5
101	бы в	5	5
102	казалось бы	2	4
103	сравнению с	8	4
104	прежде всего	7	4
105	стороны и	4	4
106	мы могли	6	4
107	у нас	2	4
108	есть не	3	4
109	и заключается	3	4
110	и к	7	4
111	в своей	3	4
112	в ней	3	4
113	в его	4	4
114	не есть	4	4
115	как говорит	5	4
116	по сравнению	9	4
117	к другу	2	4
118	только на	3	4
119	только что	5	4
120	внимание на	2	4
121	этому поводу	3	4
122	а в	2	4
123	которых мы	2	4
124	из которых	2	4
125	мы говорили	2	4
126	как она	5	4
127	могли бы	5	4
128	в конце	4	4
129	что эта	6	4
130	о чем	4	4
131	в виду	5	4
132	не можем	4	4
133	чем это	5	3
134	не могут	4	3
135	для психологии	2	3
136	одним и	2	3
137	котором мы	2	3
138	что у	4	3
139	это не	3	3
140	из этих	3	3
141	состоит в	3	3
142	к этому	2	3
143	вовсе не	2	3
144	в учении	6	3
145	вопрос о	6	3
146	показывает что	2	3
147	самого начала	7	3
148	одно и	3	3
149	что на	2	3
150	для нас	2	3
151	об этом	3	3
152	с самого	7	3
153	так что	4	3
154	это есть	4	3
155	в свою	2	3
156	лучшем случае	2	3
157	для него	3	3
158	друг с	2	3
159	имеет место	4	3
160	он не	3	3
161	чем у	3	3
162	из двух	3	3
163	в ее	6	3
164	что и	3	3
165	на его	2	3
166	ни в	2	3
167	данном случае	5	3
168	так и	3	3
169	что при	2	3
170	как в	4	3
171	в их	2	3
172	и только	4	3
173	которое мы	2	3
174	этом отношении	3	3
175	из того	3	3
176	но только	3	3
177	в той	4	3
178	и о	3	3
179	с другом	2	3
180	и наконец	4	3
181	тем же	5	3
182	целый ряд	4	3
183	той же	8	3
184	в лучшем	2	3
185	мы не	7	3
186	можно было	2	3
187	в силу	5	3
188	в психологии	2	3
189	но он	2	3
190	противоположных направлениях	2	3
191	в данном	5	3
192	мы нашли	5	3
193	мы должны	6	3
194	в этих	2	3
195	в которой	11	3
196	учения о	4	3
197	учении о	6	3
198	с этой	5	2
199	перед нами	2	2
200	в отношении	2	2
201	говорили выше	2	2
202	мы приводили	2	2
203	же как	8	2
204	связи с	4	2
205	находит свое	3	2
206	именно поэтому	2	2
207	себя и	2	2
208	что между	2	2
209	представить себе	3	2
210	между собой	6	2
211	не является	3	2
212	нечто такое	2	2
213	отношения между	4	2
214	в одной	3	2
215	с этим	2	2
216	что эти	3	2
217	можно легко	2	2
218	то о	4	2
219	есть то	3	2
220	с помощью	13	2
221	можно сказать	5	2
222	мы знаем	2	2
223	этом случае	14	2
224	до конца	5	2
225	а затем	2	2
226	ли не	2	2
227	образом все	2	2
228	и при	2	2
229	чем в	4	2
230	что ему	3	2
231	очевидно что	3	2
232	бы сказать	2	2
233	что по	2	2
234	слов и	2	2
235	она все	3	2
236	от друга	2	2
237	к другому	3	2
238	и следовательно	5	2
239	в качестве	5	2
240	эти три	2	2
241	мог бы	3	2
242	о которых	2	2
243	в котором	4	2
244	его с	3	2
245	гораздо более	4	2
246	но мы	3	2
247	речь в	4	2
248	друг от	2	2
249	во всех	6	2
250	и той	2	2
251	и до	2	2
252	отношения к	2	2
253	находится в	2	2
254	все это	3	2
255	отличается от	3	2
256	по отношению	6	2
257	в отличие	2	2
258	которого мы	2	2
259	того как	2	2
260	оба эти	5	2
261	это и	4	2
262	одной и	2	2
