N	2gram	Medvedev_U_1	Problema
1	то что	7	38
2	и не	8	37
3	и в	14	35
4	не есть	2	33
5	не только	10	24
6	том что	2	19
7	даже и	2	18
8	может быть	6	18
9	у нас	3	18
10	что такое	4	18
11	в этом	7	17
12	но и	4	16
13	что мы	2	14
14	только в	2	14
15	не может	7	13
16	в том	2	12
17	хотя бы	5	12
18	прежде всего	8	11
19	и с	2	10
20	а не	10	10
21	и то	3	10
22	ничего не	2	10
23	в этой	4	9
24	было бы	3	8
25	этого термина	2	8
26	по себе	2	8
27	как раз	2	8
28	все же	3	8
29	в конце	2	7
30	в его	2	7
31	конце концов	2	7
32	бы и	2	7
33	мы не	2	7
34	с другой	4	6
35	что все	2	6
36	но это	2	6
37	мы и	2	6
38	о чем	2	6
39	не о	3	6
40	к сожалению	3	6
41	в то	3	6
42	по крайней	2	6
43	же самое	2	6
44	крайней мере	2	6
45	и для	2	6
46	но в	3	6
47	в области	3	6
48	в частности	3	5
49	в самом	2	5
50	этом смысле	2	5
51	как и	3	5
52	то же	5	5
53	другой стороны	3	5
54	в себе	2	5
55	не могут	2	4
56	как таковой	2	4
57	что она	2	4
58	все это	5	4
59	и только	5	4
60	таким образом	2	4
61	именно как	2	4
62	тем что	2	4
63	всех этих	2	4
64	если бы	2	4
65	что он	2	4
66	на первый	2	4
67	но не	2	4
68	до сих	2	4
69	сих пор	2	4
70	если не	2	4
71	самом деле	2	4
72	не все	2	4
73	но даже	2	3
74	и является	2	3
75	в их	4	3
76	для этого	3	3
77	то ни	3	3
78	этой области	3	3
79	могли бы	2	3
80	перестает быть	5	3
81	тех или	2	3
82	или точнее	3	3
83	нас в	2	3
84	не в	2	2
85	бы то	3	2
86	при таком	2	2
87	сводится к	2	2
88	в системе	2	2
89	как такового	3	2
90	для всех	2	2
91	думается что	2	2
92	конечно не	4	2
93	что и	2	2
94	является в	2	2
95	на эту	2	2
96	ни от	2	2
97	это было	2	2
