N	2gram	Tiupa_Hudo_1	Problemy
1	и в	19	34
2	и не	15	29
3	как бы	9	27
4	что он	3	23
5	в его	9	22
6	может быть	14	19
7	в нем	5	19
8	не может	7	19
9	о себе	2	18
10	как и	2	18
11	но в	7	16
12	все это	2	16
13	и его	12	16
14	в этом	11	16
15	прежде всего	4	15
16	он не	4	15
17	то же	10	14
18	с самим	2	14
19	к нему	3	14
20	для него	4	13
21	но и	10	12
22	же время	5	12
23	и к	3	12
24	потому что	3	12
25	в то	6	12
26	вовсе не	2	11
27	то что	4	11
28	не только	16	10
29	слова и	2	10
30	в отношении	3	9
31	не в	7	9
32	самим собою	2	9
33	а не	9	9
34	героя и	5	9
35	никогда не	2	8
36	себя и	2	8
37	в самом	5	8
38	так же	2	8
39	точки зрения	10	8
40	с ним	2	8
41	и для	2	8
42	в другом	3	8
43	слова в	2	7
44	я не	2	7
45	что в	6	7
46	к герою	2	7
47	отношении к	2	7
48	этого слова	2	7
49	в пределах	3	6
50	от себя	3	6
51	отношение к	5	6
52	не знает	3	6
53	самим собой	4	6
54	и на	2	6
55	с его	6	6
56	для себя	2	6
57	отношению к	9	6
58	так и	11	6
59	в себе	9	6
60	только в	5	6
61	это не	2	5
62	к тому	4	5
63	и что	3	5
64	того что	4	5
65	в целом	3	5
66	по отношению	9	5
67	таким образом	3	5
68	лишь в	4	5
69	а в	12	5
70	в одном	2	5
71	даже в	3	5
72	что и	2	5
73	в слове	3	5
74	в чем	2	5
75	ни был	2	4
76	с другой	7	4
77	ни в	5	4
78	при этом	13	4
79	как к	2	4
80	все эти	2	4
81	но как	2	4
82	его в	2	4
83	если бы	3	4
84	как раз	3	4
85	этом смысле	3	4
86	но не	11	4
87	еще не	3	4
88	внутренней речи	14	4
89	как в	2	4
90	в мире	21	4
91	с точки	3	4
92	с другими	4	4
93	я в	11	4
94	и это	2	4
95	не менее	3	3
96	внутренний голос	2	3
97	в том	18	3
98	в глаза	2	3
99	хотя и	3	3
100	в виду	5	3
101	с ее	5	3
102	другой стороны	5	3
103	их в	3	3
104	но он	3	3
105	говорить о	3	3
106	человека с	3	3
107	не как	2	3
108	по себе	2	3
109	в ее	5	3
110	том что	8	3
111	по своему	2	3
112	между тем	4	3
113	другим и	2	3
114	в своей	5	3
115	а с	2	3
116	сводится к	7	3
117	и как	3	3
118	без исключения	4	3
119	и то	4	3
120	передо мной	2	3
121	далеко не	2	3
122	сама по	2	2
123	в душе	8	2
124	в сторону	2	2
125	тому что	2	2
126	или иной	7	2
127	тем не	3	2
128	было и	2	2
129	мог бы	3	2
130	например в	3	2
131	совпадает с	2	2
132	не является	4	2
133	один из	2	2
134	в форме	4	2
135	отличается от	2	2
136	в своем	2	2
137	я как	2	2
138	не входит	2	2
139	того или	3	2
140	той или	4	2
141	о том	2	2
142	герой не	3	2
143	сказать что	4	2
144	к которому	4	2
145	я и	7	2
146	мире и	2	2
147	отнюдь не	2	2
148	однако в	4	2
149	в них	2	2
150	он должен	3	2
151	в жизни	2	2
152	не с	2	2
153	и того	2	2
154	то в	2	2
155	того же	2	2
156	слове о	2	2
157	обращены к	2	2
158	за пределы	2	2
159	во всех	3	2
160	и потому	2	2
161	своего рода	5	2
162	быть и	2	2
163	так в	4	2
164	слова как	5	2
165	в отличие	7	2
166	входит в	4	2
167	в той	3	2
168	уже не	4	2
169	в которой	2	2
170	между двумя	2	2
171	всей своей	2	2
172	и ее	3	2
173	отличие от	7	2
174	о чем	2	2
