N	2gram	Bakhtin_Pr_2	Myslijsy
1	то есть	4	42
2	и в	43	39
3	может быть	23	27
4	в том	6	26
5	только в	4	25
6	что в	4	22
7	не может	18	22
8	а не	7	21
9	так как	4	21
10	не только	11	21
11	в нем	12	20
12	но и	14	20
13	и не	29	18
14	том что	2	16
15	так что	5	16
16	не в	11	15
17	в этом	13	15
18	если бы	3	14
19	отношению к	5	13
20	так и	3	13
21	по отношению	5	13
22	в себе	5	13
23	таким образом	5	13
24	было бы	5	12
25	в человеке	3	10
26	мы не	4	10
27	по себе	11	10
28	что не	2	10
29	не есть	2	10
30	то что	7	10
31	как в	2	10
32	и что	5	10
33	речи и	4	10
34	могут быть	3	9
35	для нас	2	9
36	как и	14	9
37	мысли и	2	9
38	тем что	3	9
39	но в	10	9
40	в одном	12	8
41	но не	5	8
42	того что	2	8
43	в слове	5	8
44	точки зрения	13	8
45	с другой	4	7
46	должно быть	4	7
47	с этим	2	7
48	должны быть	2	7
49	это не	3	7
50	то и	2	7
51	в этих	6	7
52	не менее	3	6
53	по мере	4	6
54	тем не	2	6
55	и как	2	6
56	еще не	9	6
57	что на	2	6
58	как бы	22	6
59	что и	3	6
60	все же	3	6
61	и т	13	6
62	бы не	2	6
63	то же	8	6
64	при этом	6	6
65	между собою	4	6
66	того как	2	6
67	вовсе не	5	5
68	но это	4	5
69	в его	10	5
70	то это	2	5
71	в первом	2	5
72	другой стороны	3	5
73	во всех	4	5
74	так же	2	5
75	а в	5	5
76	и для	3	5
77	и его	8	5
78	в таком	2	5
79	между тем	3	5
80	если же	4	5
81	не могут	4	4
82	никогда не	9	4
83	в стороне	2	4
84	вопрос о	2	4
85	этом смысле	2	4
86	прежде всего	10	4
87	бы ни	2	4
88	же время	5	4
89	для него	8	4
90	слов и	5	4
91	к тому	4	4
92	в своих	2	4
93	в каждом	11	4
94	т п	9	4
95	т д	4	4
96	и даже	3	4
97	из этих	2	4
98	во всем	3	4
99	в то	7	4
100	слова и	12	4
101	там где	4	4
102	бы в	5	4
103	в самой	4	3
104	сама по	4	3
105	с другим	2	3
106	что это	2	3
107	в них	4	3
108	и это	4	3
109	в жизни	3	3
110	из одного	4	3
111	слова мы	2	3
112	в своем	4	3
113	того же	3	3
114	если мы	2	3
115	мы увидим	5	3
116	она не	3	3
117	только на	3	3
118	в своей	4	3
119	и их	3	3
120	что если	3	3
121	для себя	2	3
122	в самом	7	3
123	на него	3	3
124	в словах	4	3
125	и без	2	3
126	но при	3	3
127	той же	3	3
128	с ним	3	3
129	должна быть	3	3
130	и то	2	3
131	сказать что	2	3
132	во всяком	2	3
133	хотя и	5	3
134	он не	9	3
135	и при	2	3
136	эти отношения	2	3
137	с точки	8	3
138	и все	6	3
139	а между	2	3
140	и с	5	3
141	слова в	12	2
142	мы будем	3	2
143	но на	2	2
144	в единстве	3	2
145	но он	4	2
146	была бы	2	2
147	стороны и	3	2
148	на то	5	2
149	а как	4	2
150	к одному	6	2
151	слова но	2	2
152	как мы	10	2
153	ни было	2	2
154	уже не	3	2
155	у нас	2	2
156	переходим к	3	2
157	но все	2	2
158	и слова	2	2
159	на себе	2	2
160	от друга	2	2
161	в сущности	9	2
162	за пределы	3	2
163	и о	2	2
164	словом и	2	2
165	никак не	5	2
166	и следовательно	3	2
167	в виду	3	2
168	чтобы не	2	2
169	оно должно	2	2
170	в целом	2	2
171	друг от	2	2
172	но эти	4	2
173	образом и	3	2
174	что же	7	2
175	в их	3	2
176	для этого	2	2
177	и только	3	2
178	времени и	2	2
179	еще более	2	2
180	связи между	3	2
181	слово а	2	2
182	этот вопрос	4	2
183	в одно	3	2
184	на этот	4	2
185	тем же	2	2
186	речь и	2	2
187	или в	8	2
188	хотя бы	2	2
189	том же	4	2
190	известно что	2	2
191	как дух	2	2
192	он есть	2	2
193	его к	2	2
194	о том	5	2
195	дело в	2	2
196	и всегда	2	2
197	и самое	2	2
198	есть в	3	2
199	так сказать	6	2
200	мы можем	2	2
