N	2gram	Bakhtin_Pr_2	Istorich
1	и в	45	26
2	так же	5	18
3	то что	5	16
4	не только	16	15
5	что в	6	14
6	может быть	18	14
7	же как	4	13
8	но и	15	12
9	связь с	2	12
10	и пр	2	11
11	что он	7	10
12	так и	3	10
13	таким образом	11	10
14	и его	8	10
15	что и	5	9
16	все же	4	9
17	и не	42	9
18	его в	3	9
19	так как	5	9
20	то же	5	8
21	а в	3	8
22	в этих	4	7
23	превращается в	4	7
24	об этом	3	7
25	как и	14	7
26	героя в	5	7
27	он не	9	7
28	как в	4	7
29	их в	7	7
30	в этом	20	7
31	мы имеем	2	7
32	таким же	2	6
33	в дальнейшем	2	6
34	мы видим	2	6
35	что они	3	6
36	еще не	9	6
37	мы видели	3	6
38	не может	24	6
39	а не	10	6
40	к нему	11	6
41	потому что	8	6
42	мы можем	4	6
43	могут быть	4	6
44	как он	4	6
45	совершенно так	2	6
46	у него	6	5
47	и как	2	5
48	это не	3	5
49	в одном	6	5
50	к этому	4	5
51	но все	4	5
52	но не	6	5
53	ничего не	3	5
54	в его	22	5
55	и у	2	5
56	мы уже	3	5
57	до сих	2	5
58	и др	4	5
59	сих пор	2	5
60	в некоторых	2	5
61	как мы	8	5
62	и что	2	5
63	из которых	2	5
64	уже не	6	5
65	и по	2	5
66	не в	8	5
67	с ними	4	5
68	и с	7	5
69	тем что	2	5
70	и здесь	2	5
71	мы должны	4	5
72	но в	6	5
73	вовсе не	7	4
74	а на	2	4
75	все что	3	4
76	в своей	6	4
77	даже в	6	4
78	здесь не	2	4
79	того как	3	4
80	и даже	3	4
81	о том	3	4
82	только что	2	3
83	перед нами	4	3
84	и более	2	3
85	сравнению с	2	3
86	что у	4	3
87	по сравнению	2	3
88	в одной	5	3
89	в образе	3	3
90	в том	8	3
91	том что	7	3
92	и других	3	3
93	но это	2	3
94	при этом	2	3
95	она не	5	3
96	и другие	4	3
97	например в	2	3
98	на его	5	3
99	относится к	2	3
100	как бы	15	3
101	все эти	4	3
102	и он	3	3
103	на то	2	3
104	на него	2	3
105	что она	4	3
106	а именно	3	3
107	не на	4	3
108	или же	2	3
109	как это	2	3
110	те же	2	3
111	между ними	4	3
112	не имеет	3	3
113	есть только	4	3
114	или в	2	3
115	связан с	2	3
116	только в	9	3
117	в русской	2	3
118	переходит в	2	3
119	человека с	2	3
120	что эта	2	3
121	там где	6	3
122	к этой	2	3
123	и действительно	2	3
124	уже в	4	2
125	что образ	2	2
126	должна быть	3	2
127	не менее	2	2
128	никогда не	17	2
129	смысле этого	2	2
130	он может	2	2
131	его и	3	2
132	в своем	5	2
133	а как	4	2
134	герою в	3	2
135	по себе	8	2
136	в самую	2	2
137	ни в	2	2
138	мы считаем	2	2
139	так что	2	2
140	есть в	8	2
141	в истории	2	2
142	одна из	3	2
143	от него	3	2
144	от них	2	2
145	эта форма	2	2
146	есть и	3	2
147	было бы	4	2
148	если бы	2	2
149	конечно не	6	2
150	у нас	2	2
151	о двух	2	2
152	он говорит	2	2
153	к ним	3	2
154	он уже	2	2
155	хотя и	2	2
156	вступают в	2	2
157	хотя бы	5	2
158	в нем	20	2
159	не есть	2	2
160	герой и	3	2
161	себя в	2	2
162	в целом	5	2
163	отношение к	8	2
164	другими словами	2	2
165	из них	9	2
166	не по	3	2
167	от того	2	2
168	в форме	2	2
169	и их	6	2
170	все это	5	2
171	этот вопрос	4	2
172	и вот	2	2
173	лишь в	2	2
174	того что	3	2
175	и на	7	2
176	сказать что	5	2
177	даже и	2	2
178	имеем в	2	2
179	его с	2	2
180	в себе	5	2
181	во все	2	2
182	можно найти	2	2
183	сливается с	4	2
184	этого слова	2	2
185	в особенности	2	2
186	в области	2	2
