N	3gram	Vygotskiy__1	StatiiOP
1	и т д	8	21
2	в том что	9	17
3	о том что	7	11
4	для того чтобы	5	10
5	и т п	15	9
6	с точки зрения	2	8
7	в этом отношении	2	7
8	до сих пор	3	7
9	на самом деле	2	6
10	с другой стороны	5	6
11	во всяком случае	6	6
12	в самом деле	7	5
13	не может быть	8	5
14	на то что	8	4
15	так и в	2	4
16	что и в	2	4
17	и в самом	2	3
18	так же как	4	3
19	что в области	2	3
20	только в том	3	3
21	тем или иным	2	3
22	в применении к	2	3
23	то или иное	2	3
24	заключается в том	6	3
25	сказать что в	3	3
26	то что у	3	2
27	в то время	5	2
28	по этому поводу	2	2
29	с одной стороны	5	2
30	всяком случае в	2	2
31	как и в	4	2
32	тем не менее	2	2
33	не в том	5	2
