N	2gram	Voloshinov_1	Myslijsy
1	в слове	10	32
2	в том	6	32
3	и в	19	30
4	может быть	26	28
5	то же	7	23
6	не только	8	21
7	только в	9	21
8	но и	8	19
9	том что	3	18
10	то что	8	18
11	того что	3	18
12	что в	4	17
13	не есть	3	17
14	по себе	4	16
15	в себе	2	16
16	в сознании	2	15
17	не в	5	15
18	и не	26	15
19	а не	7	15
20	таким образом	17	14
21	что и	2	13
22	так как	2	13
23	а в	4	12
24	если бы	2	12
25	этого слова	2	11
26	так и	11	11
27	как и	12	10
28	как в	4	10
29	в этом	16	10
30	в то	3	10
31	из этих	2	9
32	для него	9	9
33	было бы	4	9
34	в нем	10	9
35	мы не	6	9
36	между тем	3	9
37	в самом	10	8
38	от того	4	8
39	в ней	4	8
40	что не	2	8
41	смысле этого	3	7
42	с другой	5	7
43	что слово	4	7
44	вовсе не	5	7
45	к тому	2	7
46	как мы	13	7
47	в языке	4	7
48	тем что	2	7
49	зависит от	2	6
50	имеет значение	2	6
51	что он	2	6
52	с этим	4	6
53	из них	3	6
54	те же	5	6
55	не может	24	6
56	не имеет	3	6
57	образ и	2	6
58	не могут	3	5
59	независимо от	2	5
60	в каком	3	5
61	словом и	2	5
62	и как	3	5
63	же время	3	5
64	в своем	2	5
65	языка в	14	5
66	еще не	4	5
67	в действительности	2	5
68	отношению к	2	5
69	слово как	4	5
70	не менее	4	5
71	по отношению	3	5
72	к одному	4	5
73	должно быть	2	5
74	с другими	3	5
75	сказать что	4	5
76	слова и	3	5
77	слово может	2	5
78	и от	3	4
79	одной и	2	4
80	по мере	2	4
81	в смысле	6	4
82	все это	3	4
83	в его	6	4
84	и между	4	4
85	в котором	3	4
86	не все	2	4
87	другой стороны	6	4
88	и его	19	4
89	он не	3	4
90	не было	3	4
91	для того	4	4
92	мы должны	3	4
93	далеко не	4	4
94	и это	3	4
95	и потому	5	4
96	и при	3	4
97	слово в	3	4
98	место в	3	3
99	не существует	3	3
100	и есть	3	3
101	могут быть	2	3
102	тому что	2	3
103	прежде всего	13	3
104	и все	5	3
105	что все	2	3
106	к этому	5	3
107	тем не	2	3
108	именно в	5	3
109	не будет	4	3
110	свою очередь	2	3
111	мы можем	2	3
112	в свою	2	3
113	до сих	8	3
114	можно сказать	3	3
115	для говорящего	3	3
116	при этом	8	3
117	ни о	2	3
118	действительности и	3	3
119	и следовательно	3	3
120	как бы	15	3
121	только на	4	3
122	того чтобы	5	3
123	к другой	3	3
124	все остальные	2	3
125	друг друга	8	3
126	так же	7	3
127	говорящего и	2	3
128	в таком	2	3
129	или в	2	3
130	в каждом	7	3
131	и на	4	3
132	существует для	2	3
133	же и	2	3
134	в начале	5	3
135	и вообще	2	3
136	не знает	2	3
137	его в	3	3
138	в первом	3	3
139	там где	2	3
140	в чем	2	3
141	в которой	3	3
142	значение не	2	3
143	сих пор	8	3
144	нужно прибавить	2	2
145	но все	3	2
146	и та	2	2
147	именно эти	2	2
148	связи с	11	2
149	от нее	2	2
150	в какой	3	2
151	первом случае	3	2
152	только при	3	2
153	не столько	4	2
154	не как	2	2
155	а как	3	2
156	его к	2	2
157	не дает	3	2
158	сама по	2	2
159	слова но	2	2
160	одной из	3	2
161	все в	2	2
162	художественный образ	2	2
163	что язык	2	2
164	в ее	7	2
165	как ее	5	2
166	от него	2	2
167	могла бы	2	2
168	содержания в	2	2
169	она не	2	2
170	и тот	4	2
171	эта последняя	3	2
172	и той	2	2
173	мы уже	2	2
174	за пределы	5	2
175	оно ни	3	2
176	как знак	2	2
177	лишь тогда	2	2
178	язык есть	4	2
179	все же	8	2
180	зрения и	2	2
181	жизни и	2	2
182	в своей	3	2
183	что же	4	2
184	мысли и	4	2
185	целый ряд	3	2
186	входит в	5	2
187	этом отношении	3	2
188	это и	3	2
189	к своему	2	2
190	самом деле	10	2
191	что такое	2	2
192	и даже	2	2
193	той же	2	2
194	языка и	13	2
195	с этой	2	2
196	ни в	2	2
197	от этого	2	2
198	точки зрения	34	2
199	из виду	2	2
200	себя от	2	2
201	бы в	2	2
202	ничего общего	5	2
203	может стать	5	2
204	отношении к	4	2
205	одним словом	2	2
206	явлений и	2	2
207	о том	2	2
208	так сказать	6	2
209	таком случае	2	2
210	в области	3	2
211	нет ни	2	2
212	и с	2	2
213	из него	2	2
