N	2gram	Voloshinov_1	Komedia
1	и в	13	22
2	и не	8	21
3	том что	2	13
4	в том	2	12
5	таким образом	6	12
6	так как	3	11
7	в самом	2	9
8	если бы	2	8
9	в его	7	8
10	в этом	2	8
11	при этом	2	7
12	то же	4	7
13	а в	2	7
14	к тому	2	6
15	может быть	8	6
16	самом деле	3	6
17	и его	12	6
18	не менее	2	5
19	что в	3	5
20	прежде всего	9	5
21	не только	6	5
22	в своей	4	5
23	все это	4	5
24	по отношению	3	5
25	тем что	2	5
26	но в	4	5
27	с самого	2	4
28	самого начала	2	4
29	с другой	2	4
30	вовсе не	2	4
31	все же	5	4
32	не в	3	4
33	несмотря на	2	4
34	в ней	2	4
35	то что	6	4
36	но и	3	4
37	в отношении	2	4
38	с помощью	2	4
39	а не	2	4
40	и для	3	4
41	так же	2	4
42	точки зрения	7	4
43	в себе	3	4
44	в связи	2	4
45	бы в	2	4
46	так и	3	4
47	не является	4	4
48	хотя бы	5	4
49	никогда не	3	3
50	до тех	4	3
51	в них	2	3
52	с этой	2	3
53	с этим	3	3
54	в нем	2	3
55	и к	2	3
56	в ее	3	3
57	как и	3	3
58	одной стороны	2	3
59	было бы	4	3
60	как бы	6	3
61	отношению к	3	3
62	в целом	2	3
63	тех пор	4	3
64	не может	8	3
65	с одной	2	3
66	в течение	2	3
67	в двух	4	3
68	с точки	5	3
69	не имеет	2	3
70	мы можем	4	3
71	говорить о	3	3
72	в которой	3	3
73	уже в	2	2
74	не как	3	2
75	как в	2	2
76	и все	3	2
77	в одном	3	2
78	разумеется что	2	2
79	а как	2	2
80	в г	2	2
81	что они	2	2
82	в пределах	3	2
83	тот же	2	2
84	не мог	2	2
85	за пределы	3	2
86	а также	2	2
87	в их	3	2
88	другой стороны	2	2
89	мы не	4	2
90	роль в	2	2
91	в своих	2	2
92	между тем	2	2
93	нуждается в	2	2
94	г в	3	2
95	и ее	2	2
96	в другом	2	2
97	его на	2	2
98	нет ничего	2	2
99	что эта	2	2
100	в области	2	2
