N	2gram	Bakhtin_sl_2	Analitik
1	не только	24	22
2	и в	39	18
3	как и	6	14
4	так и	15	14
5	в этом	16	14
6	но и	21	13
7	и его	33	13
8	том что	5	12
9	и не	22	12
10	при этом	7	11
11	а в	4	10
12	как бы	7	10
13	то есть	26	10
14	может быть	37	9
15	что в	3	9
16	а не	14	9
17	в том	5	9
18	с его	7	8
19	и даже	7	8
20	с другой	5	7
21	но не	6	7
22	в его	7	7
23	отношению к	4	7
24	по отношению	4	7
25	не в	9	6
26	для него	7	6
27	еще не	7	6
28	он не	2	6
29	в их	2	6
30	о том	2	6
31	никогда не	7	5
32	однако в	2	5
33	прежде всего	8	5
34	в свою	3	5
35	или иной	5	5
36	что и	3	5
37	и т.п	2	5
38	в сущности	6	5
39	лишь в	3	5
40	уже не	5	5
41	той же	3	5
42	в слове	6	5
43	в результате	2	5
44	между тем	3	5
45	не менее	4	4
46	перед нами	3	4
47	в своем	6	4
48	в одном	2	4
49	по себе	5	4
50	что он	2	4
51	и к	6	4
52	и как	3	4
53	себя в	8	4
54	свою очередь	2	4
55	в пределах	13	4
56	все же	6	4
57	таким образом	8	4
58	и на	4	4
59	в данном	2	4
60	далеко не	2	4
61	героя и	5	4
62	уже в	2	3
63	не столько	3	3
64	говорит и	2	3
65	не всегда	2	3
66	его как	2	3
67	же время	4	3
68	с их	3	3
69	той или	5	3
70	известной степени	2	3
71	с ее	2	3
72	как в	13	3
73	все это	16	3
74	так в	2	3
75	дело с	4	3
76	то же	4	3
77	не было	2	3
78	этом отношении	3	3
79	именно в	2	3
80	его не	4	3
81	роль в	2	3
82	мы не	2	3
83	с этим	2	3
84	точки зрения	8	3
85	но как	2	3
86	говорить о	3	3
87	во всем	4	3
88	в то	4	3
89	его в	4	3
90	здесь не	4	3
91	в особенности	3	3
92	как это	3	3
93	сама по	3	2
94	бы и	3	2
95	могут быть	7	2
96	для всех	4	2
97	все эти	6	2
98	все они	2	2
99	в них	6	2
100	это не	5	2
101	и от	3	2
102	из существеннейших	2	2
103	в нем	19	2
104	как уже	2	2
105	в романе	46	2
106	в дальнейшем	2	2
107	в противовес	2	2
108	иметь дело	2	2
109	одна из	4	2
110	мира и	5	2
111	в большинстве	6	2
112	одной стороны	5	2
113	это и	2	2
114	со всеми	2	2
115	например в	5	2
116	на его	2	2
117	значительной степени	6	2
118	хотя и	2	2
119	в ней	3	2
120	в контексте	3	2
121	и потому	7	2
122	а также	3	2
123	всяком случае	2	2
124	даже в	2	2
125	один из	5	2
126	которого он	2	2
127	не с	3	2
128	то что	2	2
129	во всех	12	2
130	вместе с	2	2
131	в форме	2	2
132	не может	20	2
133	в отличие	12	2
134	как к	3	2
135	входит в	4	2
136	отношения к	4	2
137	с одной	5	2
138	те же	2	2
139	в себя	2	2
140	в той	4	2
141	в значительной	6	2
142	с точки	3	2
143	и для	5	2
144	сказать что	3	2
145	во всяком	3	2
146	нуждается в	2	2
147	в себе	2	2
148	и здесь	2	2
149	только в	5	2
150	и все	5	2
151	дело в	2	2
152	так сказать	6	2
153	там где	6	2
154	отличие от	13	2
155	но в	6	2
156	в новом	2	2
