N	2gram	Propp_Isto_7	Marksizm
1	может быть	14	28
2	и в	24	19
3	как бы	4	19
4	и не	4	19
5	не может	14	18
6	точки зрения	4	17
7	то же	8	16
8	и его	3	16
9	как мы	3	15
10	в этом	12	15
11	таким образом	7	14
12	не только	21	13
13	связи с	3	13
14	в нем	6	11
15	вовсе не	4	11
16	не в	9	10
17	но и	11	10
18	том что	10	10
19	так и	5	10
20	при этом	4	9
21	в основе	2	9
22	как и	6	9
23	а не	8	9
24	в то	2	8
25	с его	3	8
26	только в	6	8
27	никогда не	4	7
28	в связи	2	7
29	в том	7	7
30	его в	3	7
31	но в	5	7
32	прежде всего	2	7
33	одна из	7	7
34	ни в	2	6
35	в самом	2	6
36	и все	6	6
37	мы уже	4	6
38	во всех	7	6
39	мы можем	4	6
40	к нему	7	5
41	в форме	2	5
42	в их	4	5
43	так же	6	5
44	и на	2	5
45	и здесь	12	5
46	к этому	2	5
47	того же	2	5
48	все же	9	5
49	в данном	4	5
50	тем более	2	5
51	тому что	2	4
52	это не	10	4
53	на то	3	4
54	то что	7	4
55	и тем	2	4
56	мы видели	7	4
57	того что	6	4
58	сказать что	2	4
59	из одного	3	4
60	что он	21	4
61	было бы	2	4
62	конечно не	2	4
63	в основном	2	4
64	связь с	2	4
65	только на	2	4
66	и ее	2	4
67	ничего не	5	4
68	перед нами	2	3
69	в этих	13	3
70	характерно что	2	3
71	с другой	9	3
72	и от	2	3
73	здесь мы	5	3
74	одной стороны	5	3
75	не имеют	2	3
76	в котором	2	3
77	а в	10	3
78	с этим	2	3
79	с одной	5	3
80	все эти	2	3
81	не имеет	4	3
82	о том	9	3
83	так как	8	3
84	как такой	2	3
85	в различных	3	3
86	в ее	2	3
87	в качестве	3	3
88	связано с	3	3
89	до сих	2	3
90	еще не	8	3
91	одной из	4	3
92	он не	6	3
93	что и	8	3
94	не будет	2	3
95	нами в	2	3
96	в чужую	2	3
97	и это	2	3
98	сих пор	3	3
99	уже в	3	2
100	что в	13	2
101	что это	6	2
102	в одной	2	2
103	вопрос о	3	2
104	в тех	5	2
105	мы знаем	2	2
106	нас не	2	2
107	из всего	2	2
108	что они	3	2
109	мы здесь	2	2
110	не так	2	2
111	и у	2	2
112	другими словами	2	2
113	в особенности	2	2
114	они не	2	2
115	и даже	3	2
116	друг друга	2	2
117	но для	2	2
118	но они	3	2
119	но по	2	2
120	у него	10	2
121	уже знаем	3	2
122	лежит в	2	2
123	стороны и	2	2
124	но не	6	2
125	мы увидим	6	2
126	и о	2	2
127	что не	2	2
128	должны быть	3	2
129	и эта	2	2
130	и он	3	2
131	мы не	4	2
132	или в	8	2
133	тем что	6	2
134	вступает в	3	2
135	все его	2	2
136	ответ на	6	2
137	там где	5	2
138	от него	3	2
139	вместе с	7	2
