N	2gram	Potebnia_M_2	Hudozhes
1	то есть	30	18
2	состоит в	2	16
3	и не	19	16
4	в том	18	15
5	и в	24	15
6	не только	15	15
7	может быть	23	13
8	тогда как	10	13
9	при этом	13	12
10	а в	8	12
11	и его	2	12
12	но не	12	11
13	в этом	8	11
14	в себе	10	11
15	как бы	9	10
16	но и	9	10
17	так и	5	10
18	по отношению	2	10
19	то же	12	10
20	а не	18	10
21	в его	2	9
22	в душе	23	8
23	с другой	6	7
24	в то	6	7
25	но в	4	7
26	с его	2	6
27	что в	16	6
28	том что	8	6
29	не в	13	6
30	же время	2	6
31	не может	12	6
32	могут быть	8	5
33	только в	11	5
34	тем самым	4	5
35	в самом	4	5
36	того что	7	5
37	в нем	9	5
38	то что	20	5
39	между ними	2	5
40	или менее	8	5
41	другой стороны	2	5
42	уже не	4	5
43	более или	8	5
44	место в	4	4
45	в этих	3	4
46	не столько	2	4
47	прежде всего	7	4
48	а только	8	4
49	и как	6	4
50	в другом	2	4
51	для него	10	4
52	еще не	4	4
53	например в	3	4
54	хотя и	3	4
55	и тем	3	4
56	со стороны	3	4
57	во времени	2	4
58	отношения к	2	4
59	в слове	13	4
60	и то	3	4
61	сказать что	2	4
62	между тем	6	4
63	как это	2	4
64	к которому	2	4
65	не менее	5	3
66	если бы	11	3
67	это не	3	3
68	одного и	6	3
69	этом смысле	2	3
70	что он	4	3
71	тем не	6	3
72	и того	6	3
73	того же	14	3
74	в свою	6	3
75	одно и	2	3
76	мог бы	3	3
77	имеет место	2	3
78	далеко не	3	3
79	в целом	3	3
80	так в	4	3
81	не на	2	3
82	таким образом	11	3
83	как и	7	3
84	и что	4	3
85	внешнего мира	4	3
86	и для	3	3
87	в таком	4	3
88	их в	2	3
89	потому что	49	3
90	но он	2	3
91	его в	3	3
92	в которой	5	3
93	на деле	3	3
94	слова в	5	2
95	на этом	2	2
96	сама по	2	2
97	но на	2	2
98	таком случае	2	2
99	ни был	2	2
100	себя и	2	2
101	в нашем	2	2
102	тому что	2	2
103	в них	5	2
104	превращается в	2	2
105	не как	3	2
106	в пространстве	2	2
107	в одном	6	2
108	человека и	3	2
109	вовсе не	9	2
110	по себе	15	2
111	что может	2	2
112	мы легко	2	2
113	есть в	2	2
114	одна из	4	2
115	свою очередь	6	2
116	могла бы	3	2
117	одной стороны	3	2
118	за пределы	2	2
119	во всех	7	2
120	другим и	3	2
121	и потому	2	2
122	оно не	3	2
123	не все	2	2
124	но она	3	2
125	как в	10	2
126	вытекает из	2	2
127	а с	2	2
128	и притом	3	2
129	с одной	4	2
130	все эти	2	2
131	в себя	2	2
132	от себя	2	2
133	того чтобы	2	2
134	для того	5	2
135	и по	2	2
136	или в	2	2
137	к другому	4	2
138	так же	2	2
139	с ним	5	2
140	с другими	5	2
141	и на	8	2
142	между двумя	6	2
143	существования в	2	2
144	у него	2	2
145	одно из	3	2
146	отношении к	2	2
147	о том	5	2
148	и это	2	2
149	в чем	7	2
150	бы не	5	2
151	для меня	4	2
