N	2gram	Vygotskiy__4	Problema
1	и в	33	44
2	вовсе не	5	37
3	и не	13	35
4	то есть	13	34
5	может быть	22	28
6	потому что	24	25
7	по себе	9	25
8	не просто	4	23
9	то что	44	23
10	в том	21	21
11	только в	4	19
12	а не	6	18
13	в этом	28	17
14	для нас	7	16
15	также и	2	16
16	сказать что	13	16
17	если мы	12	16
18	когда мы	6	15
19	не только	7	14
20	и то	2	14
21	не в	2	13
22	и т	6	13
23	т д	2	13
24	то же	9	13
25	так что	7	12
26	но в	2	12
27	том что	22	12
28	не является	2	11
29	то это	3	10
30	но и	3	10
31	в виду	2	10
32	у нас	4	10
33	как и	5	10
34	так и	3	10
35	это не	6	9
36	и от	2	9
37	в нем	7	9
38	не имеет	2	9
39	и с	2	9
40	что всякий	2	9
41	же самое	6	9
42	как бы	25	9
43	так как	12	9
44	что он	20	9
45	в то	3	9
46	никак не	6	9
47	в его	10	9
48	что и	3	9
49	во всяком	3	9
50	и это	5	9
51	таким образом	13	9
52	перед нами	6	8
53	сама по	3	8
54	что в	21	8
55	ни в	3	8
56	того что	4	8
57	что мы	6	8
58	при помощи	4	8
59	было бы	12	8
60	он не	11	8
61	как раз	9	8
62	как мы	4	8
63	в себе	6	8
64	связи с	2	8
65	с другой	2	7
66	не может	10	7
67	все эти	6	7
68	и что	25	7
69	мы должны	6	7
70	с ним	5	7
71	это и	5	7
72	указывает на	3	7
73	и потому	2	7
74	на самом	6	7
75	мы не	5	7
76	никогда не	5	6
77	для этого	8	6
78	можно сказать	2	6
79	и если	9	6
80	но если	3	6
81	всяком случае	3	6
82	в целом	5	6
83	жизни и	4	6
84	и только	7	6
85	сами по	3	6
86	ясно что	5	6
87	и к	2	6
88	о том	20	6
89	все же	5	6
90	мы можем	5	6
91	сам по	2	6
92	в виде	3	6
93	не было	3	5
94	в конце	8	5
95	да и	3	5
96	что они	6	5
97	с тем	4	5
98	и есть	4	5
99	в ней	6	5
100	с той	2	5
101	другой стороны	2	5
102	все это	13	5
103	в своем	7	5
104	а в	4	5
105	точки зрения	6	5
106	и здесь	3	5
107	в таком	4	5
108	и о	4	5
109	в своей	4	5
110	как в	3	5
111	так же	13	5
112	тем самым	3	5
113	и его	5	5
114	этого слова	3	5
115	едва ли	2	5
116	тому что	6	4
117	мы могли	2	4
118	при этом	2	4
119	время как	2	4
120	совершенно не	4	4
121	заключается в	5	4
122	есть только	2	4
123	и является	2	4
124	в искусстве	2	4
125	могли бы	2	4
126	бы то	2	4
127	то время	2	4
128	мы уже	5	4
129	мы в	3	4
130	в ее	2	4
131	только с	2	4
132	на этот	3	4
133	можно было	4	4
134	тем что	3	4
135	в каком	8	4
136	как только	2	3
137	уже в	2	3
138	же как	3	3
139	что это	13	3
140	что у	4	3
141	точно так	3	3
142	прежде всего	2	3
143	на то	10	3
144	в тех	2	3
145	к тому	12	3
146	без всякого	2	3
147	и как	5	3
148	но все	2	3
149	в этой	9	3
150	в самом	12	3
151	что для	5	3
152	с этой	4	3
153	в которых	3	3
154	ни на	2	3
155	его в	3	3
156	конце концов	3	3
157	могло бы	3	3
158	в порядке	4	3
159	если бы	10	3
160	об этом	4	3
161	о которых	2	3
162	говорить о	3	3
163	но не	3	3
164	здесь в	3	3
165	в художественном	2	3
166	она не	3	3
167	из этого	5	3
168	во всей	3	3
169	и все	12	3
170	в той	3	3
171	самом деле	12	3
172	хотя бы	2	3
173	этот вопрос	4	3
174	и ее	2	3
175	как будто	8	3
176	слова и	4	3
177	ничего не	2	3
178	не был	2	2
179	мы будем	5	2
180	с чем	2	2
181	именно в	2	2
182	в частности	4	2
183	все они	2	2
184	никто не	4	2
185	что все	11	2
186	ее и	2	2
187	всех этих	3	2
188	до сих	3	2
189	мы читаем	2	2
190	никак нельзя	2	2
191	в нашей	2	2
192	по поводу	4	2
193	в котором	2	2
194	с ее	3	2
195	при таком	3	2
196	из них	4	2
197	для чего	4	2
198	и за	3	2
199	и до	3	2
200	в их	2	2
201	с одной	3	2
202	что оно	3	2
203	его не	2	2
204	как на	6	2
205	о ней	2	2
206	в результате	2	2
207	в основе	3	2
208	к другой	2	2
209	с этим	5	2
210	мы сейчас	2	2
211	как это	14	2
212	мы имеем	2	2
213	том как	3	2
214	в самой	6	2
215	а как	2	2
216	нисколько не	5	2
217	это в	4	2
218	бы мы	3	2
219	на нас	4	2
220	по существу	2	2
221	литературы и	2	2
222	что при	2	2
223	и может	5	2
224	во всех	2	2
225	себя в	4	2
226	когда он	7	2
227	и именно	2	2
228	вместе с	8	2
229	сих пор	3	2
230	к самому	2	2
231	даже не	2	2
232	только что	15	2
233	слова как	3	2
234	нами в	2	2
235	жизнь и	4	2
236	а с	2	2
237	все дело	2	2
238	на ее	2	2
239	из которых	3	2
240	и для	3	2
241	с точки	4	2
242	почти всегда	2	2
243	ничем не	2	2
244	не то	4	2
245	эти слова	3	2
246	заставляет нас	2	2
247	как она	10	2
248	в которой	4	2
249	это было	4	2
