N	2gram	Vinokur_St_3	Istorich
1	и в	25	28
2	может быть	19	25
3	и т	8	25
4	т д	2	22
5	не может	7	15
6	а не	5	15
7	никогда не	2	14
8	мы имеем	5	13
9	что в	19	12
10	то же	5	12
11	не только	12	12
12	мы видим	4	11
13	только в	6	11
14	что он	19	10
15	все же	4	10
16	прежде всего	10	10
17	но и	9	10
18	т е	8	10
19	мы не	2	10
20	и что	3	10
21	в том	20	9
22	о том	8	9
23	то что	12	9
24	и не	10	9
25	не в	6	9
26	так и	5	9
27	что это	16	8
28	если бы	4	8
29	таким образом	10	8
30	в этом	24	8
31	но в	5	8
32	в этих	11	7
33	это не	7	7
34	том что	15	7
35	еще не	2	7
36	было бы	7	7
37	в ней	4	7
38	и др	4	7
39	а в	6	7
40	и здесь	3	7
41	что мы	3	7
42	с другой	5	6
43	не менее	2	6
44	к тому	2	6
45	тем не	2	6
46	в этой	14	6
47	так как	3	6
48	вместе с	2	6
49	что они	2	5
50	что здесь	4	5
51	но не	2	5
52	до сих	2	5
53	например в	4	5
54	в качестве	4	5
55	ее в	2	5
56	дело не	2	5
57	сих пор	2	5
58	другой стороны	5	5
59	на основе	2	5
60	или в	2	5
61	сказать что	4	5
62	в его	12	5
63	попадает в	3	5
64	к которому	3	5
65	все это	8	4
66	с тем	4	4
67	связи с	3	4
68	раньше чем	3	4
69	на то	5	4
70	об этом	5	4
71	так что	11	4
72	но все	2	4
73	но это	4	4
74	и пр	13	4
75	одной стороны	3	4
76	один из	2	4
77	связь с	4	4
78	в связи	3	4
79	с этим	7	4
80	с одной	2	4
81	как и	4	4
82	того что	5	4
83	и для	4	4
84	и с	4	4
85	и на	6	4
86	потому что	5	4
87	могут быть	2	4
88	все эти	3	4
89	точку зрения	2	3
90	в какой	3	3
91	во время	3	3
92	не как	2	3
93	показывает что	3	3
94	на котором	2	3
95	утверждать что	2	3
96	в начале	4	3
97	для этого	2	3
98	на этом	3	3
99	то время	4	3
100	не совсем	2	3
101	к сожалению	2	3
102	в котором	5	3
103	должен быть	2	3
104	и по	2	3
105	в форме	2	3
106	в их	3	3
107	и тогда	2	3
108	нас не	2	3
109	уже не	3	3
110	и его	3	3
111	не просто	2	3
112	как мы	2	3
113	из которых	4	3
114	время как	4	3
115	тем что	19	3
116	должен был	2	3
117	в другом	3	3
118	в то	7	3
119	это за	2	3
120	на вопрос	3	2
121	но они	2	2
122	а с	2	2
123	в рамках	2	2
124	самого начала	2	2
125	всех этих	3	2
126	к этому	3	2
127	то он	2	2
128	была бы	4	2
129	вовсе не	2	2
130	в такой	2	2
131	том чтобы	2	2
132	его как	3	2
133	с самого	2	2
134	так чтобы	2	2
135	одна из	2	2
136	как о	2	2
137	связано с	5	2
138	быть назван	2	2
139	для него	3	2
140	и тот	2	2
141	нет в	3	2
142	и если	3	2
143	что не	2	2
144	одной из	2	2
145	что такое	7	2
146	как бы	6	2
147	по этому	3	2
148	относится к	4	2
149	подчеркнуть что	3	2
150	точка зрения	4	2
151	и тем	4	2
152	это было	8	2
153	в целом	4	2
154	во всех	2	2
155	в некоторых	3	2
156	в русской	6	2
157	всего в	4	2
158	со стороны	3	2
159	как в	6	2
160	как раз	3	2
161	то и	2	2
162	не на	2	2
163	этому поводу	2	2
164	и только	2	2
165	в особенности	4	2
166	он не	5	2
167	в виде	3	2
168	что нужно	2	2
169	не так	3	2
170	во многих	2	2
171	ничего не	4	2
172	а по	2	2
173	отказ от	2	2
174	между тем	6	2
175	можно назвать	4	2
176	на пять	2	2
177	xix века	4	2
178	на это	2	2
179	что если	2	2
180	при помощи	2	2
181	которые в	2	2
182	из этого	4	2
183	ответ на	5	2
184	на нее	2	2
185	в области	6	2
186	тогда когда	2	2
187	что этот	3	2
