N	2gram	Vinokur_Vv_1	FransuaR
1	и в	27	29
2	таким образом	19	20
3	и не	13	16
4	в этой	3	13
5	как и	5	12
6	но в	10	12
7	и на	3	11
8	в этом	34	11
9	то же	8	10
10	как мы	9	10
11	в то	5	10
12	не только	21	10
13	вовсе не	6	9
14	в конце	3	9
15	но и	5	9
16	все эти	3	9
17	и с	2	9
18	его в	6	9
19	же время	5	8
20	прежде всего	8	8
21	в его	10	8
22	и его	5	8
23	как бы	5	8
24	в них	4	7
25	мы видели	2	7
26	еще и	3	7
27	так же	3	7
28	в том	31	7
29	так как	13	7
30	из них	3	6
31	в сущности	3	6
32	своего рода	3	6
33	этот процесс	3	6
34	что это	3	5
35	это не	8	5
36	того же	3	5
37	до конца	3	5
38	в нем	13	5
39	в своей	4	5
40	и до	2	5
41	рядом с	2	5
42	сказать что	5	5
43	он и	2	5
44	что он	4	4
45	по своему	5	4
46	есть и	4	4
47	еще не	4	4
48	и есть	3	4
49	конце концов	2	4
50	и др	2	4
51	один из	6	4
52	то что	17	4
53	жизни и	2	4
54	все это	6	4
55	с другой	8	4
56	связана с	4	4
57	также и	16	4
58	в результате	3	4
59	тем что	6	4
60	точки зрения	7	4
61	в частности	3	3
62	в качестве	7	3
63	в своем	3	3
64	в ее	11	3
65	все же	8	3
66	но как	2	3
67	том что	26	3
68	и как	9	3
69	в дальнейшем	2	3
70	что здесь	2	3
71	мы можем	2	3
72	и сам	2	3
73	известной мере	2	3
74	того что	12	3
75	этой традиции	2	3
76	той же	4	3
77	к нему	2	3
78	здесь не	2	3
79	другой стороны	5	3
80	в известной	3	3
81	в разных	5	3
82	при этом	3	3
83	и других	3	3
84	на языке	2	3
85	и вот	3	3
86	того чтобы	21	3
87	для того	21	3
88	и даже	5	3
89	в ней	3	3
90	в себе	4	3
91	в чем	4	3
92	средних веков	2	3
93	уже в	5	2
94	времени и	4	2
95	в основу	2	2
96	связи с	3	2
97	уже и	7	2
98	к этому	3	2
99	в этих	3	2
100	это в	2	2
101	его к	2	2
102	в различных	2	2
103	а как	3	2
104	к тому	4	2
105	одной из	3	2
106	да и	4	2
107	соответствии с	2	2
108	именно в	8	2
109	на этом	3	2
110	но не	7	2
111	одной стороны	4	2
112	не может	13	2
113	о чем	4	2
114	может быть	24	2
115	в ряде	2	2
116	том же	2	2
117	хотя и	3	2
118	что каждая	2	2
119	никогда не	3	2
120	уже не	5	2
121	а также	3	2
122	в виду	4	2
123	в котором	4	2
124	со стороны	12	2
125	на котором	2	2
126	и для	4	2
127	на этой	3	2
128	себя в	2	2
129	после этого	2	2
130	ни с	2	2
131	до нас	3	2
132	в их	11	2
133	как раз	4	2
134	в особенности	4	2
135	с одной	4	2
136	о природе	7	2
137	во второй	3	2
138	в той	7	2
139	с точки	2	2
140	между ними	2	2
141	не столько	2	2
142	как на	11	2
143	не мог	2	2
144	в своих	2	2
145	и то	5	2
146	и при	2	2
147	даже и	3	2
148	этого рода	8	2
149	как будто	3	2
150	только в	13	2
151	о том	15	2
152	если же	2	2
153	как он	6	2
154	и это	6	2
155	дело в	3	2
