N	2gram	Ircho_Kome_2	Myshleni
1	в том	11	33
2	том что	9	27
3	точки зрения	4	26
4	в развитии	2	26
5	то что	6	20
6	в этом	10	19
7	и в	26	15
8	не только	7	15
9	что в	9	14
10	таким образом	6	14
11	что он	5	12
12	того чтобы	6	12
13	в самом	4	11
14	в целом	4	10
15	но и	10	10
16	было бы	8	10
17	для того	5	10
18	мы не	2	10
19	мы можем	3	10
20	в своем	6	9
21	может быть	11	9
22	не является	2	9
23	не может	3	9
24	о том	6	9
25	связи с	3	9
26	так и	12	8
27	не в	2	8
28	и что	2	8
29	если бы	9	8
30	к тому	12	7
31	мы знаем	3	7
32	одной стороны	2	7
33	с одной	2	7
34	и не	14	7
35	потому что	6	7
36	как бы	2	7
37	тот же	2	7
38	он не	2	7
39	во всяком	2	7
40	едва ли	14	7
41	что это	4	6
42	в частности	4	6
43	как мы	4	6
44	в этой	3	6
45	в виду	2	6
46	по отношению	3	6
47	в связи	3	6
48	мы находим	2	6
49	с другой	2	6
50	в истории	5	6
51	как он	3	6
52	как это	4	6
53	но в	3	6
54	вовсе не	2	6
55	и к	2	6
56	как и	4	6
57	как известно	2	6
58	вместе с	9	6
59	на этот	4	6
60	всяком случае	2	6
61	это не	2	5
62	уже в	4	5
63	представление о	2	5
64	вопрос о	3	5
65	и их	3	5
66	друг друга	3	5
67	отношению к	3	5
68	то же	3	5
69	можно было	4	5
70	независимо от	5	4
71	прежде всего	4	4
72	из этих	4	4
73	в пользу	2	4
74	для нас	3	4
75	по поводу	3	4
76	все это	3	4
77	в них	4	4
78	не имеет	3	4
79	а в	3	4
80	и с	5	4
81	с и	4	4
82	в начале	4	4
83	так как	4	4
84	признать что	2	4
85	с его	5	4
86	для всех	3	4
87	к этому	5	4
88	все же	4	4
89	в качестве	5	4
90	в своей	3	4
91	даже в	2	4
92	как в	3	4
93	что его	3	4
94	того как	3	4
95	хотя бы	2	4
96	и его	12	4
97	только в	4	4
98	в которой	5	4
99	том числе	3	3
100	все время	2	3
101	больше того	4	3
102	бы к	2	3
103	что у	4	3
104	во время	6	3
105	что именно	2	3
106	об этом	2	3
107	философии и	2	3
108	и сам	3	3
109	чем это	2	3
110	из них	7	3
111	со стороны	2	3
112	что для	4	3
113	в самой	3	3
114	с собой	2	3
115	мы имеем	2	3
116	и все	2	3
117	и особенно	3	3
118	с этим	5	3
119	в следующем	2	3
120	идет о	2	3
121	но не	3	3
122	того же	3	3
123	одной из	4	3
124	бы и	2	3
125	что она	2	3
126	из которых	3	3
127	или в	3	3
128	в отличие	2	3
129	и ее	2	3
130	и это	2	3
131	отличие от	2	3
132	реакции на	2	2
133	чем в	2	2
134	за собой	2	2
135	в другой	2	2
136	и есть	2	2
137	в этих	4	2
138	так называемых	2	2
139	столь же	9	2
140	с этой	3	2
141	ли можно	3	2
142	что на	3	2
143	ни в	5	2
144	но все	3	2
145	когда в	2	2
146	друг с	2	2
147	за то	4	2
148	в котором	3	2
149	после этого	2	2
150	от того	2	2
151	в их	3	2
152	целый ряд	2	2
153	в других	2	2
154	не следует	2	2
155	теперь в	2	2
156	но если	3	2
157	говорить о	2	2
158	больше чем	5	2
159	в одном	2	2
160	от этого	2	2
161	можно сомневаться	3	2
162	у него	4	2
163	отнюдь не	2	2
164	этом смысле	2	2
165	к его	2	2
166	с их	4	2
167	наряду с	6	2
168	в один	2	2
169	в его	4	2
170	речь идет	3	2
171	нет и	2	2
172	что и	7	2
173	во всех	3	2
174	и для	4	2
175	в течение	2	2
176	в силу	2	2
177	той же	3	2
178	тем что	3	2
179	на протяжении	10	2
180	с другом	2	2
