N	3gram	Vygotskiy__6	Psycholo
1	в том что	19	9
2	на то что	4	8
3	не может быть	2	8
4	заключается в том	5	6
5	в то время	6	5
6	с другой стороны	2	5
7	в зависимости от	5	5
8	то время как	5	5
9	для того чтобы	8	5
10	так же как	6	4
11	не в состоянии	2	3
12	одной и той	3	3
13	в сущности говоря	4	3
14	и той же	3	3
15	так же точно	3	3
16	до сих пор	3	3
17	не только не	2	3
18	в последнее время	2	2
19	совершенно очевидно что	2	2
20	несмотря на то	2	2
21	с точки зрения	10	2
22	то же самое	6	2
23	в силу того	5	2
24	мы видели что	3	2
25	силу того что	5	2
26	от того что	6	2
27	том что мы	2	2
28	в этом отношении	3	2
29	состоит в том	2	2
30	вместе с тем	2	2
31	в этом смысле	2	2
32	заключается только в	2	2
33	потому что он	4	2
