N	2gram	Losev_Vlad_3	StatiiOP
1	и в	40	25
2	в этом	16	24
3	в том	18	20
4	что в	17	19
5	что он	5	19
6	может быть	8	19
7	тем что	5	19
8	что это	9	16
9	том что	18	15
10	в этой	8	14
11	в его	14	12
12	то что	28	12
13	не только	25	12
14	в этих	2	11
15	так что	14	11
16	прежде всего	10	10
17	таким образом	11	10
18	и не	25	10
19	у него	24	9
20	но и	18	9
21	как например	2	8
22	в своих	7	8
23	о том	11	8
24	это было	3	8
25	это не	3	7
26	что касается	2	7
27	было бы	4	7
28	с этим	2	7
29	не может	14	7
30	точки зрения	13	7
31	в то	7	7
32	из этих	3	6
33	в конце	12	6
34	не в	3	6
35	интересно что	2	6
36	только в	13	6
37	как бы	3	6
38	как на	3	6
39	а в	7	6
40	и на	6	6
41	в россии	3	6
42	то же	4	5
43	независимо от	3	5
44	потому что	11	5
45	с другой	5	5
46	на то	4	5
47	ни в	10	5
48	об этом	6	5
49	такого рода	4	5
50	в котором	4	5
51	на почве	2	5
52	и это	6	5
53	в году	10	5
54	а не	8	5
55	того что	7	5
56	другой стороны	2	5
57	он не	8	5
58	так и	6	5
59	мы имеем	3	5
60	но в	4	5
61	этом отношении	2	4
62	с тем	7	4
63	всяком случае	3	4
64	в жизни	2	4
65	этом смысле	3	4
66	в смысле	6	4
67	у нас	5	4
68	как и	7	4
69	это есть	10	4
70	но это	6	4
71	в начале	2	4
72	то в	6	4
73	что здесь	3	4
74	в качестве	3	4
75	если бы	3	4
76	и к	2	4
77	в ней	5	4
78	а также	8	4
79	и тем	3	4
80	в своей	9	4
81	в целом	2	4
82	из этого	2	4
83	отличается от	3	4
84	не было	5	4
85	в течение	4	4
86	с точки	6	4
87	в чем	3	4
88	к нему	3	4
89	и для	3	4
90	и с	9	4
91	время как	2	4
92	сказать что	12	4
93	во всяком	3	4
94	в каком	4	4
95	все же	4	4
96	xix века	6	4
97	в которой	2	4
98	то время	4	4
99	ничего не	5	4
100	что все	7	3
101	уже в	3	3
102	с его	2	3
103	вот что	3	3
104	и более	2	3
105	все они	2	3
106	тому что	4	3
107	в какой	2	3
108	к этому	2	3
109	нельзя сказать	3	3
110	же время	2	3
111	и здесь	6	3
112	он был	2	3
113	с этой	2	3
114	для него	8	3
115	и что	8	3
116	кроме того	6	3
117	до конца	4	3
118	одной стороны	3	3
119	и если	7	3
120	несмотря на	7	3
121	между прочим	5	3
122	о которых	2	3
123	и наконец	2	3
124	конце концов	5	3
125	все эти	5	3
126	на эти	2	3
127	не является	2	3
128	со стороны	2	3
129	по этому	3	3
130	в их	2	3
131	как раз	10	3
132	в связи	3	3
133	что этот	3	3
134	по мнению	4	3
135	в в	2	3
136	уже не	9	3
137	что мы	2	3
138	не так	3	3
139	и его	10	3
140	в виде	13	3
141	в другом	2	3
142	связи с	2	3
143	так как	7	3
144	во многом	2	2
145	а с	4	2
146	не был	8	2
147	при помощи	4	2
148	не менее	9	2
149	внимания на	2	2
150	должен был	2	2
151	никогда не	11	2
152	себе отчет	3	2
153	и у	3	2
154	найти в	2	2
155	не столько	3	2
156	в предисловии	2	2
157	в духе	3	2
158	вовсе не	13	2
159	к тому	7	2
160	как мы	8	2
161	не как	2	2
162	что его	2	2
163	но все	3	2
164	такой же	4	2
165	что если	4	2
166	но не	4	2
167	а то	2	2
168	того же	2	2
169	еще не	4	2
170	в это	2	2
171	одной из	2	2
172	в самом	4	2
173	в сущности	2	2
174	в виду	3	2
175	этих трех	3	2
176	здесь нет	2	2
177	как можно	2	2
178	тем не	10	2
179	отчет в	2	2
180	и за	2	2
181	вместе с	7	2
182	ее в	3	2
183	является как	2	2
184	только что	2	2
185	взгляд на	2	2
186	не на	2	2
187	и только	3	2
188	в отношении	5	2
189	с одной	3	2
190	не просто	10	2
191	которые были	2	2
192	от того	4	2
193	мы находим	2	2
194	не мог	6	2
195	для того	2	2
196	и по	2	2
197	и всегда	2	2
198	мы не	2	2
199	то он	4	2
200	можно найти	2	2
201	в результате	4	2
202	то и	2	2
203	ни на	2	2
204	но как	2	2
205	что эта	2	2
206	и ни	2	2
207	не имеет	4	2
208	заметить что	2	2
209	к этой	2	2
210	не имел	2	2
211	то есть	24	2
